"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","species.specificity.index","resource.range","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.similarity","proportional.generality","d"
"Bomarea pardina",2,0.153846153846154,0.833333333333333,-0.0833333333333333,0.416666666666667,0.916666666666667,0.67700320038633,0.916666666666667,1,1.75,0.0147058823529412,0,0.0614754098360656,0.0419047619047619,2941562359.8741,0.693147180559945,2,0.135135135135135,0.191370054195268,0.514280829309877
"Centropogon solanifolius",2,0.153846153846154,0.458333333333333,-0.270833333333333,0.5,0.916666666666667,0.67700320038633,0.916666666666667,1,1.41666666666667,0,0,0.0778688524590164,0.0619718309859155,2941562359.8741,0.693147180559945,2,0.297297297297297,0.191370054195268,0.138477179891662
"Columnea mastersonii",1,0.0769230769230769,0.125,-0.875,0.75,1,1,1,1,1.41666666666667,0,0,0.0778688524590164,0.0463157894736842,1677720700.50048,0,1,0.216216216216216,0.095685027097634,0
"Drymonia teuscheri",3,0.230769230769231,0.525,-0.158333333333333,0.166666666666667,0.833333333333333,0.52704627669473,0.833333333333333,1,1.16666666666667,0.151960784313725,0.0444444444444444,0.0901639344262295,0.0745762711864407,419430397.854167,1.09861228866811,3,0.486486486486487,0.287055081292902,0
"Glossoloma purpureum",2,0.153846153846154,0.4,-0.3,0.583333333333333,0.916666666666667,0.67700320038633,0.916666666666667,1,1.5,0.0245098039215686,0,0.0737704918032787,0.0586666666666667,2941562359.8741,0.693147180559945,2,0.27027027027027,0.191370054195268,0.127410948254645
"Heliconia burleana",1,0.0769230769230769,0.125,-0.875,0.833333333333333,1,1,1,1,1.41666666666667,0,0,0.0778688524590164,0.0463157894736842,1677720700.50048,0,1,0.216216216216216,0.095685027097634,0
"Heliconia griggsiana",2,0.153846153846154,0.458333333333333,-0.270833333333333,0.666666666666667,0.916666666666667,0.67700320038633,0.916666666666667,1,1.41666666666667,0,0,0.0778688524590164,0.0619718309859155,2941562359.8741,0.693147180559945,2,0.297297297297297,0.191370054195268,0.138477179891662
"Heliconia impudica",4,0.307692307692308,1.53333333333333,0.133333333333333,0.0833333333333333,0.75,0.433012701892219,0.75,1,1.5,0.0661764705882353,0.0111111111111111,0.0737704918032787,0.0676923076923077,6710885302.00018,1.38629436111989,4,0.324324324324324,0.382740108390536,0.359951604457067
"Palicourea acetosoides",1,0.0769230769230769,0.333333333333333,-0.666666666666667,0.916666666666667,1,1,1,1,1.83333333333333,0,0,0.0573770491803279,0.0411214953271028,1677720700.50048,0,1,0.0810810810810811,0.095685027097634,0.471679166426281
"Palicourea demissa",12,0.923076923076923,6.525,0.460416666666667,0,0.0833333333333333,0.0833333333333333,0.0833333333333333,1,1,0.637254901960784,0.944444444444444,0.0983606557377049,0.0936170212765958,1677721591.41667,2.484906649788,12,0.709459459459459,1.14822032517161,0.155132210350819
"Psammisia aberrans",3,0.230769230769231,0.658333333333333,-0.113888888888889,0.25,0.833333333333333,0.52704627669473,0.833333333333333,1,1.25,0.0759803921568627,0,0.0860655737704918,0.0698412698412698,419430397.854167,1.09861228866811,3,0.432432432432432,0.287055081292902,0.0964128021079274
"Renealmia sessilifolia",3,0.230769230769231,0.825,-0.0583333333333333,0.333333333333333,0.833333333333333,0.52704627669473,0.833333333333333,1,1.33333333333333,0.0294117647058824,0,0.0819672131147541,0.0698412698412698,419430397.854167,1.09861228866811,3,0.405405405405405,0.287055081292902,0.172939948380468
"Salvia quitensis",1,0.0769230769230769,0.2,-0.8,1,1,1,1,1,1.66666666666667,0,0,0.0655737704918033,0.0415094339622642,1677720700.50048,0,1,0.135135135135135,0.095685027097634,0.226023968370879
