"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Booted Racket-tail",2,0.166666666666667,2,0.5,0.222222222222222,0.909090909090909,0.909090909090909,0.674199862463242,1,NA,0,0,0,NA,2941562359.8741,0.693147180559945,2,0.18535673398701,0.105263157894737,1
"Brown Inca",3,0.25,1.33333333333333,0.111111111111111,0.111111111111111,0.818181818181818,0.818181818181818,0.522232967867094,0.444444444444444,1.5,0,0,0.166666666666667,0.140625,419430397.854167,1.09861228866811,3,0.278035100980515,0.368421052631579,0.140281300147803
"Collared Inca",1,0.0833333333333333,0.5,-0.5,0.555555555555556,1,1,1,0.5,1,0,0,0.0555555555555556,NA,1677720700.50048,0,1,0.092678366993505,0.105263157894737,0.369070246428543
"Fawn-breasted Brilliant",2,0.166666666666667,0.666666666666667,-0.166666666666667,0.333333333333333,0.909090909090909,0.909090909090909,0.674199862463242,0.333333333333333,1,1,1,0.222222222222222,0.1875,2941562359.8741,0.693147180559945,2,0.18535673398701,0.315789473684211,0
"Green-fronted Lancebill",1,0.0833333333333333,0.5,-0.5,0.666666666666667,1,1,1,0.5,1,0,0,0.0555555555555556,NA,1677720700.50048,0,1,0.092678366993505,0.105263157894737,0.369070246428543
"Speckled Hummingbird",1,0.0833333333333333,0.333333333333333,-0.666666666666667,0.777777777777778,1,1,1,0.333333333333333,1.5,0,0,0.166666666666667,0.125,1677720700.50048,0,1,0.092678366993505,0.157894736842105,0
"Stripe-throated Hermit",1,0.0833333333333333,1,0,0.888888888888889,1,1,1,1,NA,0,0,0,NA,1677720700.50048,0,1,0.092678366993505,0.0526315789473684,1
"Tawny-bellied Hermit",2,0.166666666666667,2,0.5,0.444444444444444,0.909090909090909,0.909090909090909,0.674199862463242,1,NA,0,0,0,NA,2941562359.8741,0.693147180559945,2,0.18535673398701,0.105263157894737,1
"Violet-tailed Sylph",5,0.416666666666667,3.33333333333333,0.466666666666667,0,0.636363636363636,0.636363636363636,0.356753034006338,0.666666666666667,1.5,0,0,0.166666666666667,0.140625,838860790,1.6094379124341,5,0.463391834967525,0.473684210526316,0.418961737803439
"Wedge-billed Hummingbird",1,0.0833333333333333,0.333333333333333,-0.666666666666667,1,1,1,1,0.333333333333333,1.5,0,0,0.166666666666667,0.125,1677720700.50048,0,1,0.092678366993505,0.157894736842105,0
