"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Booted Racket-tail",5,0.131578947368421,1.13333333333333,0.0266666666666667,0.294117647058824,0.891891891891892,0.891891891891892,0.422348645526866,0.226666666666667,1.23529411764706,0.130487804878049,0.0619765494137353,0.0665680473372781,0.0533171028606208,838860790,1.6094379124341,5,0.166655696464358,0.313253012048193,0.035644334017395
"Brown Inca",10,0.263157894736842,6,0.5,0.117647058823529,0.756756756756757,0.756756756756757,0.275092122162151,0.6,1.64705882352941,0.0048780487804878,0,0.0510355029585799,0.0436333207148692,1677721580,2.30258509299405,10,0.333311392928716,0.253012048192771,0.558796358446481
"Buff-tailed Coronet",6,0.157894736842105,1.63333333333333,0.105555555555556,0.235294117647059,0.864864864864865,0.864864864864865,0.379663198301,0.272222222222222,1.11764705882353,0.350406504065041,0.195979899497487,0.0710059171597633,0.0510132774283718,838860795.708333,1.79175946922805,6,0.199986835757229,0.337349397590361,0.10371243141212
"Collared Inca",7,0.184210526315789,2.25,0.178571428571429,0.176470588235294,0.837837837837838,0.837837837837838,0.345964043928151,0.321428571428571,1.52941176470588,0.0908536585365854,0.14572864321608,0.0554733727810651,0.048215583100328,838860799.928571,1.94591014905531,7,0.233317975050101,0.27710843373494,0.248593993733668
"Green-crowned Woodnymph",2,0.0526315789473684,1.1,0.05,0.647058823529412,0.972972972972973,0.972972972972973,0.697485832462916,0.55,1.47058823529412,0,0,0.0576923076923077,0.0315425608526574,2941562359.8741,0.693147180559945,2,0.0666622785857431,0.132530120481928,0.411408089932221
"Fawn-breasted Brilliant",1,0.0263157894736842,0.333333333333333,-0.666666666666667,0.764705882352941,1,1,1,0.333333333333333,1.94117647058824,0,0,0.0414201183431953,0.0245956873315364,1677720700.50048,0,1,0.0333311392928716,0.036144578313253,0.522878745280338
"Gorgeted Sunangel",5,0.131578947368421,1.95,0.19,0.352941176470588,0.891891891891892,0.891891891891892,0.422348645526866,0.39,1.58823529411765,0.0339430894308943,0,0.0532544378698225,0.0399234345091605,838860790,1.6094379124341,5,0.166655696464358,0.180722891566265,0.371176698204393
"Green-crowned Brilliant",3,0.0789473684210526,1.58333333333333,0.194444444444445,0.529411764705882,0.945945945945946,0.945945945945946,0.561529442963871,0.527777777777778,1.82352941176471,0,0,0.0443786982248521,0.0361827974754651,419430397.854167,1.09861228866811,3,0.0999934178786147,0.0963855421686747,0.531000791784021
"Purple-bibbed Whitetip",2,0.0526315789473684,0.35,-0.325,0.705882352941177,0.972972972972973,0.972972972972973,0.697485832462916,0.175,1.41176470588235,0.0335365853658537,0.016750418760469,0.0599112426035503,0.0415283967004835,2941562359.8741,0.693147180559945,2,0.0666622785857431,0.168674698795181,0.0570404496611052
"Rufous-tailed Hummingbird",1,0.0263157894736842,0.1,-0.9,0.823529411764706,1,1,1,0.1,1.47058823529412,0,0,0.0576923076923077,0.0315425608526574,1677720700.50048,0,1,0.0333311392928716,0.120481927710843,0
"Sparkling Violetear",1,0.0263157894736842,0.25,-0.75,0.882352941176471,1,1,1,0.25,1.94117647058824,0,0,0.0428994082840237,0.0254281567489115,1677720700.50048,0,1,0.0333311392928716,0.0481927710843374,0.397940008672038
"Speckled Hummingbird",3,0.0789473684210526,1.53333333333333,0.177777777777778,0.588235294117647,0.945945945945946,0.945945945945946,0.561529442963871,0.511111111111111,1.76470588235294,0,0,0.0465976331360947,0.0351665997591329,419430397.854167,1.09861228866811,3,0.0999934178786147,0.108433734939759,0.488884864051365
"Stripe-throated Hermit",4,0.105263157894737,2.1,0.275,0.411764705882353,0.918918918918919,0.918918918918919,0.479301293269411,0.525,1.47058823529412,0,0,0.0576923076923077,0.0325360273362056,6710885302.00018,1.38629436111989,4,0.133324557171486,0.180722891566265,0.448153519695768
"Tawny-bellied Hermit",12,0.315789473684211,8.43333333333333,0.619444444444444,0.0588235294117647,0.702702702702703,0.702702702702703,0.24198875709123,0.702777777777778,1.29411764705882,0.0959349593495935,0,0.0643491124260355,0.0490745305427329,1677721591.41667,2.484906649788,12,0.399973671514459,0.32429718875502,0.574914354469973
"Tyrian Metaltail",1,0.0263157894736842,0.25,-0.75,0.941176470588235,1,1,1,0.25,1.88235294117647,0,0,0.0436390532544379,0.0248920209138441,1677720700.50048,0,1,0.0333311392928716,0.0481927710843374,0.397940008672038
"Violet-tailed Sylph",15,0.394736842105263,6.8,0.386666666666667,0,0.621621621621622,0.621621621621622,0.203571710808357,0.453333333333333,1.11764705882353,0.259959349593496,0.579564489112228,0.0710059171597633,0.0584451976194924,6710886140.83334,2.70805020110221,15,0.499967089393073,0.536546184738956,0.186533825490438
"Wedge-billed Hummingbird",1,0.0263157894736842,0.1,-0.9,1,1,1,1,0.1,1.47058823529412,0,0,0.0576923076923077,0.0315425608526574,1677720700.50048,0,1,0.0333311392928716,0.120481927710843,0
"White-whiskered Hermit",4,0.105263157894737,2.1,0.275,0.470588235294118,0.918918918918919,0.918918918918919,0.479301293269411,0.525,1.47058823529412,0,0,0.0576923076923077,0.0325360273362056,6710885302.00018,1.38629436111989,4,0.133324557171486,0.180722891566265,0.448153519695768
