"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","species.specificity.index","resource.range","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.similarity","proportional.generality","d"
"Bomarea multiflora",1,0.111111111111111,1,0,0.363636363636364,1,1,1,1,NA,0,0,0,NA,1677720700.50048,0,1,0.0625,0.122373318193845,1
"Centropogon solanifolius",1,0.111111111111111,0.333333333333333,-0.666666666666667,0.454545454545455,1,1,1,1,1,0,0,0.125,NA,1677720700.50048,0,1,0.1875,0.122373318193845,0
"Columnea ciliata",2,0.222222222222222,0.833333333333333,-0.0833333333333333,0,0.875,0.661437827766148,0.875,1,1,0,0,0.125,0.5,2941562359.8741,0.693147180559945,2,0.3125,0.24474663638769,0.184535123214271
"Columnea mastersonii",1,0.111111111111111,0.333333333333333,-0.666666666666667,0.545454545454545,1,1,1,1,1,0,0,0.125,NA,1677720700.50048,0,1,0.1875,0.122373318193845,0
"Drymonia collegarum",1,0.111111111111111,0.5,-0.5,0.636363636363636,1,1,1,1,1,0,0,0.0625,NA,1677720700.50048,0,1,0.125,0.122373318193845,0.369070246428542
"Drymonia tenuis",1,0.111111111111111,0.5,-0.5,0.727272727272727,1,1,1,1,1,0,0,0.0625,NA,1677720700.50048,0,1,0.125,0.122373318193845,0.369070246428542
"Glossoloma purpureum",2,0.222222222222222,0.833333333333333,-0.0833333333333333,0.0909090909090909,0.875,0.661437827766148,0.875,1,1,0,0,0.125,0.5,2941562359.8741,0.693147180559945,2,0.3125,0.24474663638769,0.184535123214271
"Palicourea acetosoides",1,0.111111111111111,0.5,-0.5,0.818181818181818,1,1,1,1,1,0,0,0.0625,NA,1677720700.50048,0,1,0.125,0.122373318193845,0.369070246428542
"Palicourea demissa",2,0.222222222222222,1.33333333333333,0.166666666666667,0.181818181818182,0.875,0.661437827766148,0.875,1,1,0,0,0.125,NA,2941562359.8741,0.693147180559945,2,0.25,0.24474663638769,0.5
"Palicourea lineata",1,0.111111111111111,1,0,0.909090909090909,1,1,1,1,NA,0,0,0,NA,1677720700.50048,0,1,0.0625,0.122373318193845,1
"Psammisia ulbrichiana",2,0.222222222222222,1.5,0.25,0.272727272727273,0.875,0.661437827766148,0.875,1,1,0,0,0.0625,NA,2941562359.8741,0.693147180559945,2,0.1875,0.24474663638769,0.684535123214271
"Salvia quitensis",1,0.111111111111111,0.333333333333333,-0.666666666666667,1,1,1,1,1,1,0,0,0.125,0.375,1677720700.50048,0,1,0.1875,0.122373318193845,0
