"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","species.specificity.index","resource.range","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.similarity","proportional.generality","d"
"Besleria solanoides",2,0.166666666666667,0.277777777777778,-0.361111111111111,0.263157894736842,0.909090909090909,0.674199862463242,0.909090909090909,1,1.38888888888889,0.0672897196261682,0.0117801047120419,0.060875512995896,0.0360065466448445,2941562359.8741,0.693147180559945,2,0.357142857142857,0.213132932191231,0.0372062918556153
"Bomarea pardina",2,0.166666666666667,0.253968253968254,-0.373015873015873,0.315789473684211,0.909090909090909,0.674199862463242,0.909090909090909,1,1.44444444444444,0.0292834890965732,0.00785340314136126,0.0588235294117647,0.0423076923076923,2941562359.8741,0.693147180559945,2,0.380952380952381,0.213132932191231,0
"Centropogon solanifolius",1,0.0833333333333333,0.111111111111111,-0.888888888888889,0.736842105263158,1,1,1,1,1.61111111111111,0,0,0.0526675786593707,0.0307692307692308,1677720700.50048,0,1,0.214285714285714,0.106566466095615,0
"Columnea ciliata",1,0.0833333333333333,0.2,-0.8,0.789473684210526,1,1,1,1,1.77777777777778,0,0,0.0451436388508892,0.0282051282051282,1677720700.50048,0,1,0.119047619047619,0.106566466095615,0.267513239641036
"Columnea mastersonii",2,0.166666666666667,0.444444444444444,-0.277777777777778,0.368421052631579,0.909090909090909,0.674199862463242,0.909090909090909,1,1.61111111111111,0,0,0.0526675786593707,0.0331825037707391,2941562359.8741,0.693147180559945,2,0.285714285714286,0.213132932191231,0.204506470665789
"Columnea picta",1,0.0833333333333333,0.166666666666667,-0.833333333333333,0.842105263157895,1,1,1,1,1.77777777777778,0,0,0.0465116279069768,0.0277427490542245,1677720700.50048,0,1,0.142857142857143,0.106566466095615,0.184535123214271
"Gasteranthus quitensis",4,0.333333333333333,0.753968253968254,-0.0615079365079365,0.0526315789473684,0.727272727272727,0.426401432711221,0.727272727272727,1,1.27777777777778,0.105763239875389,0.285340314136126,0.0649794801641587,0.0483516483516484,6710885302.00018,1.38629436111989,4,0.595238095238095,0.426265864382462,0.067709853761697
"Glossoloma oblongicalyx",2,0.166666666666667,0.611111111111111,-0.194444444444444,0.421052631578947,0.909090909090909,0.674199862463242,0.909090909090909,1,1.55555555555556,0.0107476635514019,0,0.0547195622435021,0.0313390313390313,2941562359.8741,0.693147180559945,2,0.261904761904762,0.213132932191231,0.302370801633686
"Guzmania amplectens",3,0.25,0.587301587301587,-0.137566137566138,0.105263157894737,0.818181818181818,0.522232967867094,0.818181818181818,1,1.44444444444444,0.0292834890965732,0.12565445026178,0.0588235294117647,0.0445344129554656,419430397.854167,1.09861228866811,3,0.452380952380952,0.319699398286846,0.116791834481488
"Guzmania jaramilloi",2,0.166666666666667,0.30952380952381,-0.345238095238095,0.473684210526316,0.909090909090909,0.674199862463242,0.909090909090909,1,1.5,0.0386292834890966,0.00654450261780105,0.0567715458276334,0.0345368916797488,2941562359.8741,0.693147180559945,2,0.30952380952381,0.213132932191231,0.0978643309678961
"Heliconia griggsiana",2,0.166666666666667,0.444444444444444,-0.277777777777778,0.526315789473684,0.909090909090909,0.674199862463242,0.909090909090909,1,1.61111111111111,0,0,0.0526675786593707,0.0331825037707391,2941562359.8741,0.693147180559945,2,0.285714285714286,0.213132932191231,0.204506470665789
"Macleania bullata",1,0.0833333333333333,0.142857142857143,-0.857142857142857,0.894736842105263,1,1,1,1,1.72222222222222,0,0,0.0485636114911081,0.0296896086369771,1677720700.50048,0,1,0.166666666666667,0.106566466095615,0.114378125419289
"Macleania stricta",2,0.166666666666667,0.642857142857143,-0.178571428571429,0.578947368421053,0.909090909090909,0.674199862463242,0.909090909090909,1,1.66666666666667,0.00965732087227414,0,0.0506155950752394,0.0302197802197802,2941562359.8741,0.693147180559945,2,0.214285714285714,0.213132932191231,0.363028840745966
"Meriania tomentosa",3,0.25,1,9.25185853854297e-18,0.157894736842105,0.818181818181818,0.522232967867094,0.818181818181818,1,1.72222222222222,0.00700934579439252,0.00654450261780105,0.0485636114911081,0.0376068376068376,419430397.854167,1.09861228866811,3,0.261904761904762,0.319699398286846,0.396194974949844
"Palicourea acetosoides",2,0.166666666666667,1.2,0.1,0.631578947368421,0.909090909090909,0.674199862463242,0.909090909090909,1,1.77777777777778,0,0,0.0451436388508892,0.0282051282051282,2941562359.8741,0.693147180559945,2,0.142857142857143,0.213132932191231,0.611541014540977
"Psammisia aberrans",3,0.25,0.453968253968254,-0.182010582010582,0.210526315789474,0.818181818181818,0.522232967867094,0.818181818181818,1,1.16666666666667,0.381931464174455,0.290575916230366,0.0677154582763338,0.047008547008547,419430397.854167,1.09861228866811,3,0.5,0.319699398286846,0.0307202707890769
