"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Brown Inca",7,0.35,3.41666666666667,0.345238095238095,0.0909090909090909,0.684210526315789,0.684210526315789,0.312640945658523,0.488095238095238,1.4,0.150340136054422,0.075,0.102127659574468,0.0673551863493489,838860799.928571,1.94591014905531,7,0.392330105784145,0.404761904761905,0.262430169586146
"Collared Inca",2,0.1,0.833333333333333,-0.0833333333333333,0.545454545454545,0.947368421052632,0.947368421052632,0.688247201611685,0.416666666666667,1.9,0,0,0.0787234042553192,0.0412314458493678,2941562359.8741,0.693147180559945,2,0.112094315938327,0.119047619047619,0.401895995498156
"Gorgeted Sunangel",2,0.1,0.7,-0.15,0.636363636363636,0.947368421052632,0.947368421052632,0.688247201611685,0.35,1.5,0.0112244897959184,0,0.0957446808510638,0.0541320822807651,2941562359.8741,0.693147180559945,2,0.112094315938327,0.166666666666667,0.231378213159759
"Green-fronted Lancebill",1,0.05,0.5,-0.5,0.818181818181818,1,1,1,0.5,2.1,0,0,0.0659574468085106,0.0361620057859209,1677720700.50048,0,1,0.0560471579691636,0.0476190476190476,0.569323441926607
"Hoary Puffleg",1,0.05,0.2,-0.8,0.909090909090909,1,1,1,0.2,1.7,0,0,0.0872340425531915,0.0495703899537343,1677720700.50048,0,1,0.0560471579691636,0.119047619047619,0
"Rufous-tailed Hummingbird",5,0.25,2.53333333333333,0.306666666666667,0.272727272727273,0.789473684210526,0.789473684210526,0.397359707119513,0.506666666666667,1.2,0.517687074829932,0.425,0.114893617021277,0.064878892733564,838860790,1.6094379124341,5,0.280235789845818,0.30952380952381,0.349233160853489
"Sparkling Violetear",1,0.05,1,0,1,1,1,1,1,NA,0,0,0,NA,1677720700.50048,0,1,0.0560471579691636,0.0238095238095238,1
"Speckled Hummingbird",3,0.15,0.783333333333333,-0.0722222222222222,0.363636363636364,0.894736842105263,0.894736842105263,0.54611868127275,0.261111111111111,1.3,0.0986394557823129,0.05,0.108510638297872,0.0658472344161545,419430397.854167,1.09861228866811,3,0.168141473907491,0.285714285714286,0
"Stripe-throated Hermit",2,0.1,1.5,0.25,0.727272727272727,0.947368421052632,0.947368421052632,0.688247201611685,0.75,2.1,0,0,0.0659574468085106,0.0361620057859209,2941562359.8741,0.693147180559945,2,0.112094315938327,0.0714285714285714,0.768621786840241
"Tawny-bellied Hermit",9,0.45,4.41666666666667,0.37962962962963,0,0.578947368421053,0.578947368421053,0.253628636750894,0.490740740740741,1.4,0.123469387755102,0.25,0.102127659574468,0.0689338235294118,3355443071.16667,2.19722457733622,9,0.504424421722472,0.5,0.222293460822687
"Violet-tailed Sylph",6,0.3,2.78333333333333,0.297222222222222,0.181818181818182,0.736842105263158,0.736842105263158,0.350438322025231,0.463888888888889,1.3,0.0986394557823129,0.2,0.108510638297872,0.0723240115718418,838860795.708333,1.79175946922805,6,0.336282947814981,0.404761904761905,0.215338365631835
"White-whiskered Hermit",3,0.15,1.33333333333333,0.111111111111111,0.454545454545455,0.894736842105263,0.894736842105263,0.54611868127275,0.444444444444444,2.1,0,0,0.0702127659574468,0.0538020086083214,419430397.854167,1.09861228866811,3,0.168141473907491,0.166666666666667,0.393088048154066
