"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","species.specificity.index","resource.range","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.similarity","proportional.generality","d"
"Besleria solanoides",4,0.235294117647059,1.15833333333333,0.0395833333333333,0.157894736842105,0.8125,0.450693909432999,0.8125,1,1.42105263157895,0.184608843537415,0.166039406685853,0.0571065989847716,0.0364066193853428,6710885302.00018,1.38629436111989,4,0.339622641509434,0.290406723732147,0.262020775744658
"Centropogon solanifolius",6,0.352941176470588,2.01785714285714,0.169642857142857,0.0526315789473684,0.6875,0.338501600193165,0.6875,1,1.26315789473684,0.200075585789872,0.195483728138145,0.0628172588832487,0.0420076377523186,838860795.708333,1.79175946922805,6,0.471698113207547,0.435610085598221,0.244199055768649
"Columnea mastersonii",1,0.0588235294117647,0.142857142857143,-0.857142857142857,0.842105263157895,1,1,1,1,1.73684210526316,0,0,0.0469543147208122,0.0260047281323877,1677720700.50048,0,1,0.132075471698113,0.0726016809330369,0.0642150259807986
"Fuchsia macrostigma",2,0.117647058823529,0.30952380952381,-0.345238095238095,0.368421052631579,0.9375,0.684653196881458,0.9375,1,1.63157894736842,0.00813492063492063,0.00332078813371707,0.050761421319797,0.0356151711378353,2941562359.8741,0.693147180559945,2,0.245283018867925,0.145203361866074,0.0714675622291383
"Gasteranthus quitensis",2,0.117647058823529,0.342857142857143,-0.328571428571429,0.421052631578947,0.9375,0.684653196881458,0.9375,1,1.47368421052632,0.044671201814059,0.0101837502767323,0.0552030456852792,0.0309112806101967,2941562359.8741,0.693147180559945,2,0.226415094339623,0.145203361866074,0.116760885844461
"Glossoloma oblongicalyx",1,0.0588235294117647,0.125,-0.875,0.894736842105263,1,1,1,1,1.68421052631579,0,0,0.0488578680203046,0.0282465150403522,1677720700.50048,0,1,0.150943396226415,0.0726016809330369,0
"Glossoloma purpureum",2,0.117647058823529,0.583333333333333,-0.208333333333333,0.473684210526316,0.9375,0.684653196881458,0.9375,1,1.89473684210526,0.00925925925925926,0,0.0425126903553299,0.0303388494877857,2941562359.8741,0.693147180559945,2,0.132075471698113,0.145203361866074,0.382685827052746
"Guzmania squarrosa",2,0.117647058823529,0.325,-0.3375,0.526315789473684,0.9375,0.684653196881458,0.9375,1,1.52631578947368,0.0190098261526833,0.00708434801859641,0.0532994923857868,0.033434650455927,2941562359.8741,0.693147180559945,2,0.245283018867925,0.145203361866074,0.0835882830798725
"Heliconia griggsiana",7,0.411764705882353,2.89285714285714,0.270408163265306,0,0.625,0.298807152333598,0.625,1,1.42105263157895,0.148044217687075,0.230130617666593,0.0571065989847716,0.0425531914893617,838860799.928571,1.94591014905531,7,0.471698113207547,0.508211766531258,0.308917018342607
"Heliconia virginalis",2,0.117647058823529,0.75,-0.125,0.578947368421053,0.9375,0.684653196881458,0.9375,1,2,0,0,0.0399746192893401,0.0289964225192996,2941562359.8741,0.693147180559945,2,0.113207547169811,0.145203361866074,0.483413698617706
