"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Andean Emerald",1,0.0555555555555556,0.0769230769230769,-0.923076923076923,0.846153846153846,1,1,1,0.0769230769230769,1,0,0,0.0769230769230769,0.0492424242424242,1677720700.50048,0,1,0.0713468401010232,0.220338983050847,0
"Booted Racket-tail",3,0.166666666666667,0.61025641025641,-0.12991452991453,0.384615384615385,0.882352941176471,0.882352941176471,0.54232614454664,0.203418803418803,1,0,0,0.0769230769230769,0.0687484260891463,419430397.854167,1.09861228866811,3,0.21404052030307,0.355932203389831,0.0883196859626088
"Brown Inca",4,0.222222222222222,0.976923076923077,-0.00576923076923076,0.307692307692308,0.823529411764706,0.823529411764706,0.453742606486515,0.244230769230769,1,0,0.161616161616162,0.0769230769230769,0.0770750988142292,6710885302.00018,1.38629436111989,4,0.285387360404093,0.423728813559322,0.0966716351602785
"Buff-tailed Coronet",2,0.111111111111111,0.276923076923077,-0.361538461538462,0.615384615384615,0.941176470588235,0.941176470588235,0.685994340570035,0.138461538461538,1,0,0,0.0769230769230769,0.0636363636363636,2941562359.8741,0.693147180559945,2,0.142693680202046,0.305084745762712,0
"Green-crowned Brilliant",3,0.166666666666667,1.57692307692308,0.192307692307692,0.461538461538462,0.882352941176471,0.882352941176471,0.54232614454664,0.525641025641026,1,0,0,0.0769230769230769,0.0521390374331551,419430397.854167,1.09861228866811,3,0.21404052030307,0.271186440677966,0.436688275438312
"Green-crowned Woodnymph",2,0.111111111111111,0.326923076923077,-0.336538461538462,0.692307692307692,0.941176470588235,0.941176470588235,0.685994340570035,0.163461538461538,1,0,0,0.0769230769230769,0.0598894348894349,2941562359.8741,0.693147180559945,2,0.142693680202046,0.288135593220339,0.0534554024068276
"Purple-bibbed Whitetip",2,0.111111111111111,0.276923076923077,-0.361538461538462,0.769230769230769,0.941176470588235,0.941176470588235,0.685994340570035,0.138461538461538,1,0,0,0.0769230769230769,0.0636363636363636,2941562359.8741,0.693147180559945,2,0.142693680202046,0.305084745762712,0
"Rufous-tailed Hummingbird",6,0.333333333333333,1.31025641025641,0.0517094017094017,0.230769230769231,0.705882352941177,0.705882352941177,0.342997170285018,0.218376068376068,1,0,0,0.0769230769230769,0.0902151283830673,838860795.708333,1.79175946922805,6,0.428081040606139,0.522598870056497,0.0289339750060376
"Sparkling Violetear",1,0.0555555555555556,1,0,0.923076923076923,1,1,1,1,NA,0,0,0,NA,1677720700.50048,0,1,0.0713468401010232,0.0169491525423729,1
"Stripe-throated Hermit",9,0.5,3.19358974358974,0.243732193732194,0.153846153846154,0.529411764705882,0.529411764705882,0.242535625036333,0.354843304843305,1,0,0.333333333333333,0.0769230769230769,0.0904123199205166,3355443071.16667,2.19722457733622,9,0.642121560909209,0.551789077212806,0.157294883923319
"Tawny-bellied Hermit",12,0.666666666666667,4.36025641025641,0.280021367521368,0,0.352941176470588,0.352941176470588,0.171498585142509,0.363354700854701,1,0,0.333333333333333,0.0769230769230769,0.0912209574302199,1677721591.41667,2.484906649788,12,0.856162081212278,0.65819209039548,0.129246156463336
"Wedge-billed Hummingbird",3,0.166666666666667,1.07692307692308,0.0256410256410257,0.538461538461538,0.882352941176471,0.882352941176471,0.54232614454664,0.358974358974359,1,0,0,0.0769230769230769,0.064619463161383,419430397.854167,1.09861228866811,3,0.21404052030307,0.288135593220339,0.316845929117474
"White-necked Jacobin",1,0.0555555555555556,0.0769230769230769,-0.923076923076923,1,1,1,1,0.0769230769230769,1,0,0,0.0769230769230769,0.0492424242424242,1677720700.50048,0,1,0.0713468401010232,0.220338983050847,0
"White-whiskered Hermit",10,0.555555555555556,2.86025641025641,0.186025641025641,0.0769230769230769,0.470588235294118,0.470588235294118,0.216930457818656,0.286025641025641,1,0,0.171717171717172,0.0769230769230769,0.0906655448788912,1677721580,2.30258509299405,10,0.713468401010232,0.625423728813559,0.0691072767735423
