"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Booted Racket-tail",1,0.0625,0.166666666666667,-0.833333333333333,0.363636363636364,1,1,1,0.166666666666667,1.375,0,0,0.112068965517241,0.0869565217391304,1677720700.50048,0,1,0.0769724591264236,0.214285714285714,0
"Brown Inca",4,0.25,3,0.5,0.181818181818182,0.8,0.8,0.447213595499958,0.75,1.75,0,0,0.0862068965517241,0.0644122383252818,6710885302.00018,1.38629436111989,4,0.307889836505694,0.214285714285714,0.703918089034135
"Collared Inca",4,0.25,2.16666666666667,0.291666666666667,0.272727272727273,0.8,0.8,0.447213595499958,0.541666666666667,1.625,0.03125,0.03125,0.0948275862068966,0.0915331807780321,6710885302.00018,1.38629436111989,4,0.307889836505694,0.321428571428571,0.382680318494311
"Green-crowned Woodnymph",1,0.0625,0.166666666666667,-0.833333333333333,0.454545454545455,1,1,1,0.166666666666667,1.375,0,0,0.112068965517241,0.0869565217391304,1677720700.50048,0,1,0.0769724591264236,0.214285714285714,0
"Gorgeted Sunangel",1,0.0625,0.5,-0.5,0.545454545454545,1,1,1,0.5,1,0,0,0.0172413793103448,NA,1677720700.50048,0,1,0.0769724591264236,0.0714285714285714,0.613147192765458
"Green-crowned Brilliant",1,0.0625,1,0,0.636363636363636,1,1,1,1,NA,0,0,0,NA,1677720700.50048,0,1,0.0769724591264236,0.0357142857142857,1
"Purple-bibbed Whitetip",1,0.0625,0.166666666666667,-0.833333333333333,0.727272727272727,1,1,1,0.166666666666667,1.375,0,0,0.112068965517241,0.0869565217391304,1677720700.50048,0,1,0.0769724591264236,0.214285714285714,0
"Speckled Hummingbird",1,0.0625,0.5,-0.5,0.818181818181818,1,1,1,0.5,1,0,0,0.0172413793103448,NA,1677720700.50048,0,1,0.0769724591264236,0.0714285714285714,0.613147192765458
"Stripe-throated Hermit",1,0.0625,0.166666666666667,-0.833333333333333,0.909090909090909,1,1,1,0.166666666666667,1.375,0,0,0.112068965517241,0.0869565217391304,1677720700.50048,0,1,0.0769724591264236,0.214285714285714,0
"Tawny-bellied Hermit",5,0.3125,3.66666666666667,0.533333333333333,0.0909090909090909,0.733333333333333,0.733333333333333,0.382970843102535,0.733333333333333,1.75,0,0,0.0862068965517241,0.0869565217391304,838860790,1.6094379124341,5,0.384862295632118,0.321428571428571,0.591235204823028
"Violet-tailed Sylph",7,0.4375,4.33333333333333,0.476190476190476,0,0.6,0.6,0.29277002188456,0.619047619047619,1,0.96875,0.96875,0.137931034482759,0.124223602484472,838860799.928571,1.94591014905531,7,0.538807213884965,0.535714285714286,0.27676702515809
"White-whiskered Hermit",1,0.0625,0.166666666666667,-0.833333333333333,1,1,1,1,0.166666666666667,1.375,0,0,0.112068965517241,0.0869565217391304,1677720700.50048,0,1,0.0769724591264236,0.214285714285714,0
