"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Booted Racket-tail",2,0.181818181818182,0.666666666666667,-0.166666666666667,0.272727272727273,0.9,0.9,0.670820393249937,0.333333333333333,1.77777777777778,0.285714285714286,0.28,0.113496932515337,0.0588235294117647,2941562359.8741,0.693147180559945,2,0.20796558024129,0.272727272727273,0.115771782604519
"Brown Inca",1,0.0909090909090909,1,0,0.636363636363636,1,1,1,1,NA,0,0,0,NA,1677720700.50048,0,1,0.103982790120645,0.0454545454545455,1
"Buff-tailed Coronet",1,0.0909090909090909,0.5,-0.5,0.727272727272727,1,1,1,0.5,2.55555555555556,0,0,0.0766871165644172,0.0420168067226891,1677720700.50048,0,1,0.103982790120645,0.0909090909090909,0.5
"Collared Inca",2,0.181818181818182,1.25,0.125,0.363636363636364,0.9,0.9,0.670820393249937,0.625,2,0,0,0.101226993865031,0.0490196078431372,2941562359.8741,0.693147180559945,2,0.20796558024129,0.227272727272727,0.44211410869774
"Fawn-breasted Brilliant",1,0.0909090909090909,0.333333333333333,-0.666666666666667,0.818181818181818,1,1,1,0.333333333333333,2.55555555555556,0,0,0.0828220858895706,0.0401069518716578,1677720700.50048,0,1,0.103982790120645,0.136363636363636,0.207518749639422
"Gorgeted Sunangel",3,0.272727272727273,1.08333333333333,0.0277777777777778,0,0.8,0.8,0.516397779494322,0.361111111111111,1.66666666666667,0.204081632653061,0.18,0.122699386503067,0.0678733031674208,419430397.854167,1.09861228866811,3,0.311948370361935,0.409090909090909,0.113147192765458
"Purple-bibbed Whitetip",3,0.272727272727273,1.58333333333333,0.194444444444445,0.0909090909090909,0.8,0.8,0.516397779494322,0.527777777777778,1.66666666666667,0.0918367346938776,0.03,0.116564417177914,0.065359477124183,419430397.854167,1.09861228866811,3,0.311948370361935,0.363636363636364,0.306573596382729
"Sparkling Violetear",1,0.0909090909090909,0.333333333333333,-0.666666666666667,0.909090909090909,1,1,1,0.333333333333333,2.55555555555556,0,0,0.0828220858895706,0.0401069518716578,1677720700.50048,0,1,0.103982790120645,0.136363636363636,0.207518749639422
"Speckled Hummingbird",2,0.181818181818182,0.833333333333333,-0.0833333333333333,0.454545454545455,0.9,0.9,0.670820393249937,0.416666666666667,1.88888888888889,0.163265306122449,0.16,0.104294478527607,0.053475935828877,2941562359.8741,0.693147180559945,2,0.20796558024129,0.227272727272727,0.27894294565113
"Stripe-throated Hermit",1,0.0909090909090909,0.5,-0.5,1,1,1,1,0.5,2.77777777777778,0,0,0.0705521472392638,0.0360144057623049,1677720700.50048,0,1,0.103982790120645,0.0909090909090909,0.5
"Tawny-bellied Hermit",2,0.181818181818182,2,0.5,0.545454545454545,0.9,0.9,0.670820393249937,1,NA,0,0,0,NA,2941562359.8741,0.693147180559945,2,0.20796558024129,0.0909090909090909,1
"Violet-tailed Sylph",3,0.272727272727273,0.916666666666667,-0.0277777777777778,0.181818181818182,0.8,0.8,0.516397779494322,0.305555555555556,1.44444444444444,0.255102040816327,0.35,0.128834355828221,0.0767263427109974,419430397.854167,1.09861228866811,3,0.311948370361935,0.454545454545455,0
