"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","species.specificity.index","resource.range","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.similarity","proportional.generality","d"
"Besleria solanoides",3,0.214285714285714,1.75,0.25,0.111111111111111,0.846153846153846,0.531085004543794,0.846153846153846,1,1.75,0.21875,0.21875,0.120567375886525,0.0666666666666667,419430397.854167,1.09861228866811,3,0.291666666666667,0.246485375912527,0.419720789148188
"Centropogon solanifolius",2,0.142857142857143,0.75,-0.125,0.222222222222222,0.923076923076923,0.679366220486758,0.923076923076923,1,1.5,0.125,0.125,0.127659574468085,0.0811594202898551,2941562359.8741,0.693147180559945,2,0.25,0.164323583941684,0.16317116304661
"Columnea mastersonii",1,0.0714285714285714,0.333333333333333,-0.666666666666667,0.888888888888889,1,1,1,1,2.25,0,0,0.0939716312056738,0.0518518518518519,1677720700.50048,0,1,0.125,0.0821617919708422,0.207518749639422
"Fuchsia macrostigma",2,0.142857142857143,0.666666666666667,-0.166666666666667,0.333333333333333,0.923076923076923,0.679366220486758,0.923076923076923,1,1.75,0.046875,0.046875,0.113475177304965,0.0746666666666667,2941562359.8741,0.693147180559945,2,0.25,0.164323583941684,0.115771782604519
"Heliconia griggsiana",7,0.5,4.66666666666667,0.523809523809524,0,0.538461538461538,0.277350098112615,0.538461538461538,1,1.5,0.34375,0.359375,0.134751773049645,0.0811594202898551,838860799.928571,1.94591014905531,7,0.541666666666667,0.575132543795895,0.367200433231686
"Heliconia virginalis",2,0.142857142857143,1.5,0.25,0.444444444444444,0.923076923076923,0.679366220486758,0.923076923076923,1,2.375,0,0,0.0833333333333333,0.0504504504504505,2941562359.8741,0.693147180559945,2,0.125,0.164323583941684,0.72105705434887
"Meriania tomentosa",2,0.142857142857143,2,0.5,0.555555555555556,0.923076923076923,0.679366220486758,0.923076923076923,1,NA,0,0,0,NA,2941562359.8741,0.693147180559945,2,0.0833333333333333,0.164323583941684,1
"Psammisia sodiroi",1,0.0714285714285714,0.25,-0.75,1,1,1,1,1,1.875,0,0,0.109929078014184,0.0622222222222222,1677720700.50048,0,1,0.166666666666667,0.0821617919708422,0
"Renealmia sessilifolia",2,0.142857142857143,0.583333333333333,-0.208333333333333,0.666666666666667,0.923076923076923,0.679366220486758,0.923076923076923,1,1.375,0.265625,0.25,0.138297872340426,0.0848484848484849,2941562359.8741,0.693147180559945,2,0.291666666666667,0.164323583941684,0
"Sarcopera anomala",2,0.142857142857143,1.5,0.25,0.777777777777778,0.923076923076923,0.679366220486758,0.923076923076923,1,2.625,0,0,0.0780141843971631,0.0444444444444445,2941562359.8741,0.693147180559945,2,0.125,0.164323583941684,0.72105705434887
