"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Booted Racket-tail",4,0.444444444444444,1.61666666666667,0.154166666666667,0,0.625,0.625,0.395284707521047,0.404166666666667,1,0.436274509803922,0.436274509803922,0.123287671232877,0.111702127659574,6710885302.00018,1.38629436111989,4,0.585529815075633,0.704545454545455,0.12647196618041
"Brown Inca",2,0.222222222222222,0.7,-0.15,0.444444444444444,0.875,0.875,0.661437827766148,0.35,1.44444444444444,0.0147058823529412,0.0147058823529412,0.0958904109589041,0.0673076923076923,2941562359.8741,0.693147180559945,2,0.292764907537816,0.318181818181818,0.323007507471154
"Buff-tailed Coronet",2,0.222222222222222,1.16666666666667,0.0833333333333333,0.555555555555556,0.875,0.875,0.661437827766148,0.583333333333333,1.44444444444444,0,0,0.0958904109589041,0.0673076923076923,2941562359.8741,0.693147180559945,2,0.292764907537816,0.318181818181818,0.473197445438339
"Collared Inca",3,0.333333333333333,1.66666666666667,0.222222222222222,0.111111111111111,0.75,0.75,0.5,0.555555555555556,1.33333333333333,0.0294117647058824,0.0294117647058824,0.102739726027397,0.0729166666666667,419430397.854167,1.09861228866811,3,0.439147361306725,0.409090909090909,0.480958551305197
"Gorgeted Sunangel",3,0.333333333333333,1.36666666666667,0.122222222222222,0.222222222222222,0.75,0.75,0.5,0.455555555555556,1.22222222222222,0.0833333333333333,0.0833333333333333,0.10958904109589,0.0972222222222222,419430397.854167,1.09861228866811,3,0.439147361306725,0.545454545454545,0.289565901227916
"Green Violetear",1,0.111111111111111,0.25,-0.75,0.777777777777778,1,1,1,0.25,1.66666666666667,0,0,0.0821917808219178,0.0603448275862069,1677720700.50048,0,1,0.146382453768908,0.181818181818182,0.226294385530917
"Hoary Puffleg",1,0.111111111111111,0.166666666666667,-0.833333333333333,0.888888888888889,1,1,1,0.166666666666667,1.44444444444444,0,0,0.0958904109589041,0.0673076923076923,1677720700.50048,0,1,0.146382453768908,0.272727272727273,0
"Sparkling Violetear",1,0.111111111111111,0.25,-0.75,1,1,1,1,0.25,1.66666666666667,0,0,0.0821917808219178,0.0603448275862069,1677720700.50048,0,1,0.146382453768908,0.181818181818182,0.226294385530917
"Tawny-bellied Hermit",2,0.222222222222222,1.2,0.1,0.666666666666667,0.875,0.875,0.661437827766148,0.6,1.55555555555556,0,0,0.089041095890411,0.0625,2941562359.8741,0.693147180559945,2,0.292764907537816,0.272727272727273,0.526802554561661
"Violet-tailed Sylph",3,0.333333333333333,0.616666666666667,-0.127777777777778,0.333333333333333,0.75,0.75,0.5,0.205555555555556,1,0.436274509803922,0.436274509803922,0.123287671232877,0.111702127659574,419430397.854167,1.09861228866811,3,0.439147361306725,0.681818181818182,0
