"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","species.specificity.index","resource.range","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.similarity","proportional.generality","d"
"Besleria solanoides",1,0.0769230769230769,0.2,-0.8,0.65,1,1,1,1,1.89473684210526,0,0,0.0393654524089307,0.0264462809917355,1677720700.50048,0,1,0.102040816326531,0.101342512324211,0.32881225852876
"Bomarea pardina",2,0.153846153846154,0.392857142857143,-0.303571428571429,0.4,0.916666666666667,0.67700320038633,0.916666666666667,1,1.63157894736842,0,0,0.045828437132785,0.0342469825792259,2941562359.8741,0.693147180559945,2,0.224489795918367,0.202685024648422,0.232883569459423
"Calathea ischnosiphonoides",1,0.0769230769230769,0.2,-0.8,0.7,1,1,1,1,1.89473684210526,0,0,0.0393654524089307,0.0264462809917355,1677720700.50048,0,1,0.102040816326531,0.101342512324211,0.32881225852876
"Centropogon solanifolius",2,0.153846153846154,0.290909090909091,-0.354545454545454,0.45,0.916666666666667,0.67700320038633,0.916666666666667,1,1.36842105263158,0.0393682225365394,0.0077055698251293,0.054641598119859,0.0332890250245622,2941562359.8741,0.693147180559945,2,0.326530612244898,0.202685024648422,0.0774602460157218
"Columnea ciliata",3,0.230769230769231,0.433766233766234,-0.188744588744589,0.25,0.833333333333333,0.52704627669473,0.833333333333333,1,1.26315789473684,0.0681046676096181,0.071390872946061,0.0581668625146886,0.0428858610676792,419430397.854167,1.09861228866811,3,0.469387755102041,0.304027536972633,0
"Columnea medicinalis",1,0.0769230769230769,0.2,-0.8,0.75,1,1,1,1,2,0,0,0.0381903642773208,0.0232211247732312,1677720700.50048,0,1,0.102040816326531,0.101342512324211,0.32881225852876
"Columnea strigosa",3,0.230769230769231,0.433766233766234,-0.188744588744589,0.3,0.833333333333333,0.52704627669473,0.833333333333333,1,1.26315789473684,0.0681046676096181,0.071390872946061,0.0581668625146886,0.0428858610676792,419430397.854167,1.09861228866811,3,0.469387755102041,0.304027536972633,0
"Drymonia tenuis",4,0.307692307692308,1.54090909090909,0.135227272727273,0.05,0.75,0.433012701892219,0.75,1,1.26315789473684,0.100612918434701,0.0159037331550614,0.0581668625146886,0.0406865861411316,6710885302.00018,1.38629436111989,4,0.428571428571429,0.405370049296844,0.286810144392866
"Fuchsia macrostigma",4,0.307692307692308,1.78333333333333,0.195833333333333,0.1,0.75,0.433012701892219,0.75,1,1.52631578947368,0.0486091466289486,0.0100981668484571,0.0493537015276146,0.0301286745475468,6710885302.00018,1.38629436111989,4,0.26530612244898,0.405370049296844,0.45861204133166
"Gasteranthus quitensis",1,0.0769230769230769,0.25,-0.75,0.8,1,1,1,1,2,0,0,0.0370152761457109,0.0242874009107775,1677720700.50048,0,1,0.0816326530612245,0.101342512324211,0.421870347364224
