"","Hummingbird","Iplant_Double","Time","Bird","Plant","Yobs","DateP","Transect_R","Month","Year","Traitmatch","All_Flowers","Used_Flowers","FlowerA","BAll_Flowers","BUsed_Flowers","Thresh","BFlowerA","jBird","jPlant"
"8666","Green-fronted Lancebill","Psammisia aberrans","165",19,98,0,2013-07-20,"1300_1500",7,"2013",0.129,1873.333,0,0,1,FALSE,92.3125,FALSE,8,38
"8667","Green-fronted Lancebill","Psammisia aberrans","742",19,98,0,2014-09-27,"1900_2100",9,"2014",0.129,7591.25,61.5,15.66667,1,FALSE,92.3125,FALSE,8,38
"8668","Green-fronted Lancebill","Psammisia aberrans","1175",19,98,0,2015-08-12,"1300_1500",8,"2015",0.129,942,489,478.6667,1,TRUE,92.3125,TRUE,8,38
"8669","Green-fronted Lancebill","Psammisia aberrans","740",19,98,0,2013-12-19,"1700_1900",12,"2013",0.129,1216.5,160.3333,124.3333,1,TRUE,92.3125,TRUE,8,38
"8670","Green-fronted Lancebill","Psammisia aberrans","743",19,98,0,2015-09-09,"1900_2100",9,"2015",0.129,4951,201.5,131.5,1,TRUE,92.3125,TRUE,8,38
"8671","Green-fronted Lancebill","Psammisia aberrans","741",19,98,0,2014-12-02,"1700_1900",12,"2014",0.129,5213.5,250.1667,216.9167,1,TRUE,92.3125,TRUE,8,38
"8672","Green-fronted Lancebill","Psammisia aberrans","167",19,98,0,2013-12-15,"1300_1500",12,"2013",0.129,787.6667,36.5,36.5,1,FALSE,92.3125,FALSE,8,38
"8673","Green-fronted Lancebill","Psammisia aberrans","745",19,98,0,2013-11-17,"1300_1500",11,"2013",0.129,834.3333,76,76,1,FALSE,92.3125,FALSE,8,38
"8674","Green-fronted Lancebill","Psammisia aberrans","617",19,98,0,2013-07-10,"1300_1500",7,"2013",0.129,1873.333,0,0,1,FALSE,92.3125,FALSE,8,38
"8675","Green-fronted Lancebill","Psammisia aberrans","744",19,98,0,2014-01-02,NA,1,"2014",0.129,0,0,0,0,FALSE,92.3125,FALSE,8,38
"8676","Green-fronted Lancebill","Psammisia aberrans","616",19,98,0,2013-07-11,"1300_1500",7,"2013",0.129,1873.333,0,0,1,FALSE,92.3125,FALSE,8,38
"8677","Green-fronted Lancebill","Psammisia aberrans","163",19,98,0,2013-07-11,"1300_1500",7,"2013",0.129,1873.333,0,0,1,FALSE,92.3125,FALSE,8,38
"8678","Green-fronted Lancebill","Psammisia aberrans","618",19,98,0,2013-11-17,"1300_1500",11,"2013",0.129,834.3333,76,76,1,FALSE,92.3125,FALSE,8,38
"8679","Green-fronted Lancebill","Psammisia sodiroi","402",19,101,0,2013-09-20,"1500_1700",9,"2013",1.286,9079.272,6,0,1,FALSE,92.3125,FALSE,8,39
"8680","Green-fronted Lancebill","Psammisia sodiroi","746",19,101,0,2013-07-27,"1900_2100",7,"2013",1.286,7588.917,1842.5,0,1,TRUE,92.3125,FALSE,8,39
"8681","Green-fronted Lancebill","Psammisia sodiroi","403",19,101,0,2014-09-11,"1500_1700",9,"2014",1.286,2194.5,21.66667,0,1,FALSE,92.3125,FALSE,8,39
"8682","Green-fronted Lancebill","Psammisia sodiroi","946",19,101,0,2013-08-03,"2100_2300",8,"2013",1.286,13105,2495.333,0,1,TRUE,92.3125,FALSE,8,39
"8683","Green-fronted Lancebill","Psammisia sodiroi","1285",19,101,0,2013-10-22,"2100_2300",10,"2013",1.286,5950.181,40.25,0,1,FALSE,92.3125,FALSE,8,39
"8684","Green-fronted Lancebill","Psammisia sodiroi","1288",19,101,0,2013-07-28,"2300_2500",7,"2013",1.286,11267.33,2432.333,0,1,TRUE,92.3125,FALSE,8,39
"8685","Green-fronted Lancebill","Psammisia sodiroi","1283",19,101,0,2014-10-23,"2300_2500",10,"2014",1.286,3105.25,12.66667,0,1,FALSE,92.3125,FALSE,8,39
"8686","Green-fronted Lancebill","Psammisia sodiroi","942",19,101,0,2015-06-23,"2300_2500",6,"2015",1.286,1714.75,405,0,1,TRUE,92.3125,FALSE,8,39
"8687","Green-fronted Lancebill","Psammisia sodiroi","1286",19,101,0,2014-11-19,"1900_2100",11,"2014",1.286,7667.4,98.4,0,1,TRUE,92.3125,FALSE,8,39
"8688","Green-fronted Lancebill","Psammisia sodiroi","936",19,101,0,2014-11-19,"1900_2100",11,"2014",1.286,7667.4,98.4,0,1,TRUE,92.3125,FALSE,8,39
"8689","Green-fronted Lancebill","Psammisia sodiroi","1204",19,101,0,2014-11-19,"1900_2100",11,"2014",1.286,7667.4,98.4,0,1,TRUE,92.3125,FALSE,8,39
"8690","Green-fronted Lancebill","Psammisia sodiroi","941",19,101,0,2014-09-10,"1900_2100",9,"2014",1.286,6513.667,75,0,1,FALSE,92.3125,FALSE,8,39
"8691","Green-fronted Lancebill","Psammisia sodiroi","938",19,101,0,2013-11-06,"2300_2500",11,"2013",1.286,1510.667,18.75,0,1,FALSE,92.3125,FALSE,8,39
"8692","Green-fronted Lancebill","Psammisia sodiroi","943",19,101,0,2013-07-26,"1900_2100",7,"2013",1.286,7712.778,1953.611,0,1,TRUE,92.3125,FALSE,8,39
"8693","Green-fronted Lancebill","Psammisia sodiroi","1176",19,101,0,2013-09-30,"2300_2500",9,"2013",1.286,3045.171,48.75,0,1,FALSE,92.3125,FALSE,8,39
"8694","Green-fronted Lancebill","Psammisia sodiroi","1179",19,101,0,2013-07-29,"2300_2500",7,"2013",1.286,11267.33,2432.333,0,1,TRUE,92.3125,FALSE,8,39
"8695","Green-fronted Lancebill","Psammisia sodiroi","1206",19,101,0,2013-07-29,"2300_2500",7,"2013",1.286,11267.33,2432.333,0,1,TRUE,92.3125,FALSE,8,39
"8696","Green-fronted Lancebill","Psammisia sodiroi","1284",19,101,0,2015-10-07,"2300_2500",10,"2015",1.286,2822,35,0,1,FALSE,92.3125,FALSE,8,39
"8697","Green-fronted Lancebill","Psammisia sodiroi","1289",19,101,0,2013-07-29,"2300_2500",7,"2013",1.286,11267.33,2432.333,0,1,TRUE,92.3125,FALSE,8,39
"8698","Green-fronted Lancebill","Psammisia sodiroi","1282",19,101,0,2013-10-23,"2300_2500",10,"2013",1.286,2010.847,21,0,1,FALSE,92.3125,FALSE,8,39
"8699","Green-fronted Lancebill","Psammisia sodiroi","1177",19,101,0,2014-09-23,"2300_2500",9,"2014",1.286,2427.333,69.33333,0,1,FALSE,92.3125,FALSE,8,39
"8700","Green-fronted Lancebill","Psammisia sodiroi","939",19,101,0,2013-11-06,"2300_2500",11,"2013",1.286,1510.667,18.75,0,1,FALSE,92.3125,FALSE,8,39
"8701","Green-fronted Lancebill","Psammisia sodiroi","937",19,101,0,2015-05-13,"2100_2300",5,"2015",1.286,1289,264.75,0,1,TRUE,92.3125,FALSE,8,39
"8702","Green-fronted Lancebill","Psammisia sodiroi","945",19,101,0,2013-08-02,"2100_2300",8,"2013",1.286,13105,2495.333,0,1,TRUE,92.3125,FALSE,8,39
"8703","Green-fronted Lancebill","Psammisia sodiroi","1178",19,101,0,2015-09-09,"2300_2500",9,"2015",1.286,1381,94,0,1,TRUE,92.3125,FALSE,8,39
"8704","Green-fronted Lancebill","Psammisia sodiroi","1287",19,101,0,2013-11-06,"2300_2500",11,"2013",1.286,1510.667,18.75,0,1,FALSE,92.3125,FALSE,8,39
"8705","Green-fronted Lancebill","Psammisia sodiroi","940",19,101,0,2015-10-20,"2100_2300",10,"2015",1.286,7592.333,39,0,1,FALSE,92.3125,FALSE,8,39
"8706","Green-fronted Lancebill","Psammisia sodiroi","1205",19,101,0,2013-11-06,"2300_2500",11,"2013",1.286,1510.667,18.75,0,1,FALSE,92.3125,FALSE,8,39
"8707","Green-fronted Lancebill","Psammisia sodiroi","947",19,101,0,2013-08-04,"2100_2300",8,"2013",1.286,13105,2495.333,0,1,TRUE,92.3125,FALSE,8,39
"8708","Green-fronted Lancebill","Psammisia sodiroi","944",19,101,0,2013-07-27,"1900_2100",7,"2013",1.286,7588.917,1842.5,0,1,TRUE,92.3125,FALSE,8,39
"8709","Green-fronted Lancebill","Psammisia ulbrichiana","753",19,102,0,2015-07-14,"1900_2100",7,"2015",0.396,2405.417,458.75,286,1,TRUE,92.3125,TRUE,8,40
"8710","Green-fronted Lancebill","Psammisia ulbrichiana","952",19,102,0,2015-07-14,"1900_2100",7,"2015",0.396,2405.417,458.75,286,1,TRUE,92.3125,TRUE,8,40
"8711","Green-fronted Lancebill","Psammisia ulbrichiana","407",19,102,0,2013-06-08,"1500_1700",6,"2013",0.396,736.6111,379.9444,252.1667,1,TRUE,92.3125,TRUE,8,40
"8712","Green-fronted Lancebill","Psammisia ulbrichiana","1180",19,102,0,2014-06-19,"2100_2300",6,"2014",0.396,1234,607.75,212.75,1,TRUE,92.3125,TRUE,8,40
"8713","Green-fronted Lancebill","Psammisia ulbrichiana","988",19,102,0,2013-07-23,"1900_2100",7,"2013",0.396,8771.986,3322.861,589,1,TRUE,92.3125,TRUE,8,40
"8714","Green-fronted Lancebill","Psammisia ulbrichiana","749",19,102,0,2014-07-22,"1900_2100",7,"2014",0.396,1891.667,682,93.66667,1,TRUE,92.3125,TRUE,8,40
"8715","Green-fronted Lancebill","Psammisia ulbrichiana","750",19,102,0,2015-05-27,"1900_2100",5,"2015",0.396,1790.4,470.8,247.0833,1,TRUE,92.3125,TRUE,8,40
"8716","Green-fronted Lancebill","Psammisia ulbrichiana","954",19,102,0,2013-07-23,"1900_2100",7,"2013",0.396,8771.986,3322.861,589,1,TRUE,92.3125,TRUE,8,40
"8717","Green-fronted Lancebill","Psammisia ulbrichiana","1295",19,102,0,2013-07-29,"1700_1900",7,"2013",0.396,3133.583,206.5,10,1,TRUE,92.3125,FALSE,8,40
"8718","Green-fronted Lancebill","Psammisia ulbrichiana","760",19,102,0,2013-07-25,"1700_1900",7,"2013",0.396,3257.444,317.6111,294.3333,1,TRUE,92.3125,TRUE,8,40
"8719","Green-fronted Lancebill","Psammisia ulbrichiana","1293",19,102,0,2013-06-25,"2300_2500",6,"2013",0.396,15326.83,6397.458,1865.292,1,TRUE,92.3125,TRUE,8,40
"8720","Green-fronted Lancebill","Psammisia ulbrichiana","761",19,102,0,2013-07-26,"1700_1900",7,"2013",0.396,3257.444,317.6111,294.3333,1,TRUE,92.3125,TRUE,8,40
"8721","Green-fronted Lancebill","Psammisia ulbrichiana","949",19,102,0,2015-06-24,"1900_2100",6,"2015",0.396,2438,657.25,262.25,1,TRUE,92.3125,TRUE,8,40
"8722","Green-fronted Lancebill","Psammisia ulbrichiana","619",19,102,0,2013-06-05,"1500_1700",6,"2013",0.396,736.6111,379.9444,252.1667,1,TRUE,92.3125,TRUE,8,40
"8723","Green-fronted Lancebill","Psammisia ulbrichiana","1101",19,102,0,2015-06-24,"1900_2100",6,"2015",0.396,2438,657.25,262.25,1,TRUE,92.3125,TRUE,8,40
"8724","Green-fronted Lancebill","Psammisia ulbrichiana","950",19,102,0,2015-07-14,"1900_2100",7,"2015",0.396,2405.417,458.75,286,1,TRUE,92.3125,TRUE,8,40
"8725","Green-fronted Lancebill","Psammisia ulbrichiana","1006",19,102,1,2013-07-29,"1700_1900",7,"2013",0.396,3133.583,206.5,10,1,TRUE,92.3125,FALSE,8,40
"8726","Green-fronted Lancebill","Psammisia ulbrichiana","404",19,102,0,2014-06-04,"1900_2100",6,"2014",0.396,1389.8,632.2,199.5,1,TRUE,92.3125,TRUE,8,40
"8727","Green-fronted Lancebill","Psammisia ulbrichiana","948",19,102,0,2014-06-18,"1900_2100",6,"2014",0.396,1459,664.75,225.5,1,TRUE,92.3125,TRUE,8,40
"8728","Green-fronted Lancebill","Psammisia ulbrichiana","1292",19,102,0,2015-06-23,"2300_2500",6,"2015",0.396,1714.75,405,170.5,1,TRUE,92.3125,TRUE,8,40
"8729","Green-fronted Lancebill","Psammisia ulbrichiana","1294",19,102,0,2013-07-28,"1700_1900",7,"2013",0.396,3133.583,206.5,10,1,TRUE,92.3125,FALSE,8,40
"8730","Green-fronted Lancebill","Psammisia ulbrichiana","1296",19,102,0,2013-07-30,"1700_1900",7,"2013",0.396,3316.833,80,10,1,FALSE,92.3125,FALSE,8,40
"8731","Green-fronted Lancebill","Psammisia ulbrichiana","1291",19,102,0,2015-06-24,"2300_2500",6,"2015",0.396,1714.75,405,170.5,1,TRUE,92.3125,TRUE,8,40
"8732","Green-fronted Lancebill","Psammisia ulbrichiana","1100",19,102,0,2014-06-18,"1900_2100",6,"2014",0.396,1459,664.75,225.5,1,TRUE,92.3125,TRUE,8,40
"8733","Green-fronted Lancebill","Psammisia ulbrichiana","752",19,102,0,2015-03-25,"1900_2100",3,"2015",0.396,906.75,136.25,23.5,1,TRUE,92.3125,FALSE,8,40
"8734","Green-fronted Lancebill","Psammisia ulbrichiana","754",19,102,0,2013-06-06,"1500_1700",6,"2013",0.396,736.6111,379.9444,252.1667,1,TRUE,92.3125,TRUE,8,40
"8735","Green-fronted Lancebill","Psammisia ulbrichiana","1183",19,102,0,2013-07-28,"1700_1900",7,"2013",0.396,3133.583,206.5,10,1,TRUE,92.3125,FALSE,8,40
"8736","Green-fronted Lancebill","Psammisia ulbrichiana","757",19,102,0,2013-06-15,"1900_2100",6,"2013",0.396,12214.57,5499.778,1378.5,1,TRUE,92.3125,TRUE,8,40
"8737","Green-fronted Lancebill","Psammisia ulbrichiana","1185",19,102,0,2013-07-30,"1700_1900",7,"2013",0.396,3316.833,80,10,1,FALSE,92.3125,FALSE,8,40
"8738","Green-fronted Lancebill","Psammisia ulbrichiana","747",19,102,0,2014-05-11,"1500_1700",5,"2014",0.396,1046.25,229,77.16667,1,TRUE,92.3125,FALSE,8,40
"8739","Green-fronted Lancebill","Psammisia ulbrichiana","406",19,102,0,2013-06-04,"1500_1700",6,"2013",0.396,736.6111,379.9444,252.1667,1,TRUE,92.3125,TRUE,8,40
"8740","Green-fronted Lancebill","Psammisia ulbrichiana","168",19,102,0,2013-06-04,"1500_1700",6,"2013",0.396,736.6111,379.9444,252.1667,1,TRUE,92.3125,TRUE,8,40
"8741","Green-fronted Lancebill","Psammisia ulbrichiana","755",19,102,0,2013-06-07,"1500_1700",6,"2013",0.396,736.6111,379.9444,252.1667,1,TRUE,92.3125,TRUE,8,40
"8742","Green-fronted Lancebill","Psammisia ulbrichiana","759",19,102,0,2013-07-24,"1700_1900",7,"2013",0.396,3257.444,317.6111,294.3333,1,TRUE,92.3125,TRUE,8,40
"8743","Green-fronted Lancebill","Psammisia ulbrichiana","955",19,102,0,2014-11-30,"1500_1700",11,"2014",0.396,3655.833,335.4167,0,1,TRUE,92.3125,FALSE,8,40
"8744","Green-fronted Lancebill","Psammisia ulbrichiana","1207",19,102,0,2015-07-14,"1900_2100",7,"2015",0.396,2405.417,458.75,286,1,TRUE,92.3125,TRUE,8,40
"8745","Green-fronted Lancebill","Psammisia ulbrichiana","1181",19,102,0,2015-06-23,"2100_2300",6,"2015",0.396,2523.25,575,295,1,TRUE,92.3125,TRUE,8,40
"8746","Green-fronted Lancebill","Psammisia ulbrichiana","751",19,102,0,2015-06-23,"2100_2300",6,"2015",0.396,2523.25,575,295,1,TRUE,92.3125,TRUE,8,40
"8747","Green-fronted Lancebill","Psammisia ulbrichiana","951",19,102,0,2015-03-25,"1900_2100",3,"2015",0.396,906.75,136.25,23.5,1,TRUE,92.3125,FALSE,8,40
"8748","Green-fronted Lancebill","Psammisia ulbrichiana","756",19,102,0,2013-06-08,"1500_1700",6,"2013",0.396,736.6111,379.9444,252.1667,1,TRUE,92.3125,TRUE,8,40
"8749","Green-fronted Lancebill","Psammisia ulbrichiana","748",19,102,0,2015-05-26,"1500_1700",5,"2015",0.396,1993.8,212.7,163.8333,1,TRUE,92.3125,TRUE,8,40
"8750","Green-fronted Lancebill","Psammisia ulbrichiana","762",19,102,0,2014-07-08,"1300_1500",7,"2014",0.396,2429.333,160,23.66667,1,TRUE,92.3125,FALSE,8,40
"8751","Green-fronted Lancebill","Psammisia ulbrichiana","405",19,102,0,2015-03-25,"1900_2100",3,"2015",0.396,906.75,136.25,23.5,1,TRUE,92.3125,FALSE,8,40
"8752","Green-fronted Lancebill","Psammisia ulbrichiana","1290",19,102,0,2014-06-19,"2300_2500",6,"2014",0.396,767.25,442.25,122.5,1,TRUE,92.3125,TRUE,8,40
"8753","Green-fronted Lancebill","Psammisia ulbrichiana","1182",19,102,0,2015-06-09,"2100_2300",6,"2015",0.396,2032.25,458.5,216.0833,1,TRUE,92.3125,TRUE,8,40
"8754","Green-fronted Lancebill","Psammisia ulbrichiana","953",19,102,0,2013-06-16,"1900_2100",6,"2013",0.396,12214.57,5499.778,1378.5,1,TRUE,92.3125,TRUE,8,40
"8755","Green-fronted Lancebill","Psammisia ulbrichiana","758",19,102,0,2013-06-16,"1900_2100",6,"2013",0.396,12214.57,5499.778,1378.5,1,TRUE,92.3125,TRUE,8,40
"8756","Green-fronted Lancebill","Psammisia ulbrichiana","1184",19,102,0,2013-07-29,"1700_1900",7,"2013",0.396,3133.583,206.5,10,1,TRUE,92.3125,FALSE,8,40
"8757","Green-fronted Lancebill","Renealmia sessilifolia","766",19,104,0,2014-09-22,"1700_1900",9,"2014",0.718,4663.667,30.66667,0,1,FALSE,92.3125,FALSE,8,41
"8758","Green-fronted Lancebill","Renealmia sessilifolia","765",19,104,0,2014-12-02,"1700_1900",12,"2014",0.718,5213.5,250.1667,0,1,TRUE,92.3125,FALSE,8,41
"8759","Green-fronted Lancebill","Renealmia sessilifolia","764",19,104,0,2015-03-26,"1700_1900",3,"2015",0.718,768.25,61,0,1,FALSE,92.3125,FALSE,8,41
"8760","Green-fronted Lancebill","Renealmia sessilifolia","956",19,104,0,2015-10-07,"2100_2300",10,"2015",0.718,7592.333,39,0,1,FALSE,92.3125,FALSE,8,41
"8761","Green-fronted Lancebill","Renealmia sessilifolia","1297",19,104,0,2015-04-08,"2100_2300",4,"2015",0.718,530,92.25,0,1,FALSE,92.3125,FALSE,8,41
"8762","Green-fronted Lancebill","Renealmia sessilifolia","1210",19,104,0,2014-02-27,"2100_2300",2,"2014",0.718,523.8333,70.83333,0,1,FALSE,92.3125,FALSE,8,41
"8763","Green-fronted Lancebill","Renealmia sessilifolia","410",19,104,0,2014-12-09,"1500_1700",12,"2014",0.718,3162.667,388.3333,0,1,TRUE,92.3125,FALSE,8,41
"8764","Green-fronted Lancebill","Renealmia sessilifolia","1298",19,104,0,2014-02-27,"2100_2300",2,"2014",0.718,523.8333,70.83333,0,1,FALSE,92.3125,FALSE,8,41
"8765","Green-fronted Lancebill","Renealmia sessilifolia","962",19,104,0,2014-12-09,"1500_1700",12,"2014",0.718,3162.667,388.3333,0,1,TRUE,92.3125,FALSE,8,41
"8766","Green-fronted Lancebill","Renealmia sessilifolia","959",19,104,0,2014-09-22,"1700_1900",9,"2014",0.718,4663.667,30.66667,0,1,FALSE,92.3125,FALSE,8,41
"8767","Green-fronted Lancebill","Renealmia sessilifolia","763",19,104,0,2014-03-25,"1700_1900",3,"2014",0.718,555.55,109.45,0,1,TRUE,92.3125,FALSE,8,41
"8768","Green-fronted Lancebill","Renealmia sessilifolia","957",19,104,0,2014-03-11,"1700_1900",3,"2014",0.718,657.2,80.66667,0,1,FALSE,92.3125,FALSE,8,41
"8769","Green-fronted Lancebill","Renealmia sessilifolia","1209",19,104,0,2014-02-12,"2300_2500",2,"2014",0.718,305.5,54.75,0,1,FALSE,92.3125,FALSE,8,41
"8770","Green-fronted Lancebill","Renealmia sessilifolia","93",19,104,0,2014-01-26,"1300_1500",1,"2014",0.718,575,4,0,1,FALSE,92.3125,FALSE,8,41
"8771","Green-fronted Lancebill","Renealmia sessilifolia","408",19,104,0,2013-07-05,"1500_1700",7,"2013",0.718,2584.917,289.2083,0,1,TRUE,92.3125,FALSE,8,41
"8772","Green-fronted Lancebill","Renealmia sessilifolia","409",19,104,0,2014-01-26,"1300_1500",1,"2014",0.718,575,4,0,1,FALSE,92.3125,FALSE,8,41
"8773","Green-fronted Lancebill","Renealmia sessilifolia","169",19,104,0,2013-07-06,"1500_1700",7,"2013",0.718,2584.917,289.2083,0,1,TRUE,92.3125,FALSE,8,41
"8774","Green-fronted Lancebill","Renealmia sessilifolia","961",19,104,0,2013-07-28,"1700_1900",7,"2013",0.718,3133.583,206.5,0,1,TRUE,92.3125,FALSE,8,41
"8775","Green-fronted Lancebill","Renealmia sessilifolia","958",19,104,0,2014-06-04,"1700_1900",6,"2014",0.718,1281.3,376.35,0,1,TRUE,92.3125,FALSE,8,41
"8776","Green-fronted Lancebill","Renealmia sessilifolia","620",19,104,0,2013-07-06,"1500_1700",7,"2013",0.718,2584.917,289.2083,0,1,TRUE,92.3125,FALSE,8,41
"8777","Green-fronted Lancebill","Renealmia sessilifolia","44",19,104,0,2014-01-26,"1300_1500",1,"2014",0.718,575,4,0,1,FALSE,92.3125,FALSE,8,41
"8778","Green-fronted Lancebill","Renealmia sessilifolia","960",19,104,0,2013-07-27,"1700_1900",7,"2013",0.718,3133.583,206.5,0,1,TRUE,92.3125,FALSE,8,41
"8779","Green-fronted Lancebill","Renealmia sessilifolia","1208",19,104,0,2014-01-08,"2300_2500",1,"2014",0.718,470.6667,57.66667,0,1,FALSE,92.3125,FALSE,8,41
"8780","Green-fronted Lancebill","Tillandsia complanata","419",19,110,0,2015-08-25,"1900_2100",8,"2015",0.642,3106.75,233.9167,0,1,TRUE,92.3125,FALSE,8,44
"8781","Green-fronted Lancebill","Tillandsia complanata","416",19,110,0,2015-07-29,"1900_2100",7,"2015",0.642,1916.25,316,0,1,TRUE,92.3125,FALSE,8,44
"8782","Green-fronted Lancebill","Tillandsia complanata","415",19,110,0,2014-09-13,"1900_2100",9,"2014",0.642,6513.667,75,0,1,FALSE,92.3125,FALSE,8,44
"8783","Green-fronted Lancebill","Tillandsia complanata","770",19,110,0,2015-09-22,"1900_2100",9,"2015",0.642,7811.25,170.5,0,1,TRUE,92.3125,FALSE,8,44
"8784","Green-fronted Lancebill","Tillandsia complanata","1300",19,110,0,2014-10-23,"2300_2500",10,"2014",0.642,3105.25,12.66667,0,1,FALSE,92.3125,FALSE,8,44
"8785","Green-fronted Lancebill","Tillandsia complanata","964",19,110,0,2015-08-12,"1900_2100",8,"2015",0.642,1892.833,295.6667,0,1,TRUE,92.3125,FALSE,8,44
"8786","Green-fronted Lancebill","Tillandsia complanata","967",19,110,0,2014-09-23,"2100_2300",9,"2014",0.642,5123.833,79.33333,0,1,FALSE,92.3125,FALSE,8,44
"8787","Green-fronted Lancebill","Tillandsia complanata","417",19,110,0,2015-08-26,"1900_2100",8,"2015",0.642,3106.75,233.9167,0,1,TRUE,92.3125,FALSE,8,44
"8788","Green-fronted Lancebill","Tillandsia complanata","963",19,110,0,2014-08-01,"1900_2100",8,"2014",0.642,1880.667,633,0,1,TRUE,92.3125,FALSE,8,44
"8789","Green-fronted Lancebill","Tillandsia complanata","968",19,110,0,2015-09-08,"2100_2300",9,"2015",0.642,3490.667,111.5,0,1,TRUE,92.3125,FALSE,8,44
"8790","Green-fronted Lancebill","Tillandsia complanata","1299",19,110,0,2013-10-23,"2300_2500",10,"2013",0.642,2010.847,21,0,1,FALSE,92.3125,FALSE,8,44
"8791","Green-fronted Lancebill","Tillandsia complanata","966",19,110,0,2013-09-25,"2100_2300",9,"2013",0.642,7811.282,71.41667,0,1,FALSE,92.3125,FALSE,8,44
"8792","Green-fronted Lancebill","Tillandsia complanata","965",19,110,0,2013-09-05,"2100_2300",9,"2013",0.642,8230.924,83,0,1,FALSE,92.3125,FALSE,8,44
"8793","Green-fronted Lancebill","Tillandsia complanata","413",19,110,0,2013-09-25,"1900_2100",9,"2013",0.642,13268.53,72.41667,0,1,FALSE,92.3125,FALSE,8,44
"8794","Green-fronted Lancebill","Tillandsia complanata","769",19,110,0,2013-09-05,"1900_2100",9,"2013",0.642,14378,83,0,1,FALSE,92.3125,FALSE,8,44
"8795","Green-fronted Lancebill","Tillandsia complanata","414",19,110,0,2014-07-23,"1900_2100",7,"2014",0.642,1891.667,682,0,1,TRUE,92.3125,FALSE,8,44
"8796","Green-fronted Lancebill","Tillandsia complanata","418",19,110,0,2015-07-14,"1900_2100",7,"2015",0.642,2405.417,458.75,0,1,TRUE,92.3125,FALSE,8,44
"8797","Green-fronted Lancebill","Tillandsia complanata","970",19,110,0,2015-07-14,"1900_2100",7,"2015",0.642,2405.417,458.75,0,1,TRUE,92.3125,FALSE,8,44
"8798","Green-fronted Lancebill","Tillandsia complanata","969",19,110,0,2015-09-22,"2100_2300",9,"2015",0.642,6239,80.25,0,1,FALSE,92.3125,FALSE,8,44
"8799","Green-fronted Lancebill","Tillandsia complanata","1301",19,110,0,2015-10-07,"2300_2500",10,"2015",0.642,2822,35,0,1,FALSE,92.3125,FALSE,8,44
"8800","Purple-bibbed Whitetip","Alloplectus tetragonoides","628",9,6,0,2015-04-28,"1900_2100",4,"2015",1.857,999.6667,339.1667,0,1,FALSE,1334.667,FALSE,9,1
"8801","Purple-bibbed Whitetip","Alloplectus tetragonoides","627",9,6,0,2014-04-22,"1900_2100",4,"2014",1.857,718,117,0,1,FALSE,1334.667,FALSE,9,1
"8802","Purple-bibbed Whitetip","Alloplectus tetragonoides","778",9,6,0,2014-04-22,"1900_2100",4,"2014",1.857,718,117,0,1,FALSE,1334.667,FALSE,9,1
"8803","Purple-bibbed Whitetip","Alloplectus tetragonoides","779",9,6,0,2015-04-29,"1900_2100",4,"2015",1.857,1019.25,330.75,0,1,FALSE,1334.667,FALSE,9,1
"8804","Purple-bibbed Whitetip","Besleria solanoides","216",9,14,0,2015-10-20,"1700_1900",10,"2015",0.307,8722,8221.333,2911.333,1,TRUE,1334.667,TRUE,9,2
"8805","Purple-bibbed Whitetip","Besleria solanoides","630",9,14,0,2014-09-24,"1500_1700",9,"2014",0.307,2904.667,2606.167,968.25,1,TRUE,1334.667,FALSE,9,2
"8806","Purple-bibbed Whitetip","Besleria solanoides","193",9,14,0,2013-10-09,"1700_1900",10,"2013",0.307,14020.14,13271.34,9619.344,1,TRUE,1334.667,TRUE,9,2
"8807","Purple-bibbed Whitetip","Besleria solanoides","818",9,14,0,2013-08-04,"1900_2100",8,"2013",0.307,7772.167,1119.833,0,1,TRUE,1334.667,FALSE,9,2
"8808","Purple-bibbed Whitetip","Besleria solanoides","249",9,14,0,2015-10-06,"2100_2300",10,"2015",0.307,7592.333,7161.667,4457.667,1,TRUE,1334.667,TRUE,9,2
"8809","Purple-bibbed Whitetip","Besleria solanoides","212",9,14,0,2015-09-23,"1700_1900",9,"2015",0.307,7149.25,6599.5,2423.75,1,TRUE,1334.667,TRUE,9,2
"8810","Purple-bibbed Whitetip","Besleria solanoides","1215",9,14,0,2013-10-04,"2100_2300",10,"2013",0.307,7890.061,7335.178,5657.911,1,TRUE,1334.667,TRUE,9,2
"8811","Purple-bibbed Whitetip","Besleria solanoides","261",9,14,0,2013-08-01,"2100_2300",8,"2013",0.307,13105,1113.833,0,1,TRUE,1334.667,FALSE,9,2
"8812","Purple-bibbed Whitetip","Besleria solanoides","227",9,14,0,2014-09-13,"1900_2100",9,"2014",0.307,6513.667,6096.667,3280,1,TRUE,1334.667,TRUE,9,2
"8813","Purple-bibbed Whitetip","Besleria solanoides","1194",9,14,0,2014-09-10,"2100_2300",9,"2014",0.307,5001.333,4356.667,2969.333,1,TRUE,1334.667,TRUE,9,2
"8814","Purple-bibbed Whitetip","Besleria solanoides","194",9,14,0,2013-10-11,"1700_1900",10,"2013",0.307,14626.06,13856.22,9982.422,1,TRUE,1334.667,TRUE,9,2
"8815","Purple-bibbed Whitetip","Besleria solanoides","793",9,14,0,2015-05-14,"1900_2100",5,"2015",0.307,1334.25,492.75,331.0833,1,FALSE,1334.667,FALSE,9,2
