"","Hummingbird","Iplant_Double","Time","Bird","Plant","Yobs","DateP","Transect_R","Month","Year","Traitmatch","All_Flowers","Used_Flowers","FlowerA","BAll_Flowers","BUsed_Flowers","Thresh","BFlowerA","jBird","jPlant"
"1","Booted Racket-tail","Alloplectus tetragonoides","628",8,6,0,2015-04-28,"1900_2100",4,"2015",2.495,999.666666666667,470.75,0,1,FALSE,3169,FALSE,1,1
"2","Booted Racket-tail","Alloplectus tetragonoides","627",8,6,0,2014-04-22,"1900_2100",4,"2014",2.495,718,164.75,0,1,FALSE,3169,FALSE,1,1
"3","Booted Racket-tail","Alloplectus tetragonoides","779",8,6,0,2015-04-29,"1900_2100",4,"2015",2.495,1019.25,467,0,1,FALSE,3169,FALSE,1,1
"4","Booted Racket-tail","Alloplectus tetragonoides","778",8,6,0,2014-04-22,"1900_2100",4,"2014",2.495,718,164.75,0,1,FALSE,3169,FALSE,1,1
"5","Booted Racket-tail","Besleria solanoides","216",8,14,5,2015-10-20,"1700_1900",10,"2015",0.331,8722,8358.33333333333,2911.33333333333,1,TRUE,3169,FALSE,1,2
"6","Booted Racket-tail","Besleria solanoides","1215",8,14,0,2013-10-04,"2100_2300",10,"2013",0.331,7890.06111111111,7472.59444444444,5657.91111111111,1,TRUE,3169,TRUE,1,2
"7","Booted Racket-tail","Besleria solanoides","183",8,14,1,2014-10-14,"1500_1700",10,"2014",0.331,4092.25,3745,1935,1,TRUE,3169,FALSE,1,2
"8","Booted Racket-tail","Besleria solanoides","212",8,14,2,2015-09-23,"1700_1900",9,"2015",0.331,7149.25,6698.5,2423.75,1,TRUE,3169,FALSE,1,2
"9","Booted Racket-tail","Besleria solanoides","630",8,14,0,2014-09-24,"1500_1700",9,"2014",0.331,2904.66666666667,2641.25,968.25,1,TRUE,3169,FALSE,1,2
"10","Booted Racket-tail","Besleria solanoides","197",8,14,1,2013-11-07,"1700_1900",11,"2013",0.331,6959.15972222222,6571.65972222222,3890.10185185185,1,TRUE,3169,TRUE,1,2
"11","Booted Racket-tail","Besleria solanoides","249",8,14,1,2015-10-06,"2100_2300",10,"2015",0.331,7592.33333333333,7297.66666666667,4457.66666666667,1,TRUE,3169,TRUE,1,2
"12","Booted Racket-tail","Besleria solanoides","1191",8,14,0,2014-10-08,"2100_2300",10,"2014",0.331,5390.5,5008.2,3449.65,1,TRUE,3169,TRUE,1,2
"13","Booted Racket-tail","Besleria solanoides","193",8,14,1,2013-10-09,"1700_1900",10,"2013",0.331,14020.1444444444,13751.9777777778,9619.34444444444,1,TRUE,3169,TRUE,1,2
"14","Booted Racket-tail","Besleria solanoides","814",8,14,0,2015-10-20,"1900_2100",10,"2015",0.331,9649,9364.33333333333,5335.66666666667,1,TRUE,3169,TRUE,1,2
"15","Booted Racket-tail","Besleria solanoides","633",8,14,0,2015-10-20,"1700_1900",10,"2015",0.331,8722,8358.33333333333,2911.33333333333,1,TRUE,3169,FALSE,1,2
"16","Booted Racket-tail","Besleria solanoides","452",8,14,0,2015-09-22,"1900_2100",9,"2015",0.331,7811.25,7404.5,4259.75,1,TRUE,3169,TRUE,1,2
"17","Booted Racket-tail","Besleria solanoides","1009",8,14,0,2015-09-08,"2100_2300",9,"2015",0.331,3490.66666666667,3088.41666666667,1409.25,1,TRUE,3169,FALSE,1,2
"18","Booted Racket-tail","Besleria solanoides","807",8,14,0,2015-10-23,"2100_2300",10,"2015",0.331,8237,7966.83333333333,5151,1,TRUE,3169,TRUE,1,2
"19","Booted Racket-tail","Besleria solanoides","186",8,14,3,2015-09-23,"1500_1700",9,"2015",0.331,3367,2880.5,878,1,TRUE,3169,FALSE,1,2
"20","Booted Racket-tail","Besleria solanoides","818",8,14,0,2013-08-04,"1900_2100",8,"2013",0.331,7772.16666666667,4273.16666666667,0,1,TRUE,3169,FALSE,1,2
"21","Booted Racket-tail","Besleria solanoides","230",8,14,1,2015-04-28,"1900_2100",4,"2015",0.331,999.666666666667,470.75,276.083333333333,1,FALSE,3169,FALSE,1,2
"22","Booted Racket-tail","Besleria solanoides","238",8,14,1,2013-09-04,"2100_2300",9,"2013",0.331,8260.76851851852,7794.18518518519,7168.12962962963,1,TRUE,3169,TRUE,1,2
"23","Booted Racket-tail","Besleria solanoides","179",8,14,1,2013-10-17,"1500_1700",10,"2013",0.331,8851.64861111111,8527.00694444445,6188.12777777778,1,TRUE,3169,TRUE,1,2
"24","Booted Racket-tail","Besleria solanoides","252",8,14,2,2014-11-06,"1700_1900",11,"2014",0.331,6715.75,6133.5,4462.5,1,TRUE,3169,TRUE,1,2
"25","Booted Racket-tail","Besleria solanoides","789",8,14,0,2013-09-13,"1900_2100",9,"2013",0.331,13999.7333333333,13660.7,11170.0333333333,1,TRUE,3169,TRUE,1,2
"26","Booted Racket-tail","Besleria solanoides","263",8,14,2,2013-08-03,"2100_2300",8,"2013",0.331,13105,8970,0,1,TRUE,3169,FALSE,1,2
"27","Booted Racket-tail","Besleria solanoides","219",8,14,1,2013-09-12,"1900_2100",9,"2013",0.331,14247.0805555556,13870.4472222222,11759.1722222222,1,TRUE,3169,TRUE,1,2
"28","Booted Racket-tail","Besleria solanoides","204",8,14,8,2014-10-22,"1700_1900",10,"2014",0.331,7286.3,6933.55,4110.4,1,TRUE,3169,TRUE,1,2
"29","Booted Racket-tail","Besleria solanoides","796",8,14,0,2015-10-20,"1900_2100",10,"2015",0.331,9649,9364.33333333333,5335.66666666667,1,TRUE,3169,TRUE,1,2
"30","Booted Racket-tail","Besleria solanoides","815",8,14,0,2014-11-06,"1700_1900",11,"2014",0.331,6715.75,6133.5,4462.5,1,TRUE,3169,TRUE,1,2
"31","Booted Racket-tail","Besleria solanoides","245",8,14,2,2014-09-11,"2100_2300",9,"2014",0.331,5001.33333333333,4535.33333333333,2969.33333333333,1,TRUE,3169,FALSE,1,2
"32","Booted Racket-tail","Besleria solanoides","811",8,14,0,2013-10-22,"1700_1900",10,"2013",0.331,11324.5847222222,11048.2347222222,7106.38888888889,1,TRUE,3169,TRUE,1,2
"33","Booted Racket-tail","Besleria solanoides","636",8,14,0,2015-10-23,"1900_2100",10,"2015",0.331,10747.5,10518,6466,1,TRUE,3169,TRUE,1,2
"34","Booted Racket-tail","Besleria solanoides","267",8,14,1,2013-08-05,"1900_2100",8,"2013",0.331,7772.16666666667,4273.16666666667,0,1,TRUE,3169,FALSE,1,2
"35","Booted Racket-tail","Besleria solanoides","1194",8,14,0,2014-09-10,"2100_2300",9,"2014",0.331,5001.33333333333,4535.33333333333,2969.33333333333,1,TRUE,3169,FALSE,1,2
"36","Booted Racket-tail","Besleria solanoides","244",8,14,2,2014-09-10,"2100_2300",9,"2014",0.331,5001.33333333333,4535.33333333333,2969.33333333333,1,TRUE,3169,FALSE,1,2
"37","Booted Racket-tail","Besleria solanoides","206",8,14,2,2014-11-19,"1700_1900",11,"2014",0.331,5708.13333333333,5019.6,3664.46666666667,1,TRUE,3169,TRUE,1,2
"38","Booted Racket-tail","Besleria solanoides","803",8,14,0,2014-11-20,"2100_2300",11,"2014",0.331,4627.6,4309.4,3291,1,TRUE,3169,TRUE,1,2
"39","Booted Racket-tail","Besleria solanoides","237",8,14,1,2015-10-23,"1900_2100",10,"2015",0.331,10747.5,10518,6466,1,TRUE,3169,TRUE,1,2
"40","Booted Racket-tail","Besleria solanoides","250",8,14,1,2015-10-20,"2100_2300",10,"2015",0.331,7592.33333333333,7297.66666666667,4457.66666666667,1,TRUE,3169,TRUE,1,2
"41","Booted Racket-tail","Besleria solanoides","801",8,14,0,2014-10-08,"2100_2300",10,"2014",0.331,5390.5,5008.2,3449.65,1,TRUE,3169,TRUE,1,2
"42","Booted Racket-tail","Besleria solanoides","184",8,14,1,2015-02-26,"1500_1700",2,"2015",0.331,998.916666666667,450.25,8,1,FALSE,3169,FALSE,1,2
"43","Booted Racket-tail","Besleria solanoides","790",8,14,0,2013-10-04,"1900_2100",10,"2013",0.331,13311.5148148148,13000.5203703704,10270.9759259259,1,TRUE,3169,TRUE,1,2
"44","Booted Racket-tail","Besleria solanoides","176",8,14,3,2013-09-10,"1500_1700",9,"2013",0.331,9261.44444444445,8906.94444444445,6943.23611111111,1,TRUE,3169,TRUE,1,2
"45","Booted Racket-tail","Besleria solanoides","194",8,14,5,2013-10-11,"1700_1900",10,"2013",0.331,14626.0638888889,14341.7055555556,9982.42222222222,1,TRUE,3169,TRUE,1,2
"46","Booted Racket-tail","Besleria solanoides","253",8,14,1,2015-06-09,"2100_2300",6,"2015",0.331,2032.25,1598.25,468.25,1,TRUE,3169,FALSE,1,2
"47","Booted Racket-tail","Besleria solanoides","421",8,14,0,2014-11-09,"1500_1700",11,"2014",0.331,4324.75,3705,2880.25,1,TRUE,3169,FALSE,1,2
"48","Booted Racket-tail","Besleria solanoides","631",8,14,0,2015-09-09,"1500_1700",9,"2015",0.331,2334.16666666667,1694.41666666667,142.5,1,TRUE,3169,FALSE,1,2
"49","Booted Racket-tail","Besleria solanoides","1007",8,14,0,2013-09-25,"2100_2300",9,"2013",0.331,7811.28240740741,7417.99074074074,5586.2962962963,1,TRUE,3169,TRUE,1,2
"50","Booted Racket-tail","Besleria solanoides","247",8,14,1,2014-10-23,"2100_2300",10,"2014",0.331,6209.65,5922.05,4341.3,1,TRUE,3169,TRUE,1,2
"51","Booted Racket-tail","Besleria solanoides","264",8,14,1,2013-08-04,"2100_2300",8,"2013",0.331,13105,8970,0,1,TRUE,3169,FALSE,1,2
"52","Booted Racket-tail","Besleria solanoides","261",8,14,3,2013-08-01,"2100_2300",8,"2013",0.331,13105,8970,0,1,TRUE,3169,FALSE,1,2
"53","Booted Racket-tail","Besleria solanoides","259",8,14,1,2014-09-10,"1900_2100",9,"2014",0.331,6513.66666666667,6138.33333333333,3280,1,TRUE,3169,TRUE,1,2
"54","Booted Racket-tail","Besleria solanoides","187",8,14,3,2015-10-21,"1500_1700",10,"2015",0.331,4023.66666666667,3661,878,1,TRUE,3169,FALSE,1,2
"55","Booted Racket-tail","Besleria solanoides","260",8,14,1,2013-07-31,"2100_2300",7,"2013",0.331,13105,8970,0,1,TRUE,3169,FALSE,1,2
"56","Booted Racket-tail","Besleria solanoides","227",8,14,3,2014-09-13,"1900_2100",9,"2014",0.331,6513.66666666667,6138.33333333333,3280,1,TRUE,3169,TRUE,1,2
"57","Booted Racket-tail","Besleria solanoides","1216",8,14,0,2015-10-20,"2100_2300",10,"2015",0.331,7592.33333333333,7297.66666666667,4457.66666666667,1,TRUE,3169,TRUE,1,2
"58","Booted Racket-tail","Besleria solanoides","211",8,14,3,2015-09-22,"1700_1900",9,"2015",0.331,7149.25,6698.5,2423.75,1,TRUE,3169,FALSE,1,2
"59","Booted Racket-tail","Besleria solanoides","810",8,14,0,2014-12-02,"1900_2100",12,"2014",0.331,6878.25,6216.25,5188.25,1,TRUE,3169,TRUE,1,2
"60","Booted Racket-tail","Besleria solanoides","217",8,14,5,2015-10-23,"1700_1900",10,"2015",0.331,9368.5,9037.5,3580,1,TRUE,3169,TRUE,1,2
"61","Booted Racket-tail","Besleria solanoides","178",8,14,3,2013-10-09,"1500_1700",10,"2013",0.331,8964.96111111111,8702.79444444444,6528.21111111111,1,TRUE,3169,TRUE,1,2
"62","Booted Racket-tail","Besleria solanoides","817",8,14,0,2013-08-05,"2100_2300",8,"2013",0.331,13105,8970,0,1,TRUE,3169,FALSE,1,2
"63","Booted Racket-tail","Besleria solanoides","189",8,14,4,2013-09-12,"1700_1900",9,"2013",0.331,14041.1916666667,13689.975,10477.3666666667,1,TRUE,3169,TRUE,1,2
"64","Booted Racket-tail","Besleria solanoides","809",8,14,0,2014-11-06,"1700_1900",11,"2014",0.331,6715.75,6133.5,4462.5,1,TRUE,3169,TRUE,1,2
"65","Booted Racket-tail","Besleria solanoides","804",8,14,0,2015-09-22,"2100_2300",9,"2015",0.331,6239,5887.25,3381.75,1,TRUE,3169,TRUE,1,2
"66","Booted Racket-tail","Besleria solanoides","786",8,14,0,2014-10-22,"1700_1900",10,"2014",0.331,7286.3,6933.55,4110.4,1,TRUE,3169,TRUE,1,2
"67","Booted Racket-tail","Besleria solanoides","226",8,14,1,2014-06-05,"1900_2100",6,"2014",0.331,1389.8,560.2,175.8,1,FALSE,3169,FALSE,1,2
"68","Booted Racket-tail","Besleria solanoides","256",8,14,3,2014-06-04,"1700_1900",6,"2014",0.331,1281.3,722.7,122.6,1,FALSE,3169,FALSE,1,2
"69","Booted Racket-tail","Besleria solanoides","793",8,14,0,2015-05-14,"1900_2100",5,"2015",0.331,1334.25,742.5,331.083333333333,1,FALSE,3169,FALSE,1,2
"70","Booted Racket-tail","Besleria solanoides","800",8,14,0,2013-10-23,"2100_2300",10,"2013",0.331,5950.18055555556,5620.85555555556,3179.25555555556,1,TRUE,3169,TRUE,1,2
"71","Booted Racket-tail","Besleria solanoides","195",8,14,4,2013-10-22,"1700_1900",10,"2013",0.331,11324.5847222222,11048.2347222222,7106.38888888889,1,TRUE,3169,TRUE,1,2
"72","Booted Racket-tail","Besleria solanoides","246",8,14,2,2014-10-08,"2100_2300",10,"2014",0.331,5390.5,5008.2,3449.65,1,TRUE,3169,TRUE,1,2
"73","Booted Racket-tail","Besleria solanoides","200",8,14,3,2014-09-11,"1700_1900",9,"2014",0.331,4715,4470.66666666667,1475.33333333333,1,TRUE,3169,FALSE,1,2
"74","Booted Racket-tail","Besleria solanoides","241",8,14,1,2013-10-04,"2100_2300",10,"2013",0.331,7890.06111111111,7472.59444444444,5657.91111111111,1,TRUE,3169,TRUE,1,2
"75","Booted Racket-tail","Besleria solanoides","234",8,14,1,2015-09-23,"1900_2100",9,"2015",0.331,7811.25,7404.5,4259.75,1,TRUE,3169,TRUE,1,2
"76","Booted Racket-tail","Besleria solanoides","223",8,14,2,2013-10-22,"1900_2100",10,"2013",0.331,10428.6888888889,10223.8388888889,6908.38888888889,1,TRUE,3169,TRUE,1,2
"77","Booted Racket-tail","Besleria solanoides","812",8,14,0,2015-04-28,"1900_2100",4,"2015",0.331,999.666666666667,470.75,276.083333333333,1,FALSE,3169,FALSE,1,2
"78","Booted Racket-tail","Besleria solanoides","791",8,14,0,2014-05-07,"1900_2100",5,"2014",0.331,789.8,240.2,149.666666666667,1,FALSE,3169,FALSE,1,2
"79","Booted Racket-tail","Besleria solanoides","785",8,14,0,2013-09-12,"1700_1900",9,"2013",0.331,14041.1916666667,13689.975,10477.3666666667,1,TRUE,3169,TRUE,1,2
"80","Booted Racket-tail","Besleria solanoides","798",8,14,0,2013-10-04,"2100_2300",10,"2013",0.331,7890.06111111111,7472.59444444444,5657.91111111111,1,TRUE,3169,TRUE,1,2
"81","Booted Racket-tail","Besleria solanoides","794",8,14,0,2015-09-23,"1900_2100",9,"2015",0.331,7811.25,7404.5,4259.75,1,TRUE,3169,TRUE,1,2
"82","Booted Racket-tail","Besleria solanoides","209",8,14,1,2015-05-13,"1700_1900",5,"2015",0.331,1052,646,222.083333333333,1,FALSE,3169,FALSE,1,2
"83","Booted Racket-tail","Besleria solanoides","180",8,14,1,2014-02-15,"1500_1700",2,"2014",0.331,554.25,170.5,4,1,FALSE,3169,FALSE,1,2
"84","Booted Racket-tail","Besleria solanoides","205",8,14,1,2014-11-05,"1700_1900",11,"2014",0.331,6969.75,6447.4,4017.65,1,TRUE,3169,TRUE,1,2
"85","Booted Racket-tail","Besleria solanoides","215",8,14,1,2015-10-19,"1700_1900",10,"2015",0.331,8722,8358.33333333333,2911.33333333333,1,TRUE,3169,FALSE,1,2
"86","Booted Racket-tail","Besleria solanoides","799",8,14,0,2013-10-11,"2100_2300",10,"2013",0.331,7917.05833333333,7526.1,5359.46666666667,1,TRUE,3169,TRUE,1,2
"87","Booted Racket-tail","Besleria solanoides","240",8,14,2,2013-09-20,"2100_2300",9,"2013",0.331,8002.53888888889,7626.73888888889,6053.55555555556,1,TRUE,3169,TRUE,1,2
"88","Booted Racket-tail","Besleria solanoides","214",8,14,4,2015-10-06,"1700_1900",10,"2015",0.331,8452.5,8085.83333333333,2911.33333333333,1,TRUE,3169,FALSE,1,2
"89","Booted Racket-tail","Besleria solanoides","228",8,14,1,2014-10-08,"1900_2100",10,"2014",0.331,8165.5,7770.2,4960.65,1,TRUE,3169,TRUE,1,2
"90","Booted Racket-tail","Besleria solanoides","787",8,14,0,2015-09-24,"1700_1900",9,"2015",0.331,7149.25,6698.5,2423.75,1,TRUE,3169,FALSE,1,2
"91","Booted Racket-tail","Besleria solanoides","220",8,14,3,2013-09-25,"1900_2100",9,"2013",0.331,13268.5277777778,12945.9166666667,10199.3611111111,1,TRUE,3169,TRUE,1,2
"92","Booted Racket-tail","Besleria solanoides","634",8,14,0,2013-10-12,"1900_2100",10,"2013",0.331,13481.5375,13239.4958333333,9948.88333333334,1,TRUE,3169,TRUE,1,2
"93","Booted Racket-tail","Besleria solanoides","192",8,14,2,2013-10-04,"1700_1900",10,"2013",0.331,13324.9925925926,12988.5314814815,9283.48703703704,1,TRUE,3169,TRUE,1,2
"94","Booted Racket-tail","Besleria solanoides","797",8,14,0,2013-09-05,"2100_2300",9,"2013",0.331,8230.92361111111,7809.40277777778,6642.69444444445,1,TRUE,3169,TRUE,1,2
"95","Booted Racket-tail","Besleria solanoides","198",8,14,1,2014-03-25,"1700_1900",3,"2014",0.331,555.55,96.45,2,1,FALSE,3169,FALSE,1,2
"96","Booted Racket-tail","Besleria solanoides","819",8,14,0,2013-08-05,"1900_2100",8,"2013",0.331,7772.16666666667,4273.16666666667,0,1,TRUE,3169,FALSE,1,2
"97","Booted Racket-tail","Besleria solanoides","242",8,14,2,2013-10-12,"2100_2300",10,"2013",0.331,7917.05833333333,7526.1,5359.46666666667,1,TRUE,3169,TRUE,1,2
"98","Booted Racket-tail","Besleria solanoides","208",8,14,1,2015-03-27,"1700_1900",3,"2015",0.331,768.25,88.4166666666667,26.5,1,FALSE,3169,FALSE,1,2
"99","Booted Racket-tail","Besleria solanoides","191",8,14,4,2013-10-03,"1700_1900",10,"2013",0.331,13324.9925925926,12988.5314814815,9283.48703703704,1,TRUE,3169,TRUE,1,2
"100","Booted Racket-tail","Besleria solanoides","816",8,14,0,2013-08-04,"2100_2300",8,"2013",0.331,13105,8970,0,1,TRUE,3169,FALSE,1,2
"101","Booted Racket-tail","Besleria solanoides","248",8,14,4,2015-09-27,"2100_2300",9,"2015",0.331,7592.33333333333,7297.66666666667,4457.66666666667,1,TRUE,3169,TRUE,1,2
"102","Booted Racket-tail","Besleria solanoides","265",8,14,2,2013-08-03,"1900_2100",8,"2013",0.331,7772.16666666667,4273.16666666667,0,1,TRUE,3169,FALSE,1,2
"103","Booted Racket-tail","Besleria solanoides","181",8,14,4,2014-09-24,"1500_1700",9,"2014",0.331,2904.66666666667,2641.25,968.25,1,TRUE,3169,FALSE,1,2
"104","Booted Racket-tail","Besleria solanoides","254",8,14,1,2014-09-10,"2100_2300",9,"2014",0.331,5001.33333333333,4535.33333333333,2969.33333333333,1,TRUE,3169,FALSE,1,2
"105","Booted Racket-tail","Besleria solanoides","201",8,14,2,2014-09-13,"1700_1900",9,"2014",0.331,4715,4470.66666666667,1475.33333333333,1,TRUE,3169,FALSE,1,2
"106","Booted Racket-tail","Besleria solanoides","236",8,14,2,2015-10-20,"1900_2100",10,"2015",0.331,9649,9364.33333333333,5335.66666666667,1,TRUE,3169,TRUE,1,2
"107","Booted Racket-tail","Besleria solanoides","792",8,14,0,2014-09-10,"1900_2100",9,"2014",0.331,6513.66666666667,6138.33333333333,3280,1,TRUE,3169,TRUE,1,2
"108","Booted Racket-tail","Besleria solanoides","190",8,14,5,2013-09-24,"1700_1900",9,"2013",0.331,13324.9925925926,12988.5314814815,9283.48703703704,1,TRUE,3169,TRUE,1,2
"109","Booted Racket-tail","Besleria solanoides","231",8,14,1,2015-05-26,"1900_2100",5,"2015",0.331,1790.4,1147.6,465.6,1,FALSE,3169,FALSE,1,2
"110","Booted Racket-tail","Besleria solanoides","453",8,14,0,2013-10-22,"1700_1900",10,"2013",0.331,11324.5847222222,11048.2347222222,7106.38888888889,1,TRUE,3169,TRUE,1,2
"111","Booted Racket-tail","Besleria solanoides","239",8,14,4,2013-09-13,"2100_2300",9,"2013",0.331,8002.53888888889,7626.73888888889,6053.55555555556,1,TRUE,3169,TRUE,1,2
"112","Booted Racket-tail","Besleria solanoides","233",8,14,5,2015-09-22,"1900_2100",9,"2015",0.331,7811.25,7404.5,4259.75,1,TRUE,3169,TRUE,1,2
"113","Booted Racket-tail","Besleria solanoides","222",8,14,1,2013-10-12,"1900_2100",10,"2013",0.331,13481.5375,13239.4958333333,9948.88333333334,1,TRUE,3169,TRUE,1,2
"114","Booted Racket-tail","Besleria solanoides","202",8,14,2,2014-10-07,"1700_1900",10,"2014",0.331,5960,5668.25,2804.75,1,TRUE,3169,FALSE,1,2
"115","Booted Racket-tail","Besleria solanoides","255",8,14,3,2014-11-19,"2100_2300",11,"2014",0.331,4627.6,4309.4,3291,1,TRUE,3169,TRUE,1,2
"116","Booted Racket-tail","Besleria solanoides","221",8,14,2,2013-10-04,"1900_2100",10,"2013",0.331,13311.5148148148,13000.5203703704,10270.9759259259,1,TRUE,3169,TRUE,1,2
"117","Booted Racket-tail","Besleria solanoides","257",8,14,4,2014-11-06,"1700_1900",11,"2014",0.331,6715.75,6133.5,4462.5,1,TRUE,3169,TRUE,1,2
"118","Booted Racket-tail","Besleria solanoides","635",8,14,0,2014-10-08,"1900_2100",10,"2014",0.331,8165.5,7770.2,4960.65,1,TRUE,3169,TRUE,1,2
"119","Booted Racket-tail","Besleria solanoides","795",8,14,0,2015-09-24,"1900_2100",9,"2015",0.331,8345.75,7977,4848.08333333333,1,TRUE,3169,TRUE,1,2
"120","Booted Racket-tail","Besleria solanoides","199",8,14,1,2014-06-03,"1700_1900",6,"2014",0.331,1281.3,722.7,122.6,1,FALSE,3169,FALSE,1,2
"121","Booted Racket-tail","Besleria solanoides","188",8,14,3,2013-09-05,"1700_1900",9,"2013",0.331,13931.625,13557.1805555556,10414.1805555556,1,TRUE,3169,TRUE,1,2
"122","Booted Racket-tail","Besleria solanoides","802",8,14,0,2014-10-23,"2100_2300",10,"2014",0.331,6209.65,5922.05,4341.3,1,TRUE,3169,TRUE,1,2
"123","Booted Racket-tail","Besleria solanoides","629",8,14,0,2013-09-30,"1500_1700",9,"2013",0.331,8634.63148148148,8309.58703703704,6236.37592592593,1,TRUE,3169,TRUE,1,2
"124","Booted Racket-tail","Besleria solanoides","808",8,14,0,2014-09-23,"1900_2100",9,"2014",0.331,7371.16666666667,6968.91666666667,4048.16666666667,1,TRUE,3169,TRUE,1,2
"125","Booted Racket-tail","Besleria solanoides","224",8,14,1,2014-04-22,"1900_2100",4,"2014",0.331,718,164.75,98.5,1,FALSE,3169,FALSE,1,2
"126","Booted Racket-tail","Besleria solanoides","1192",8,14,0,2015-10-19,"2100_2300",10,"2015",0.331,7592.33333333333,7297.66666666667,4457.66666666667,1,TRUE,3169,TRUE,1,2
"127","Booted Racket-tail","Besleria solanoides","805",8,14,0,2015-10-07,"2100_2300",10,"2015",0.331,7592.33333333333,7297.66666666667,4457.66666666667,1,TRUE,3169,TRUE,1,2
"128","Booted Racket-tail","Besleria solanoides","235",8,14,2,2015-10-06,"1900_2100",10,"2015",0.331,9649,9364.33333333333,5335.66666666667,1,TRUE,3169,TRUE,1,2
"129","Booted Racket-tail","Besleria solanoides","1193",8,14,0,2015-10-23,"2100_2300",10,"2015",0.331,8237,7966.83333333333,5151,1,TRUE,3169,TRUE,1,2
"130","Booted Racket-tail","Besleria solanoides","225",8,14,1,2014-05-11,"1900_2100",5,"2014",0.331,847.5,280.25,149.666666666667,1,FALSE,3169,FALSE,1,2
"131","Booted Racket-tail","Besleria solanoides","182",8,14,3,2014-10-07,"1500_1700",10,"2014",0.331,3367,3051.58333333333,1521.5,1,TRUE,3169,FALSE,1,2
"132","Booted Racket-tail","Besleria solanoides","177",8,14,4,2013-09-30,"1500_1700",9,"2013",0.331,8634.63148148148,8309.58703703704,6236.37592592593,1,TRUE,3169,TRUE,1,2
"133","Booted Racket-tail","Besleria solanoides","813",8,14,0,2015-04-08,"2100_2300",4,"2015",0.331,530,226,136,1,FALSE,3169,FALSE,1,2
"134","Booted Racket-tail","Besleria solanoides","232",8,14,1,2015-06-10,"1900_2100",6,"2015",0.331,1998,1312.25,478.583333333333,1,FALSE,3169,FALSE,1,2
"135","Booted Racket-tail","Besleria solanoides","229",8,14,2,2014-10-23,"1900_2100",10,"2014",0.331,9960.05,9534.05,6678.9,1,TRUE,3169,TRUE,1,2
"136","Booted Racket-tail","Besleria solanoides","632",8,14,0,2013-10-03,"1700_1900",10,"2013",0.331,13324.9925925926,12988.5314814815,9283.48703703704,1,TRUE,3169,TRUE,1,2
"137","Booted Racket-tail","Besleria solanoides","251",8,14,1,2015-10-23,"2100_2300",10,"2015",0.331,8237,7966.83333333333,5151,1,TRUE,3169,TRUE,1,2
"138","Booted Racket-tail","Besleria solanoides","420",8,14,0,2013-11-20,"1500_1700",11,"2013",0.331,2000.20833333333,1375,846.666666666667,1,TRUE,3169,FALSE,1,2
"139","Booted Racket-tail","Besleria solanoides","207",8,14,1,2014-12-16,"1700_1900",12,"2014",0.331,3071.25,2147.25,1979.25,1,TRUE,3169,FALSE,1,2
"140","Booted Racket-tail","Besleria solanoides","262",8,14,3,2013-08-02,"2100_2300",8,"2013",0.331,13105,8970,0,1,TRUE,3169,FALSE,1,2
"141","Booted Racket-tail","Besleria solanoides","451",8,14,0,2013-09-05,"1900_2100",9,"2013",0.331,14378,13983.7083333333,12069.7916666667,1,TRUE,3169,TRUE,1,2
"142","Booted Racket-tail","Besleria solanoides","213",8,14,2,2015-09-24,"1700_1900",9,"2015",0.331,7149.25,6698.5,2423.75,1,TRUE,3169,FALSE,1,2
"143","Booted Racket-tail","Besleria solanoides","210",8,14,1,2015-06-08,"1700_1900",6,"2015",0.331,1594.5,1147,308.583333333333,1,FALSE,3169,FALSE,1,2
"144","Booted Racket-tail","Besleria solanoides","1008",8,14,0,2014-09-23,"2100_2300",9,"2014",0.331,5123.83333333333,4670.66666666667,3087.91666666667,1,TRUE,3169,FALSE,1,2
"145","Booted Racket-tail","Besleria solanoides","185",8,14,4,2015-09-09,"1500_1700",9,"2015",0.331,2334.16666666667,1694.41666666667,142.5,1,TRUE,3169,FALSE,1,2
"146","Booted Racket-tail","Besleria solanoides","243",8,14,1,2013-10-22,"2100_2300",10,"2013",0.331,5950.18055555556,5620.85555555556,3179.25555555556,1,TRUE,3169,TRUE,1,2
"147","Booted Racket-tail","Besleria solanoides","1190",8,14,0,2013-10-11,"2100_2300",10,"2013",0.331,7917.05833333333,7526.1,5359.46666666667,1,TRUE,3169,TRUE,1,2
"148","Booted Racket-tail","Besleria solanoides","203",8,14,4,2014-10-08,"1700_1900",10,"2014",0.331,5960,5668.25,2804.75,1,TRUE,3169,FALSE,1,2
"149","Booted Racket-tail","Besleria solanoides","266",8,14,1,2013-08-04,"1900_2100",8,"2013",0.331,7772.16666666667,4273.16666666667,0,1,TRUE,3169,FALSE,1,2
"150","Booted Racket-tail","Besleria solanoides","806",8,14,0,2015-10-20,"2100_2300",10,"2015",0.331,7592.33333333333,7297.66666666667,4457.66666666667,1,TRUE,3169,TRUE,1,2
"151","Booted Racket-tail","Besleria solanoides","788",8,14,0,2013-09-12,"1900_2100",9,"2013",0.331,14247.0805555556,13870.4472222222,11759.1722222222,1,TRUE,3169,TRUE,1,2
"152","Booted Racket-tail","Besleria solanoides","258",8,14,1,2015-04-28,"1900_2100",4,"2015",0.331,999.666666666667,470.75,276.083333333333,1,FALSE,3169,FALSE,1,2
