"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Booted Racket-tail",3,0.1875,1.08333333333333,0.0277777777777778,0.333333333333333,0.866666666666667,0.866666666666667,0.53748384988657,0.361111111111111,1.83333333333333,0.0928270042194093,0.115134633240483,0.0849557522123894,0.0422287390029325,419430397.854167,1.09861228866811,3,0.214273743764991,0.257142857142857,0.235839583213141
"Brown Inca",5,0.3125,2.41666666666667,0.283333333333333,0,0.733333333333333,0.733333333333333,0.382970843102535,0.483333333333333,1.58333333333333,0.367088607594937,0.323119777158774,0.0938053097345133,0.0483870967741935,838860790,1.6094379124341,5,0.357122906274985,0.371428571428571,0.327156437978297
"Buff-tailed Coronet",1,0.0625,0.333333333333333,-0.666666666666667,0.666666666666667,1,1,1,0.333333333333333,2.41666666666667,0,0,0.0628318584070797,0.0297766749379653,1677720700.50048,0,1,0.071424581254997,0.0857142857142857,0.207518749639422
"Collared Inca",1,0.0625,0.333333333333333,-0.666666666666667,0.75,1,1,1,0.333333333333333,2.41666666666667,0,0,0.0628318584070797,0.0297766749379653,1677720700.50048,0,1,0.071424581254997,0.0857142857142857,0.207518749639422
"Green-crowned Woodnymph",3,0.1875,1.58333333333333,0.194444444444445,0.416666666666667,0.866666666666667,0.866666666666667,0.53748384988657,0.527777777777778,1.91666666666667,0.0464135021097046,0.0222841225626741,0.079646017699115,0.0368663594470046,419430397.854167,1.09861228866811,3,0.214273743764991,0.228571428571429,0.402506249879807
"Gorgeted Sunangel",2,0.125,1.5,0.25,0.5,0.933333333333333,0.933333333333333,0.683130051063973,0.75,2.5,0,0,0.0575221238938053,0.028673835125448,2941562359.8741,0.693147180559945,2,0.142849162509994,0.0857142857142857,0.75
"Purple-bibbed Whitetip",1,0.0625,0.333333333333333,-0.666666666666667,0.833333333333333,1,1,1,0.333333333333333,2.66666666666667,0,0,0.0592920353982301,0.0268506432966623,1677720700.50048,0,1,0.071424581254997,0.0857142857142857,0.207518749639422
"Speckled Hummingbird",1,0.0625,0.25,-0.75,0.916666666666667,1,1,1,0.25,2,0,0,0.0743362831858407,0.0339062867906758,1677720700.50048,0,1,0.071424581254997,0.114285714285714,0
"Stripe-throated Hermit",5,0.3125,2.25,0.25,0.0833333333333333,0.733333333333333,0.733333333333333,0.382970843102535,0.45,1.33333333333333,0.377637130801688,0.234911792014856,0.106194690265487,0.0521928234867706,838860790,1.6094379124341,5,0.357122906274985,0.428571428571429,0.23663497805064
"Tawny-bellied Hermit",5,0.3125,2.33333333333333,0.266666666666667,0.166666666666667,0.733333333333333,0.733333333333333,0.382970843102535,0.466666666666667,1.66666666666667,0.0632911392405063,0.178272980501393,0.088495575221239,0.0533926585094549,838860790,1.6094379124341,5,0.357122906274985,0.4,0.281895708014469
"Violet-tailed Sylph",5,0.3125,2.58333333333333,0.316666666666667,0.25,0.733333333333333,0.733333333333333,0.382970843102535,0.516666666666667,1.66666666666667,0.0527426160337553,0.12627669452182,0.0849557522123894,0.0510457284650833,838860790,1.6094379124341,5,0.357122906274985,0.342857142857143,0.390947854007234
"Wedge-billed Hummingbird",1,0.0625,0.25,-0.75,1,1,1,1,0.25,2.08333333333333,0,0,0.0725663716814159,0.0346653827636013,1677720700.50048,0,1,0.071424581254997,0.114285714285714,0
"White-whiskered Hermit",2,0.125,0.75,-0.125,0.583333333333333,0.933333333333333,0.933333333333333,0.683130051063973,0.375,2.08333333333333,0,0,0.0725663716814159,0.0390349688262402,2941562359.8741,0.693147180559945,2,0.142849162509994,0.171428571428571,0.25
