"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Booted Racket-tail",5,0.166666666666667,1.23333333333333,0.0466666666666667,0.357142857142857,0.862068965517241,0.862068965517241,0.4152273992687,0.246666666666667,1.30769230769231,0.166666666666667,0.0437956204379562,0.0848329048843188,0.0615621392843401,838860790,1.6094379124341,5,0.196110974827791,0.308823529411765,0.0389931517185999
"Brown Inca",9,0.3,5,0.444444444444444,0.142857142857143,0.724137931034483,0.724137931034483,0.283654314465588,0.555555555555556,1.53846153846154,0.00727272727272727,0,0.0732647814910026,0.0513775608502986,3355443071.16667,2.19722457733622,9,0.352999754690025,0.294117647058824,0.494773181314398
"Buff-tailed Coronet",6,0.2,1.73333333333333,0.122222222222222,0.285714285714286,0.827586206896552,0.827586206896552,0.371390676354104,0.288888888888889,1.23076923076923,0.243030303030303,0.109489051094891,0.0886889460154242,0.0579710144927536,838860795.708333,1.79175946922805,6,0.23533316979335,0.338235294117647,0.11191502640019
"Collared Inca",7,0.233333333333333,2.25,0.178571428571429,0.214285714285714,0.793103448275862,0.793103448275862,0.336601385337074,0.321428571428571,1.38461538461538,0.147272727272727,0.211678832116788,0.0809768637532134,0.0592548700096289,838860799.928571,1.94591014905531,7,0.274555364758908,0.338235294117647,0.19728196249486
"Green-crowned Woodnymph",1,0.0333333333333333,1,0,0.642857142857143,1,1,1,1,NA,0,0,0,NA,1677720700.50048,0,1,0.0392221949655583,0.0147058823529412,1
"Fawn-breasted Brilliant",1,0.0333333333333333,0.333333333333333,-0.666666666666667,0.714285714285714,1,1,1,0.333333333333333,2,0,0,0.0552699228791774,0.0282785436550018,1677720700.50048,0,1,0.0392221949655583,0.0441176470588235,0.317393805514015
"Gorgeted Sunangel",5,0.166666666666667,1.95,0.19,0.428571428571429,0.862068965517241,0.862068965517241,0.4152273992687,0.39,1.46153846153846,0.0590909090909091,0,0.077120822622108,0.0466880653632915,838860790,1.6094379124341,5,0.196110974827791,0.220588235294118,0.312098175290892
"Green-crowned Brilliant",2,0.0666666666666667,0.583333333333333,-0.208333333333333,0.571428571428571,0.96551724137931,0.96551724137931,0.694808333779651,0.291666666666667,1.76923076923077,0,0,0.0616966580976864,0.0428357249946455,2941562359.8741,0.693147180559945,2,0.0784443899311165,0.102941176470588,0.228020344683614
"Purple-bibbed Whitetip",1,0.0333333333333333,0.25,-0.75,0.785714285714286,1,1,1,0.25,1.92307692307692,0,0,0.0591259640102828,0.0303778241883425,1677720700.50048,0,1,0.0392221949655583,0.0588235294117647,0.138646883853214
"Sparkling Violetear",1,0.0333333333333333,0.25,-0.75,0.857142857142857,1,1,1,0.25,1.92307692307692,0,0,0.0591259640102828,0.0303778241883425,1677720700.50048,0,1,0.0392221949655583,0.0588235294117647,0.138646883853214
"Speckled Hummingbird",3,0.1,1.53333333333333,0.177777777777778,0.5,0.931034482758621,0.931034482758621,0.557086014531156,0.511111111111111,1.69230769230769,0,0,0.0655526992287918,0.041162850527399,419430397.854167,1.09861228866811,3,0.117666584896675,0.132352941176471,0.411954370472159
"Tawny-bellied Hermit",11,0.366666666666667,7.53333333333333,0.593939393939394,0.0714285714285714,0.655172413793103,0.655172413793103,0.244051487450181,0.684848484848485,1.46153846153846,0.0445454545454545,0,0.077120822622108,0.0550357732526142,13421771060.0457,2.39789527279837,11,0.431444144621141,0.352941176470588,0.575533010525834
"Tyrian Metaltail",1,0.0333333333333333,0.25,-0.75,0.928571428571429,1,1,1,0.25,1.92307692307692,0,0,0.0591259640102828,0.0287459575997125,1677720700.50048,0,1,0.0392221949655583,0.0588235294117647,0.138646883853214
"Violet-tailed Sylph",14,0.466666666666667,5.9,0.35,0,0.551724137931034,0.551724137931034,0.198516666794186,0.421428571428571,1.15384615384615,0.332121212121212,0.635036496350365,0.0925449871465295,0.0699851281602659,1677721599.85714,2.63905732961526,14,0.549110729517816,0.628151260504202,0.149474917342775
"Wedge-billed Hummingbird",1,0.0333333333333333,0.2,-0.8,1,1,1,1,0.2,1.69230769230769,0,0,0.0655526992287918,0.0307810696421701,1677720700.50048,0,1,0.0392221949655583,0.0735294117647059,0
