"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Booted Racket-tail",2,0.181818181818182,0.7,-0.15,0.5,0.9,0.9,0.670820393249937,0.35,1.6,0.019047619047619,0.0185185185185185,0.0936170212765957,0.0564759036144578,2941562359.8741,0.693147180559945,2,0.209590184358472,0.25,0.284661720963303
"Brown Inca",4,0.363636363636364,2.03333333333333,0.258333333333333,0.2,0.7,0.7,0.418330013267038,0.508333333333333,1.5,0.257142857142857,0.25,0.0957446808510638,0.0600961538461538,6710885302.00018,1.38629436111989,4,0.419180368716943,0.392857142857143,0.372020987595092
"Gorgeted Sunangel",1,0.0909090909090909,0.5,-0.5,0.7,1,1,1,0.5,2.4,0,0,0.0595744680851064,0.0355113636363636,1677720700.50048,0,1,0.104795092179236,0.0714285714285714,0.569323441926607
"Green-crowned Woodnymph",1,0.0909090909090909,0.2,-0.8,0.8,1,1,1,0.2,1.7,0,0,0.0872340425531915,0.0473484848484848,1677720700.50048,0,1,0.104795092179236,0.178571428571429,0
"Rufous-tailed Hummingbird",3,0.272727272727273,0.733333333333333,-0.0888888888888889,0.3,0.8,0.8,0.516397779494322,0.244444444444444,1.2,0.233333333333333,0.101851851851852,0.114893617021277,0.0744047619047619,419430397.854167,1.09861228866811,3,0.314385276537708,0.464285714285714,0
"Speckled Hummingbird",1,0.0909090909090909,0.2,-0.8,0.9,1,1,1,0.2,1.7,0,0,0.0872340425531915,0.0473484848484848,1677720700.50048,0,1,0.104795092179236,0.178571428571429,0
"Stripe-throated Hermit",5,0.454545454545455,2.06666666666667,0.213333333333333,0,0.6,0.6,0.346410161513775,0.413333333333333,1.1,0.447619047619048,0.546296296296296,0.121276595744681,0.0794491525423729,838860790,1.6094379124341,5,0.523975460896179,0.607142857142857,0.168635570100785
"Tawny-bellied Hermit",3,0.272727272727273,1.03333333333333,0.0111111111111111,0.4,0.8,0.8,0.516397779494322,0.344444444444444,1.6,0,0,0.0893617021276596,0.0593354430379747,419430397.854167,1.09861228866811,3,0.314385276537708,0.357142857142857,0.21222773700323
"Violet-tailed Sylph",5,0.454545454545455,2.53333333333333,0.306666666666667,0.1,0.6,0.6,0.346410161513775,0.506666666666667,1.5,0.0285714285714286,0.0833333333333333,0.0957446808510638,0.0608766233766234,838860790,1.6094379124341,5,0.523975460896179,0.464285714285714,0.371523387676251
"Wedge-billed Hummingbird",1,0.0909090909090909,0.333333333333333,-0.666666666666667,1,1,1,1,0.333333333333333,1.9,0,0,0.074468085106383,0.0426136363636364,1677720700.50048,0,1,0.104795092179236,0.107142857142857,0.317393805514015
"White-whiskered Hermit",2,0.181818181818182,0.666666666666667,-0.166666666666667,0.6,0.9,0.9,0.670820393249937,0.333333333333333,1.8,0.0142857142857143,0,0.0808510638297872,0.0564759036144578,2941562359.8741,0.693147180559945,2,0.209590184358472,0.214285714285714,0.317393805514015
