"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","species.specificity.index","resource.range","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.similarity","proportional.generality","d"
"Besleria solanoides",1,0.125,0.2,-0.8,0.533333333333333,1,1,1,1,2,0,0,0.0520628683693517,0.0300710770913067,1677720700.50048,0,1,0.172413793103448,0.158722787912689,0.226023968370879
"Centropogon solanifolius",1,0.125,0.166666666666667,-0.833333333333333,0.6,1,1,1,1,1.93333333333333,0,0,0.0550098231827112,0.0316820276497696,1677720700.50048,0,1,0.206896551724138,0.158722787912689,0.138345833092948
"Columnea ciliata",3,0.375,0.625,-0.125,0.0666666666666667,0.714285714285714,0.487950036474267,0.714285714285714,1,1.26666666666667,0.246913580246914,0.242424242424242,0.0766208251473477,0.0511786600496278,419430397.854167,1.09861228866811,3,0.586206896551724,0.476168363738068,0.093205487701514
"Columnea mastersonii",1,0.125,0.166666666666667,-0.833333333333333,0.666666666666667,1,1,1,1,1.93333333333333,0,0,0.0550098231827112,0.0316820276497696,1677720700.50048,0,1,0.206896551724138,0.158722787912689,0.138345833092948
"Columnea picta",1,0.125,0.125,-0.875,0.733333333333333,1,1,1,1,1.53333333333333,0,0,0.0648330058939096,0.0394265232974911,1677720700.50048,0,1,0.275862068965517,0.158722787912689,0
"Columnea strigosa",2,0.25,1.16666666666667,0.0833333333333333,0.266666666666667,0.857142857142857,0.654653670707977,0.857142857142857,1,1.93333333333333,0,0,0.0550098231827112,0.0316820276497696,2941562359.8741,0.693147180559945,2,0.241379310344828,0.317445575825379,0.537156695253124
"Gasteranthus quitensis",2,0.25,0.325,-0.3375,0.333333333333333,0.857142857142857,0.654653670707977,0.857142857142857,1,1.33333333333333,0.156378600823045,0.109090909090909,0.0736738703339882,0.0466893039049236,2941562359.8741,0.693147180559945,2,0.448275862068966,0.317445575825379,0.0470968973918499
"Glossoloma purpureum",2,0.25,0.458333333333333,-0.270833333333333,0.4,0.857142857142857,0.654653670707977,0.857142857142857,1,1.53333333333333,0,0,0.0648330058939096,0.0454921422663358,2941562359.8741,0.693147180559945,2,0.379310344827586,0.317445575825379,0.179052231751041
"Guzmania jaramilloi",1,0.125,0.2,-0.8,0.8,1,1,1,1,2,0,0,0.0520628683693517,0.0300710770913067,1677720700.50048,0,1,0.172413793103448,0.158722787912689,0.226023968370879
"Heliconia griggsiana",4,0.5,1.625,0.15625,0,0.571428571428571,0.377964473009227,0.571428571428571,1,1.26666666666667,0.246913580246914,0.242424242424242,0.0766208251473477,0.0511786600496278,6710885302.00018,1.38629436111989,4,0.594827586206897,0.634891151650757,0.27626888252702
"Justicia secunda",1,0.125,0.125,-0.875,0.866666666666667,1,1,1,1,1.53333333333333,0,0,0.0648330058939096,0.0394265232974911,1677720700.50048,0,1,0.275862068965517,0.158722787912689,0
"Palicourea demissa",3,0.375,1.45,0.15,0.133333333333333,0.714285714285714,0.487950036474267,0.714285714285714,1,1.86666666666667,0.0246913580246914,0.0121212121212121,0.0579567779960707,0.0385694249649369,419430397.854167,1.09861228866811,3,0.344827586206897,0.476168363738068,0.453397256149243
"Pitcairnia nigra",1,0.125,0.25,-0.75,0.933333333333333,1,1,1,1,2.06666666666667,0,0,0.0491159135559921,0.0290851401374934,1677720700.50048,0,1,0.137931034482759,0.158722787912689,0.333333333333333
"Renealmia sessilifolia",3,0.375,0.575,-0.141666666666667,0.2,0.714285714285714,0.487950036474267,0.714285714285714,1,1.26666666666667,0.228395061728395,0.339393939393939,0.0766208251473477,0.0506912442396313,419430397.854167,1.09861228866811,3,0.586206896551724,0.476168363738068,0.073981357608014
"Salvia quitensis",2,0.25,0.375,-0.3125,0.466666666666667,0.857142857142857,0.654653670707977,0.857142857142857,1,1.4,0.0967078189300411,0.0545454545454545,0.0707269155206287,0.0454921422663358,2941562359.8741,0.693147180559945,2,0.413793103448276,0.317445575825379,0.104738841244793
"Wercklea ferox",1,0.125,0.166666666666667,-0.833333333333333,1,1,1,1,1,1.93333333333333,0,0,0.0550098231827112,0.0316820276497696,1677720700.50048,0,1,0.206896551724138,0.158722787912689,0.138345833092948
