"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Booted Racket-tail",2,0.117647058823529,0.583333333333333,-0.208333333333333,0.25,0.9375,0.9375,0.684653196881458,0.291666666666667,2,0.0128205128205128,0.0128205128205128,0.0917225950782998,0.0526315789473684,2941562359.8741,0.693147180559945,2,0.13712531594246,0.241379310344828,0.103759374819711
"Brown Inca",4,0.235294117647059,3,0.5,0.166666666666667,0.8125,0.8125,0.450693909432999,0.75,2.09090909090909,0.128205128205128,0.128205128205128,0.0805369127516779,0.0421052631578947,6710885302.00018,1.38629436111989,4,0.27425063188492,0.206896551724138,0.696277693338273
"Buff-tailed Coronet",1,0.0588235294117647,0.25,-0.75,0.5,1,1,1,0.25,2.45454545454545,0,0,0.0771812080536913,0.0357497517378352,1677720700.50048,0,1,0.06856265797123,0.137931034482759,0
"Collared Inca",2,0.117647058823529,0.75,-0.125,0.333333333333333,0.9375,0.9375,0.684653196881458,0.375,1.72727272727273,0.307692307692308,0.307692307692308,0.0984340044742729,0.0512091038406828,2941562359.8741,0.693147180559945,2,0.13712531594246,0.206896551724138,0.25
"Green-crowned Woodnymph",1,0.0588235294117647,1,0,0.583333333333333,1,1,1,1,NA,0,0,0,NA,1677720700.50048,0,1,0.06856265797123,0.0344827586206897,1
"Gorgeted Sunangel",2,0.117647058823529,1.25,0.125,0.416666666666667,0.9375,0.9375,0.684653196881458,0.625,2.45454545454545,0,0,0.0771812080536913,0.0357497517378352,2941562359.8741,0.693147180559945,2,0.13712531594246,0.172413793103448,0.5
"Green-crowned Brilliant",1,0.0588235294117647,0.5,-0.5,0.666666666666667,1,1,1,0.5,2.27272727272727,0,0,0.0715883668903803,0.0386680988184748,1677720700.50048,0,1,0.06856265797123,0.0689655172413793,0.5
"Purple-bibbed Whitetip",1,0.0588235294117647,0.25,-0.75,0.75,1,1,1,0.25,2.09090909090909,0,0,0.0850111856823266,0.0411899313501144,1677720700.50048,0,1,0.06856265797123,0.137931034482759,0
"Sparkling Violetear",1,0.0588235294117647,0.25,-0.75,0.833333333333333,1,1,1,0.25,2.09090909090909,0,0,0.0850111856823266,0.0411899313501144,1677720700.50048,0,1,0.06856265797123,0.137931034482759,0
"Speckled Hummingbird",1,0.0588235294117647,0.333333333333333,-0.666666666666667,0.916666666666667,1,1,1,0.333333333333333,2.18181818181818,0,0,0.0782997762863535,0.0394736842105263,1677720700.50048,0,1,0.06856265797123,0.103448275862069,0.207518749639422
"Tawny-bellied Hermit",5,0.294117647058824,4.5,0.7,0.0833333333333333,0.75,0.75,0.387298334620742,0.9,3,0,0,0.0570469798657718,0.0291497975708502,838860790,1.6094379124341,5,0.34281328985615,0.206896551724138,0.868160191971296
"Tyrian Metaltail",1,0.0588235294117647,0.25,-0.75,1,1,1,1,0.25,2.45454545454545,0,0,0.0771812080536913,0.0357497517378352,1677720700.50048,0,1,0.06856265797123,0.137931034482759,0
"Violet-tailed Sylph",7,0.411764705882353,4.08333333333333,0.440476190476191,0,0.625,0.625,0.298807152333598,0.583333333333333,1.36363636363636,0.551282051282051,0.551282051282051,0.120805369127517,0.0653357531760436,838860799.928571,1.94591014905531,7,0.47993860579861,0.517241379310345,0.312990269891435
