"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","species.specificity.index","resource.range","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.similarity","proportional.generality","d"
"Centropogon solanifolius",2,0.25,0.45,-0.275,0.3,0.857142857142857,0.654653670707977,0.857142857142857,1,1.55555555555556,0.0294117647058823,0.0294117647058823,0.109919571045576,0.072463768115942,2941562359.8741,0.693147180559945,2,0.45,0.299069756244244,0
"Columnea ciliata",3,0.375,0.7,-0.1,0,0.714285714285714,0.487950036474267,0.714285714285714,1,1.22222222222222,0.25,0.25,0.128686327077748,0.0847457627118644,419430397.854167,1.09861228866811,3,0.65,0.448604634366366,0
"Columnea medicinalis",1,0.125,0.25,-0.75,0.6,1,1,1,1,1.88888888888889,0,0,0.0911528150134048,0.0490196078431372,1677720700.50048,0,1,0.2,0.149534878122122,0.138646883853214
"Columnea strigosa",3,0.375,0.7,-0.1,0.1,0.714285714285714,0.487950036474267,0.714285714285714,1,1.22222222222222,0.25,0.25,0.128686327077748,0.0847457627118644,419430397.854167,1.09861228866811,3,0.65,0.448604634366366,0
"Guzmania jaramilloi",2,0.25,0.7,-0.15,0.4,0.857142857142857,0.654653670707977,0.857142857142857,1,1.55555555555556,0.235294117647059,0.235294117647059,0.109919571045576,0.0595238095238095,2941562359.8741,0.693147180559945,2,0.35,0.299069756244244,0.231378213159759
"Guzmania squarrosa",1,0.125,0.5,-0.5,0.7,1,1,1,1,2.55555555555556,0,0,0.0656836461126005,0.037037037037037,1677720700.50048,0,1,0.1,0.149534878122122,0.569323441926607
"Kohleria affinis",1,0.125,0.2,-0.8,0.8,1,1,1,1,1.66666666666667,0,0,0.101876675603217,0.0555555555555555,1677720700.50048,0,1,0.25,0.149534878122122,0
"Meriania tomentosa",3,0.375,2.25,0.416666666666667,0.2,0.714285714285714,0.487950036474267,0.714285714285714,1,1.77777777777778,0,0,0.0938337801608579,0.053763440860215,419430397.854167,1.09861228866811,3,0.3,0.448604634366366,0.683640818120435
"Mezobromelia capituligera",2,0.25,0.75,-0.125,0.5,0.857142857142857,0.654653670707977,0.857142857142857,1,1.66666666666667,0.235294117647059,0.235294117647059,0.101876675603217,0.0574712643678161,2941562359.8741,0.693147180559945,2,0.3,0.299069756244244,0.305865360520722
"Palicourea demissa",1,0.125,0.5,-0.5,0.9,1,1,1,1,2.44444444444444,0,0,0.0683646112600536,0.0378787878787879,1677720700.50048,0,1,0.1,0.149534878122122,0.569323441926607
"Renealmia sessilifolia",1,0.125,1,0,1,1,1,1,1,NA,0,NA,0,NA,1677720700.50048,0,1,0.05,0.149534878122122,1
