"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","species.specificity.index","resource.range","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.similarity","proportional.generality","d"
"Bomarea pardina",2,0.181818181818182,0.342857142857143,-0.328571428571429,0.266666666666667,0.9,0.670820393249937,0.9,1,1.53333333333333,0.024375,0.00898661567877629,0.068,0.0449842555105713,2941562359.8741,0.693147180559945,2,0.352941176470588,0.222399008006279,0
"Columnea ciliata",1,0.0909090909090909,0.2,-0.8,0.8,1,1,1,1,1.73333333333333,0,0,0.057,0.0358037952022915,1677720700.50048,0,1,0.147058823529412,0.11119950400314,0.172912524653084
"Columnea mastersonii",2,0.181818181818182,0.476190476190476,-0.261904761904762,0.333333333333333,0.9,0.670820393249937,0.9,1,1.66666666666667,0,0,0.062,0.03813882532418,2941562359.8741,0.693147180559945,2,0.294117647058824,0.222399008006279,0.143678091408017
"Columnea picta",1,0.0909090909090909,0.2,-0.8,0.866666666666667,1,1,1,1,1.8,0,0,0.056,0.0324886289798571,1677720700.50048,0,1,0.147058823529412,0.11119950400314,0.172912524653084
"Gasteranthus quitensis",2,0.181818181818182,0.342857142857143,-0.328571428571429,0.4,0.9,0.670820393249937,0.9,1,1.4,0.119166666666667,0.0826003824091778,0.074,0.0417710944026734,2941562359.8741,0.693147180559945,2,0.352941176470588,0.222399008006279,0
"Glossoloma oblongicalyx",2,0.181818181818182,0.642857142857143,-0.178571428571429,0.466666666666667,0.9,0.670820393249937,0.9,1,1.6,0.0145833333333333,0.00573613766730401,0.065,0.0373273609555805,2941562359.8741,0.693147180559945,2,0.264705882352941,0.222399008006279,0.257721808393157
"Guzmania amplectens",3,0.272727272727273,0.676190476190476,-0.107936507936508,0.0666666666666667,0.8,0.516397779494322,0.8,1,1.53333333333333,0.024375,0.129445506692161,0.068,0.0474158368895211,419430397.854167,1.09861228866811,3,0.441176470588235,0.333598512009419,0.0989054776606616
"Guzmania jaramilloi",2,0.181818181818182,0.4,-0.3,0.533333333333333,0.9,0.670820393249937,0.9,1,1.53333333333333,0.0739583333333333,0.0544933078393881,0.068,0.0398724082934609,2941562359.8741,0.693147180559945,2,0.294117647058824,0.222399008006279,0.0946383394261144
"Heliconia griggsiana",2,0.181818181818182,0.476190476190476,-0.261904761904762,0.6,0.9,0.670820393249937,0.9,1,1.66666666666667,0,0,0.062,0.03813882532418,2941562359.8741,0.693147180559945,2,0.294117647058824,0.222399008006279,0.143678091408017
"Macleania bullata",1,0.0909090909090909,0.2,-0.8,0.933333333333333,1,1,1,1,1.8,0,0,0.056,0.0337381916329285,1677720700.50048,0,1,0.147058823529412,0.11119950400314,0.172912524653084
"Meriania tomentosa",3,0.272727272727273,1.7,0.233333333333333,0.133333333333333,0.8,0.516397779494322,0.8,1,1.8,0,0,0.056,0.0373273609555804,419430397.854167,1.09861228866811,3,0.235294117647059,0.333598512009419,0.554176086943473
"Palicourea acetosoides",2,0.181818181818182,1.2,0.1,0.666666666666667,0.9,0.670820393249937,0.9,1,1.73333333333333,0,0,0.057,0.0358037952022915,2941562359.8741,0.693147180559945,2,0.176470588235294,0.222399008006279,0.547319169713057
"Psammisia aberrans",3,0.272727272727273,0.542857142857143,-0.152380952380952,0.2,0.8,0.516397779494322,0.8,1,1.2,0.370208333333333,0.355066921606119,0.081,0.0531632110579479,419430397.854167,1.09861228866811,3,0.5,0.333598512009419,0
"Psammisia sodiroi",5,0.454545454545455,2.4,0.28,0,0.6,0.346410161513775,0.6,1,1.4,0.198333333333333,0.203059273422562,0.072,0.0449842555105713,838860790,1.6094379124341,5,0.441176470588235,0.555997520015698,0.415055758355972
"Salvia quitensis",1,0.0909090909090909,0.5,-0.5,1,1,1,1,1,2.6,0,0,0.038,0.0233918128654971,1677720700.50048,0,1,0.0588235294117647,0.11119950400314,0.643792812891978
"Stromanthe stromanthoides",2,0.181818181818182,0.7,-0.15,0.733333333333333,0.9,0.670820393249937,0.9,1,1.66666666666667,0.175,0.160611854684512,0.06,0.0373273609555805,2941562359.8741,0.693147180559945,2,0.205882352941176,0.222399008006279,0.352360147819271
