"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Booted Racket-tail",6,0.25,2.25952380952381,0.209920634920635,0.2,0.782608695652174,0.782608695652174,0.361157559257308,0.376587301587302,1.14285714285714,0.481159420289855,0.2615518744551,0.0888382687927107,0.0451436388508892,838860795.708333,1.79175946922805,6,0.299687022281307,0.359375,0.249013880849642
"Brown Inca",11,0.458333333333333,4.95,0.359090909090909,0.0666666666666667,0.565217391304348,0.565217391304348,0.226679066544501,0.45,1.42857142857143,0.144927536231884,0.152571926765475,0.0751708428246014,0.0467240097695657,13421771060.0457,2.39789527279837,11,0.549426207515729,0.512784090909091,0.295406455146749
"Buff-tailed Coronet",2,0.0833333333333333,1.14285714285714,0.0714285714285714,0.466666666666667,0.956521739130435,0.956521739130435,0.691564074808125,0.571428571428571,1.64285714285714,0,0,0.0671981776765376,0.0249574588769143,2941562359.8741,0.693147180559945,2,0.0998956740937689,0.125,0.479378771324088
"Collared Inca",4,0.166666666666667,1.05952380952381,0.0148809523809524,0.333333333333333,0.869565217391304,0.869565217391304,0.466252404120157,0.264880952380952,1.42857142857143,0.0173913043478261,0,0.0751708428246014,0.0371193161047215,6710885302.00018,1.38629436111989,4,0.199791348187538,0.296875,0.136081396386712
"Green-crowned Woodnymph",1,0.0416666666666667,0.333333333333333,-0.666666666666667,0.6,1,1,1,0.333333333333333,2,0,0,0.0523917995444191,0.0219269102990033,1677720700.50048,0,1,0.0499478370468845,0.046875,0.43542496594642
"Fawn-breasted Brilliant",1,0.0416666666666667,0.333333333333333,-0.666666666666667,0.666666666666667,1,1,1,0.333333333333333,2.28571428571429,0,0,0.0478359908883827,0.0215422276621787,1677720700.50048,0,1,0.0499478370468845,0.046875,0.43542496594642
"Gorgeted Sunangel",6,0.25,1.50952380952381,0.0849206349206349,0.266666666666667,0.782608695652174,0.782608695652174,0.361157559257308,0.251587301587302,1.42857142857143,0.0173913043478261,0.005231037489102,0.0751708428246014,0.0441693157102225,838860795.708333,1.79175946922805,6,0.299687022281307,0.4375,0.0729168803862991
"Green-crowned Brilliant",1,0.0416666666666667,0.333333333333333,-0.666666666666667,0.733333333333333,1,1,1,0.333333333333333,2,0,0,0.0523917995444191,0.02290871225269,1677720700.50048,0,1,0.0499478370468845,0.046875,0.43542496594642
"Green-fronted Lancebill",1,0.0416666666666667,1,0,0.8,1,1,1,1,NA,0,0,0,NA,1677720700.50048,0,1,0.0499478370468845,0.015625,1
"Green Violetear",1,0.0416666666666667,0.25,-0.75,0.866666666666667,1,1,1,0.25,1.85714285714286,0,0,0.0569476082004556,0.0242669362992922,1677720700.50048,0,1,0.0499478370468845,0.0625,0.287585625783956
"Hoary Puffleg",2,0.0833333333333333,0.392857142857143,-0.303571428571429,0.533333333333333,0.956521739130435,0.956521739130435,0.691564074808125,0.196428571428571,1.64285714285714,0,0,0.0671981776765376,0.0339200822305024,2941562359.8741,0.693147180559945,2,0.0998956740937689,0.171875,0.10848072449335
"Sparkling Violetear",1,0.0416666666666667,0.25,-0.75,0.933333333333333,1,1,1,0.25,1.85714285714286,0,0,0.0569476082004556,0.0242669362992922,1677720700.50048,0,1,0.0499478370468845,0.0625,0.287585625783956
"Speckled Hummingbird",4,0.166666666666667,0.80952380952381,-0.0476190476190476,0.4,0.869565217391304,0.869565217391304,0.466252404120157,0.202380952380952,1.42857142857143,0.0173913043478261,0.005231037489102,0.0751708428246014,0.0403916768665851,6710885302.00018,1.38629436111989,4,0.199791348187538,0.328125,0.0331397939553731
"Stripe-throated Hermit",1,0.0416666666666667,0.333333333333333,-0.666666666666667,1,1,1,1,0.333333333333333,2,0,0,0.0523917995444191,0.0219269102990033,1677720700.50048,0,1,0.0499478370468845,0.046875,0.43542496594642
"Tawny-bellied Hermit",10,0.416666666666667,4.7,0.37,0.133333333333333,0.608695652173913,0.608695652173913,0.246717581897584,0.47,1.5,0.0797101449275362,0.025283347863993,0.071753986332574,0.0452101243278419,1677721580,2.30258509299405,10,0.499478370468845,0.453125,0.339449610932673
"Violet-tailed Sylph",12,0.5,4.34285714285714,0.278571428571429,0,0.521739130434783,0.521739130434783,0.208514414057075,0.361904761904762,1.21428571428571,0.242028985507246,0.550130775937227,0.0854214123006834,0.0520299566417028,1677721591.41667,2.484906649788,12,0.599374044562614,0.635416666666667,0.13649337755452
