"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Booted Racket-tail",3,0.230769230769231,1.58333333333333,0.194444444444445,0.111111111111111,0.833333333333333,0.833333333333333,0.52704627669473,0.527777777777778,1,1,1,0.208333333333333,0.2,419430397.854167,1.09861228866811,3,0.272370499907228,0.444444444444444,0
"Brown Inca",1,0.0769230769230769,1,0,0.444444444444444,1,1,1,1,NA,0,0,0,NA,1677720700.50048,0,1,0.0907901666357427,0.0555555555555556,1
"Buff-tailed Coronet",1,0.0769230769230769,0.333333333333333,-0.666666666666667,0.555555555555556,1,1,1,0.333333333333333,1.6,0,0,0.145833333333333,0.125,1677720700.50048,0,1,0.0907901666357427,0.166666666666667,0.207518749639422
"Green-crowned Woodnymph",1,0.0769230769230769,0.25,-0.75,0.666666666666667,1,1,1,0.25,1.4,0,0,0.166666666666667,0.142857142857143,1677720700.50048,0,1,0.0907901666357427,0.222222222222222,0
"Gorgeted Sunangel",1,0.0769230769230769,1,0,0.777777777777778,1,1,1,1,NA,0,0,0,NA,1677720700.50048,0,1,0.0907901666357427,0.0555555555555556,1
"Green-crowned Brilliant",1,0.0769230769230769,1,0,0.888888888888889,1,1,1,1,NA,0,0,0,NA,1677720700.50048,0,1,0.0907901666357427,0.0555555555555556,1
"Stripe-throated Hermit",1,0.0769230769230769,0.25,-0.75,1,1,1,1,0.25,1.4,0,0,0.166666666666667,0.142857142857143,1677720700.50048,0,1,0.0907901666357427,0.222222222222222,0
"Tawny-bellied Hermit",3,0.230769230769231,3,0.666666666666667,0.222222222222222,0.833333333333333,0.833333333333333,0.52704627669473,1,NA,0,0,0,NA,419430397.854167,1.09861228866811,3,0.272370499907228,0.166666666666667,1
"Violet-tailed Sylph",4,0.307692307692308,3.33333333333333,0.583333333333333,0,0.75,0.75,0.433012701892219,0.833333333333333,1.6,0,0,0.145833333333333,0.125,6710885302.00018,1.38629436111989,4,0.363160666542971,0.333333333333333,0.55788589130226
"White-whiskered Hermit",2,0.153846153846154,1.25,0.125,0.333333333333333,0.916666666666667,0.916666666666667,0.67700320038633,0.625,1.4,0,0,0.166666666666667,0.142857142857143,2941562359.8741,0.693147180559945,2,0.181580333271485,0.277777777777778,0.44211410869774
