"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","species.specificity.index","resource.range","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.similarity","proportional.generality","d"
"Besleria solanoides",1,0.125,0.125,-0.875,0.636363636363636,1,1,1,1,1.36363636363636,0,0,0.0833333333333333,0.0546519193233572,1677720700.50048,0,1,0.296296296296296,0.157419657161111,0
"Columnea ciliata",3,0.375,0.625,-0.125,0.181818181818182,0.714285714285714,0.487950036474267,0.714285714285714,1,1.18181818181818,0.152777777777778,0.153333333333333,0.0925925925925926,0.0792452830188679,419430397.854167,1.09861228866811,3,0.592592592592593,0.472258971483334,0.0439676668106251
"Columnea mastersonii",3,0.375,0.7,-0.1,0.272727272727273,0.714285714285714,0.487950036474267,0.714285714285714,1,1.36363636363636,0.125,0.0666666666666667,0.0833333333333333,0.0699223085460599,419430397.854167,1.09861228866811,3,0.481481481481481,0.472258971483334,0.136576047598482
"Gasteranthus quitensis",1,0.125,0.125,-0.875,0.727272727272727,1,1,1,1,1.36363636363636,0,0,0.0833333333333333,0.0546519193233572,1677720700.50048,0,1,0.296296296296296,0.157419657161111,0
"Glossoloma purpureum",1,0.125,0.25,-0.75,0.818181818181818,1,1,1,1,1.72727272727273,0,0,0.0648148148148148,0.0444366073002998,1677720700.50048,0,1,0.148148148148148,0.157419657161111,0.333333333333333
"Guzmania amplectens",1,0.125,0.2,-0.8,0.909090909090909,1,1,1,1,1.63636363636364,0,0,0.0694444444444444,0.0470764057537829,1677720700.50048,0,1,0.185185185185185,0.157419657161111,0.226023968370879
"Heliconia griggsiana",4,0.5,0.908333333333333,-0.0229166666666667,0.0909090909090909,0.571428571428571,0.377964473009227,0.571428571428571,1,1,0.416666666666667,0.42,0.101851851851852,0.0897116411534354,6710885302.00018,1.38629436111989,4,0.694444444444444,0.629678628644445,0.0445227097928885
"Meriania tomentosa",2,0.25,1.125,0.0625,0.454545454545455,0.857142857142857,0.654653670707977,0.857142857142857,1,1.36363636363636,0,0,0.0833333333333333,0.0546519193233572,2941562359.8741,0.693147180559945,2,0.333333333333333,0.314839314322223,0.436294525872677
"Palicourea demissa",5,0.625,1.90833333333333,0.181666666666667,0,0.428571428571429,0.29277002188456,0.428571428571429,1,1.09090909090909,0.263888888888889,0.36,0.0972222222222222,0.0880503144654088,838860790,1.6094379124341,5,0.681481481481481,0.787098285805557,0.183370318283496
"Psammisia aberrans",1,0.125,0.2,-0.8,1,1,1,1,1,1.63636363636364,0,0,0.0694444444444444,0.0470764057537829,1677720700.50048,0,1,0.185185185185185,0.157419657161111,0.226023968370879
"Sarcopera anomala",2,0.25,1.125,0.0625,0.545454545454545,0.857142857142857,0.654653670707977,0.857142857142857,1,1.36363636363636,0,0,0.0833333333333333,0.0546519193233572,2941562359.8741,0.693147180559945,2,0.333333333333333,0.314839314322223,0.436294525872677
"Stromanthe stromanthoides",3,0.375,0.708333333333333,-0.0972222222222222,0.363636363636364,0.714285714285714,0.487950036474267,0.714285714285714,1,1.27272727272727,0.0416666666666667,0,0.087962962962963,0.0766889835666464,419430397.854167,1.09861228866811,3,0.555555555555556,0.472258971483334,0.100651848067287
