"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Booted Racket-tail",1,0.0555555555555556,0.333333333333333,-0.666666666666667,0.75,1,1,1,0.333333333333333,2.45454545454545,0,0,0.055746140651801,0.0341137123745819,1677720700.50048,0,1,0.0666089904475316,0.0731707317073171,0.43542496594642
"Brown Inca",5,0.277777777777778,2.30952380952381,0.261904761904762,0.166666666666667,0.764705882352941,0.764705882352941,0.391076944437522,0.461904761904762,1.45454545454545,0.0182926829268293,0,0.0909090909090909,0.0615942028985507,838860790,1.6094379124341,5,0.333044952237658,0.390243902439024,0.270330157513417
"Collared Inca",1,0.0555555555555556,0.142857142857143,-0.857142857142857,0.833333333333333,1,1,1,0.142857142857143,1.54545454545455,0,0,0.0857632933104631,0.0476858345021038,1677720700.50048,0,1,0.0666089904475316,0.170731707317073,0
"Gorgeted Sunangel",3,0.166666666666667,1.47619047619048,0.158730158730159,0.416666666666667,0.882352941176471,0.882352941176471,0.54232614454664,0.492063492063492,1.54545454545455,0,0,0.0857632933104631,0.0547504025764895,419430397.854167,1.09861228866811,3,0.199826971342595,0.268292682926829,0.312875576684143
"Green-crowned Brilliant",1,0.0555555555555556,0.5,-0.5,0.916666666666667,1,1,1,0.5,2.27272727272727,0,0,0.055746140651801,0.0353369132166984,1677720700.50048,0,1,0.0666089904475316,0.0487804878048781,0.643792812891978
"Green-crowned Woodnymph",2,0.111111111111111,0.666666666666667,-0.166666666666667,0.583333333333333,0.941176470588235,0.941176470588235,0.685994340570035,0.333333333333333,1.72727272727273,0.0780487804878049,0.0269360269360269,0.0754716981132075,0.0430561418319966,2941562359.8741,0.693147180559945,2,0.133217980895063,0.146341463414634,0.340609326160269
"Green-fronted Lancebill",1,0.0555555555555556,1,0,1,1,1,1,1,NA,0,0,0,NA,1677720700.50048,0,1,0.0666089904475316,0.024390243902439,1
"Rufous-tailed Hummingbird",4,0.222222222222222,1.05952380952381,0.0148809523809524,0.25,0.823529411764706,0.823529411764706,0.453742606486515,0.264880952380952,1.18181818181818,0.27520325203252,0.244107744107744,0.102915951972556,0.0692934782608696,6710885302.00018,1.38629436111989,4,0.266435961790127,0.414634146341463,0
"Speckled Hummingbird",2,0.111111111111111,0.476190476190476,-0.261904761904762,0.666666666666667,0.941176470588235,0.941176470588235,0.685994340570035,0.238095238095238,1.54545454545455,0,0,0.0857632933104631,0.0547504025764895,2941562359.8741,0.693147180559945,2,0.133217980895063,0.24390243902439,0.0863338584331534
"Stripe-throated Hermit",3,0.166666666666667,1.08333333333333,0.0277777777777778,0.5,0.882352941176471,0.882352941176471,0.54232614454664,0.361111111111111,1.63636363636364,0.149593495934959,0.195286195286195,0.0806174957118353,0.0583524027459954,419430397.854167,1.09861228866811,3,0.199826971342595,0.219512195121951,0.282738606755849
"Tawny-bellied Hermit",7,0.388888888888889,3.72619047619048,0.389455782312925,0,0.647058823529412,0.647058823529412,0.30403449605253,0.532312925170068,1.27272727272727,0.118292682926829,0.326599326599327,0.0977701543739279,0.0727013542409123,838860799.928571,1.94591014905531,7,0.466262933132721,0.45993031358885,0.340857126504406
"Violet-tailed Sylph",7,0.388888888888889,3.30952380952381,0.329931972789116,0.0833333333333333,0.647058823529412,0.647058823529412,0.30403449605253,0.472789115646258,1.36363636363636,0.26219512195122,0.202020202020202,0.0960548885077187,0.0677066047129107,838860799.928571,1.94591014905531,7,0.466262933132721,0.45993031358885,0.294913456336978
"White-whiskered Hermit",4,0.222222222222222,1.91666666666667,0.229166666666667,0.333333333333333,0.823529411764706,0.823529411764706,0.453742606486515,0.479166666666667,1.45454545454545,0.0983739837398374,0.00505050505050505,0.0874785591766724,0.0568561872909699,6710885302.00018,1.38629436111989,4,0.266435961790127,0.268292682926829,0.351918818065735
