"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Andean Emerald",1,0.0526315789473684,0.166666666666667,-0.833333333333333,0.75,1,1,1,0.166666666666667,2.0625,0,0,0.0579053373615307,0.0267737617135207,1677720700.50048,0,1,0.0601151511500197,0.125,0
"Booted Racket-tail",3,0.157894736842105,1.16666666666667,0.0555555555555556,0.25,0.888888888888889,0.888888888888889,0.544331053951817,0.388888888888889,1.625,0.108527131782946,0.0227272727272727,0.0684793554884189,0.0315208825847124,419430397.854167,1.09861228866811,3,0.180345453450059,0.208333333333333,0.336175600691239
"Brown Inca",2,0.105263157894737,0.7,-0.15,0.5,0.944444444444444,0.944444444444444,0.687184270936277,0.35,1.875,0.116279069767442,0.113636363636364,0.0604229607250755,0.028673835125448,2941562359.8741,0.693147180559945,2,0.120230302300039,0.145833333333333,0.323007507471155
"Buff-tailed Coronet",6,0.315789473684211,3.5,0.416666666666667,0.0625,0.722222222222222,0.722222222222222,0.346944333244355,0.583333333333333,1.625,0.121447028423773,0.143939393939394,0.0684793554884189,0.0386473429951691,838860795.708333,1.79175946922805,6,0.360690906900118,0.3125,0.48910994360558
"Collared Inca",3,0.157894736842105,1.03333333333333,0.0111111111111111,0.3125,0.888888888888889,0.888888888888889,0.544331053951817,0.344444444444444,1.9375,0,0,0.0574018126888218,0.0386473429951691,419430397.854167,1.09861228866811,3,0.180345453450059,0.208333333333333,0.289565901227916
"Fawn-breasted Brilliant",1,0.0526315789473684,0.166666666666667,-0.833333333333333,0.8125,1,1,1,0.166666666666667,2.0625,0,0,0.0579053373615307,0.0267737617135207,1677720700.50048,0,1,0.0601151511500197,0.125,0
"Gorgeted Sunangel",5,0.263157894736842,1.7,0.14,0.125,0.777777777777778,0.777777777777778,0.394405318873308,0.34,1.5,0.249354005167959,0.333333333333333,0.0725075528700906,0.044004400440044,838860790,1.6094379124341,5,0.300575755750098,0.333333333333333,0.230182168688931
"Green-crowned Woodnymph",2,0.105263157894737,0.666666666666667,-0.166666666666667,0.5625,0.944444444444444,0.944444444444444,0.687184270936277,0.333333333333333,2.0625,0,0,0.0579053373615307,0.0310800310800311,2941562359.8741,0.693147180559945,2,0.120230302300039,0.166666666666667,0.269402398347833
"Green-fronted Lancebill",2,0.105263157894737,1.2,0.1,0.625,0.944444444444444,0.944444444444444,0.687184270936277,0.6,1.9375,0,0,0.0574018126888218,0.0276052449965493,2941562359.8741,0.693147180559945,2,0.120230302300039,0.125,0.526802554561661
"Hoary Puffleg",1,0.0526315789473684,0.333333333333333,-0.666666666666667,0.875,1,1,1,0.333333333333333,2.3125,0,0,0.0473313192346425,0.0244200244200244,1677720700.50048,0,1,0.0601151511500197,0.0625,0.386852807234542
"Rufous-tailed Hummingbird",3,0.157894736842105,1,1.85037170770859e-17,0.375,0.888888888888889,0.888888888888889,0.544331053951817,0.333333333333333,2.0625,0,0,0.0533736153071501,0.03613369467028,419430397.854167,1.09861228866811,3,0.180345453450059,0.208333333333333,0.276085246930209
"Speckled Hummingbird",1,0.0526315789473684,0.333333333333333,-0.666666666666667,0.9375,1,1,1,0.333333333333333,2.0625,0,0,0.0513595166163142,0.0252525252525253,1677720700.50048,0,1,0.0601151511500197,0.0625,0.386852807234542
"Stripe-throated Hermit",5,0.263157894736842,2.16666666666667,0.233333333333333,0.1875,0.777777777777778,0.777777777777778,0.394405318873308,0.433333333333333,1.625,0.127906976744186,0.117424242424242,0.0704934541792548,0.0376647834274953,838860790,1.6094379124341,5,0.300575755750098,0.354166666666667,0.277061694337431
"Tawny-bellied Hermit",7,0.368421052631579,2.53333333333333,0.219047619047619,0,0.666666666666667,0.666666666666667,0.308606699924184,0.361904761904762,1.5,0.251937984496124,0.261363636363636,0.0725075528700906,0.0431499460625674,838860799.928571,1.94591014905531,7,0.420806058050138,0.458333333333333,0.201649264279351
"Violet-tailed Sylph",2,0.105263157894737,0.833333333333333,-0.0833333333333333,0.6875,0.944444444444444,0.944444444444444,0.687184270936277,0.416666666666667,2,0.0245478036175711,0.00757575757575758,0.054380664652568,0.0261437908496732,2941562359.8741,0.693147180559945,2,0.120230302300039,0.104166666666667,0.473197445438339
"Wedge-billed Hummingbird",1,0.0526315789473684,0.5,-0.5,1,1,1,1,0.5,2.8125,0,0,0.0387713997985901,0.018140589569161,1677720700.50048,0,1,0.0601151511500197,0.0416666666666667,0.613147192765458
"White-whiskered Hermit",3,0.157894736842105,1,1.85037170770859e-17,0.4375,0.888888888888889,0.888888888888889,0.544331053951817,0.333333333333333,2.0625,0,0,0.0533736153071501,0.0347222222222222,419430397.854167,1.09861228866811,3,0.180345453450059,0.208333333333333,0.276085246930209
