"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Booted Racket-tail",8,0.275862068965517,1.90952380952381,0.113690476190476,0.176470588235294,0.75,0.75,0.306186217847897,0.238690476190476,1.125,0.386742424242424,0.25,0.0792253521126761,0.0419374682393217,13421770604.0004,2.07944154167984,8,0.323157148284453,0.423529411764706,0.0770797287121089
"Brown Inca",12,0.413793103448276,4.4,0.283333333333333,0.0588235294117647,0.607142857142857,0.607142857142857,0.224933852710609,0.366666666666667,1.4375,0.131628787878788,0.166216216216216,0.0660211267605634,0.0424410841242917,1677721591.41667,2.484906649788,12,0.48473572242668,0.482352941176471,0.233443739442224
"Buff-tailed Coronet",2,0.0689655172413793,1.14285714285714,0.0714285714285714,0.588235294117647,0.964285714285714,0.964285714285714,0.694365074829414,0.571428571428571,1.6875,0,0,0.0572183098591549,0.0205367316734555,2941562359.8741,0.693147180559945,2,0.0807892870711133,0.0941176470588235,0.479378771324088
"Collared Inca",4,0.137931034482759,1.05952380952381,0.0148809523809524,0.470588235294118,0.892857142857143,0.892857142857143,0.472455591261534,0.264880952380952,1.5,0.0136363636363636,0,0.0633802816901409,0.0316580073761004,6710885302.00018,1.38629436111989,4,0.161578574142227,0.223529411764706,0.163793120090963
"Green-crowned Woodnymph",3,0.103448275862069,0.783333333333333,-0.0722222222222222,0.529411764705882,0.928571428571429,0.928571428571429,0.556348640264187,0.261111111111111,1.75,0.00473484848484848,0,0.0545774647887324,0.0304432521987872,419430397.854167,1.09861228866811,3,0.12118393060667,0.141176470588235,0.234287969953594
"Fawn-breasted Brilliant",1,0.0344827586206897,0.333333333333333,-0.666666666666667,0.705882352941177,1,1,1,0.333333333333333,2.1875,0,0,0.0431338028169014,0.0184772020236936,1677720700.50048,0,1,0.0403946435355566,0.0352941176470588,0.43542496594642
"Gorgeted Sunangel",6,0.206896551724138,1.50952380952381,0.0849206349206349,0.235294117647059,0.821428571428571,0.821428571428571,0.370006434950477,0.251587301587302,1.5,0.0136363636363636,0.00405405405405405,0.0633802816901409,0.0375251284342193,838860795.708333,1.79175946922805,6,0.24236786121334,0.329411764705882,0.114489799784802
"Green-crowned Brilliant",1,0.0344827586206897,0.333333333333333,-0.666666666666667,0.764705882352941,1,1,1,0.333333333333333,2.0625,0,0,0.0448943661971831,0.0188627040552408,1677720700.50048,0,1,0.0403946435355566,0.0352941176470588,0.43542496594642
"Green-fronted Lancebill",1,0.0344827586206897,1,0,0.823529411764706,1,1,1,1,NA,0,0,0,NA,1677720700.50048,0,1,0.0403946435355566,0.0117647058823529,1
"Green Violetear",1,0.0344827586206897,0.25,-0.75,0.882352941176471,1,1,1,0.25,1.875,0,0,0.0492957746478873,0.0201117605058723,1677720700.50048,0,1,0.0403946435355566,0.0470588235294118,0.287585625783956
"Hoary Puffleg",2,0.0689655172413793,0.392857142857143,-0.303571428571429,0.647058823529412,0.964285714285714,0.964285714285714,0.694365074829414,0.196428571428571,1.6875,0,0,0.0572183098591549,0.0282734785875282,2941562359.8741,0.693147180559945,2,0.0807892870711133,0.129411764705882,0.10848072449335
"Rufous-tailed Hummingbird",1,0.0344827586206897,0.2,-0.8,0.941176470588235,1,1,1,0.2,1.875,0,0,0.051056338028169,0.0186098770023223,1677720700.50048,0,1,0.0403946435355566,0.0588235294117647,0.172912524653084
"Sparkling Violetear",1,0.0344827586206897,0.25,-0.75,1,1,1,1,0.25,1.875,0,0,0.0492957746478873,0.0201117605058723,1677720700.50048,0,1,0.0403946435355566,0.0470588235294118,0.287585625783956
"Speckled Hummingbird",5,0.172413793103448,1.00952380952381,0.00190476190476189,0.294117647058824,0.857142857142857,0.857142857142857,0.414039335605413,0.201904761904762,1.5,0.0136363636363636,0.00405405405405405,0.0633802816901409,0.0370247933884298,838860790,1.6094379124341,5,0.201973217677783,0.305882352941176,0.0520999264302104
"Stripe-throated Hermit",5,0.172413793103448,2.2,0.24,0.352941176470588,0.857142857142857,0.857142857142857,0.414039335605413,0.44,1.75,0.00473484848484848,0,0.0545774647887324,0.0311257270279033,838860790,1.6094379124341,5,0.201973217677783,0.176470588235294,0.427354154822187
"Tawny-bellied Hermit",15,0.517241379310345,6.73333333333333,0.382222222222222,0,0.5,0.5,0.182574185835055,0.448888888888889,1.375,0.152462121212121,0.172297297297297,0.0686619718309859,0.0433400591503358,6710886140.83334,2.70805020110221,15,0.605919653033349,0.537254901960784,0.301466462353045
"Violet-tailed Sylph",12,0.413793103448276,4.12619047619048,0.260515873015873,0.117647058823529,0.607142857142857,0.607142857142857,0.224933852710609,0.343849206349206,1.25,0.232386363636364,0.388513513513513,0.073943661971831,0.0462259608297874,1677721591.41667,2.484906649788,12,0.48473572242668,0.541176470588235,0.169301299476604
"White-whiskered Hermit",5,0.172413793103448,1.36666666666667,0.0733333333333333,0.411764705882353,0.857142857142857,0.857142857142857,0.414039335605413,0.273333333333333,1.5625,0.0464015151515151,0.0148648648648649,0.0607394366197183,0.0346797797126238,838860790,1.6094379124341,5,0.201973217677783,0.223529411764706,0.231932757875378
