"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Booted Racket-tail",2,0.181818181818182,0.833333333333333,-0.0833333333333333,0.444444444444444,0.9,0.9,0.670820393249937,0.416666666666667,2.11111111111111,0.19047619047619,0.19047619047619,0.0909345271404589,0.0454545454545455,2941562359.8741,0.693147180559945,2,0.217130592402071,0.217391304347826,0.401895995498156
"Brown Inca",2,0.181818181818182,0.45,-0.275,0.555555555555556,0.9,0.9,0.670820393249937,0.225,1.55555555555556,0.0595238095238095,0.0595238095238095,0.114717403469502,0.0690909090909091,2941562359.8741,0.693147180559945,2,0.217130592402071,0.391304347826087,0
"Buff-tailed Coronet",1,0.0909090909090909,0.5,-0.5,0.777777777777778,1,1,1,0.5,2.66666666666667,0,0,0.0691102406267487,0.0359848484848485,1677720700.50048,0,1,0.108565296201035,0.0869565217391304,0.569323441926607
"Collared Inca",3,0.272727272727273,0.95,-0.0166666666666666,0.222222222222222,0.8,0.8,0.516397779494322,0.316666666666667,1.44444444444444,0.19047619047619,0.214285714285714,0.123111359820929,0.071969696969697,419430397.854167,1.09861228866811,3,0.325695888603106,0.478260869565217,0.0990305290495895
"Gorgeted Sunangel",4,0.363636363636364,2.7,0.425,0,0.7,0.7,0.418330013267038,0.675,1.77777777777778,0.19047619047619,0.19047619047619,0.110520425293788,0.0539772727272727,6710885302.00018,1.38629436111989,4,0.434261184804141,0.391304347826087,0.519041448694803
"Green-fronted Lancebill",1,0.0909090909090909,0.2,-0.8,0.888888888888889,1,1,1,0.2,1.88888888888889,0,0,0.102126468942362,0.0508021390374331,1677720700.50048,0,1,0.108565296201035,0.217391304347826,0
"Sparkling Violetear",1,0.0909090909090909,0.5,-0.5,1,1,1,1,0.5,3,0,0,0.0621152770005596,0.031986531986532,1677720700.50048,0,1,0.108565296201035,0.0869565217391304,0.569323441926607
"Speckled Hummingbird",2,0.181818181818182,0.833333333333333,-0.0833333333333333,0.666666666666667,0.9,0.9,0.670820393249937,0.416666666666667,1.77777777777778,0.0595238095238095,0.0595238095238095,0.097929490766648,0.0575757575757576,2941562359.8741,0.693147180559945,2,0.217130592402071,0.217391304347826,0.401895995498156
"Tawny-bellied Hermit",4,0.363636363636364,2.45,0.3625,0.111111111111111,0.7,0.7,0.418330013267038,0.6125,1.55555555555556,0.0595238095238095,0.0595238095238095,0.114717403469502,0.0690909090909091,6710885302.00018,1.38629436111989,4,0.434261184804141,0.478260869565217,0.374258498080845
"Violet-tailed Sylph",3,0.272727272727273,1.58333333333333,0.194444444444445,0.333333333333333,0.8,0.8,0.516397779494322,0.527777777777778,1.55555555555556,0.25,0.226190476190476,0.114717403469502,0.0616883116883117,419430397.854167,1.09861228866811,3,0.325695888603106,0.347826086956522,0.393088048154066
