"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Booted Racket-tail",1,0.0666666666666667,0.142857142857143,-0.857142857142857,0.636363636363636,1,1,1,0.142857142857143,1.4,0,0,0.1,0.0687830687830688,1677720700.50048,0,1,0.085102687133643,0.259259259259259,0
"Brown Inca",3,0.2,2.5,0.5,0.181818181818182,0.857142857142857,0.857142857142857,0.534522483824849,0.833333333333333,2,0,0,0.0666666666666667,0.0476190476190476,419430397.854167,1.09861228866811,3,0.255308061400929,0.148148148148148,0.814550976584631
"Buff-tailed Coronet",3,0.2,1.83333333333333,0.277777777777778,0.272727272727273,0.857142857142857,0.857142857142857,0.534522483824849,0.611111111111111,1.9,0,0,0.0729166666666667,0.0515873015873016,419430397.854167,1.09861228866811,3,0.255308061400929,0.222222222222222,0.520621228675912
"Green-crowned Woodnymph",1,0.0666666666666667,0.142857142857143,-0.857142857142857,0.727272727272727,1,1,1,0.142857142857143,1.4,0,0,0.1,0.0687830687830688,1677720700.50048,0,1,0.085102687133643,0.259259259259259,0
"Gorgeted Sunangel",2,0.133333333333333,0.833333333333333,-0.0833333333333333,0.545454545454545,0.928571428571429,0.928571428571429,0.681385143869247,0.416666666666667,1.9,0,0,0.0729166666666667,0.0515873015873016,2941562359.8741,0.693147180559945,2,0.170205374267286,0.185185185185185,0.411480944588517
"Rufous-tailed Hummingbird",1,0.0666666666666667,0.142857142857143,-0.857142857142857,0.818181818181818,1,1,1,0.142857142857143,1.4,0,0,0.1,0.0687830687830688,1677720700.50048,0,1,0.085102687133643,0.259259259259259,0
"Speckled Hummingbird",1,0.0666666666666667,1,0,0.909090909090909,1,1,1,1,NA,0,0,0,NA,1677720700.50048,0,1,0.085102687133643,0.037037037037037,1
"Stripe-throated Hermit",3,0.2,2,0.333333333333333,0.363636363636364,0.857142857142857,0.857142857142857,0.534522483824849,0.666666666666667,2.2,0,0,0.0625,0.0546218487394958,419430397.854167,1.09861228866811,3,0.255308061400929,0.185185185185185,0.629101953169262
"Tawny-bellied Hermit",4,0.266666666666667,3.14285714285714,0.535714285714286,0,0.785714285714286,0.785714285714286,0.443202630213959,0.785714285714286,1.4,0,0,0.1,0.0687830687830688,6710885302.00018,1.38629436111989,4,0.340410748534572,0.361111111111111,0.56082360490208
"Violet-tailed Sylph",4,0.266666666666667,1.97619047619048,0.244047619047619,0.0909090909090909,0.785714285714286,0.785714285714286,0.443202630213959,0.494047619047619,1.1,0.71875,0.71875,0.11875,0.0884353741496599,6710885302.00018,1.38629436111989,4,0.340410748534572,0.472222222222222,0.156437788342072
"Wedge-billed Hummingbird",1,0.0666666666666667,0.142857142857143,-0.857142857142857,1,1,1,1,0.142857142857143,1.4,0,0,0.1,0.0687830687830688,1677720700.50048,0,1,0.085102687133643,0.259259259259259,0
"White-whiskered Hermit",3,0.2,1.14285714285714,0.0476190476190476,0.454545454545455,0.857142857142857,0.857142857142857,0.534522483824849,0.380952380952381,1.3,0.28125,0.28125,0.10625,0.0742857142857143,419430397.854167,1.09861228866811,3,0.255308061400929,0.407407407407407,0.108480724493351
