"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Booted Racket-tail",2,0.133333333333333,0.225,-0.3875,0.466666666666667,0.928571428571429,0.928571428571429,0.681385143869247,0.1125,1.14285714285714,0.0833333333333333,0,0.0747126436781609,0.0608108108108108,2941562359.8741,0.693147180559945,2,0.180346061667991,0.409090909090909,0
"Brown Inca",4,0.266666666666667,1.05833333333333,0.0145833333333333,0.0666666666666667,0.785714285714286,0.785714285714286,0.443202630213959,0.264583333333333,1.14285714285714,0.0833333333333333,0.285805017465862,0.0747126436781609,0.0703125,6710885302.00018,1.38629436111989,4,0.360692123335981,0.522727272727273,0.100939844883649
"Buff-tailed Coronet",4,0.266666666666667,1.05833333333333,0.0145833333333333,0.133333333333333,0.785714285714286,0.785714285714286,0.443202630213959,0.264583333333333,1.07142857142857,0.199074074074074,0.257542076849794,0.0775862068965517,0.0692307692307692,6710885302.00018,1.38629436111989,4,0.360692123335981,0.522727272727273,0.100939844883649
"Collared Inca",4,0.266666666666667,1.95833333333333,0.239583333333333,0.2,0.785714285714286,0.785714285714286,0.443202630213959,0.489583333333333,1.5,0,0.00635122261035249,0.0603448275862069,0.0489130434782609,6710885302.00018,1.38629436111989,4,0.360692123335981,0.318181818181818,0.436254751496213
"Green-crowned Woodnymph",2,0.133333333333333,0.35,-0.325,0.533333333333333,0.928571428571429,0.928571428571429,0.681385143869247,0.175,1.28571428571429,0.0648148148148148,0,0.0689655172413793,0.0523255813953488,2941562359.8741,0.693147180559945,2,0.180346061667991,0.318181818181818,0.158179590939782
"Fawn-breasted Brilliant",1,0.0666666666666667,0.1,-0.9,0.733333333333333,1,1,1,0.1,1.35714285714286,0,0,0.0660919540229885,0.0445544554455446,1677720700.50048,0,1,0.0901730308339953,0.227272727272727,0
"Gorgeted Sunangel",2,0.133333333333333,0.458333333333333,-0.270833333333333,0.6,0.928571428571429,0.928571428571429,0.681385143869247,0.229166666666667,1.42857142857143,0.0462962962962963,0,0.0632183908045977,0.0459183673469388,2941562359.8741,0.693147180559945,2,0.180346061667991,0.25,0.274752507161686
"Hoary Puffleg",1,0.0666666666666667,1,0,0.8,1,1,1,1,NA,0,0,0,NA,1677720700.50048,0,1,0.0901730308339953,0.0227272727272727,1
"Purple-bibbed Whitetip",1,0.0666666666666667,0.1,-0.9,0.866666666666667,1,1,1,0.1,1.35714285714286,0,0,0.0660919540229885,0.0445544554455446,1677720700.50048,0,1,0.0901730308339953,0.227272727272727,0
"Rufous-tailed Hummingbird",1,0.0666666666666667,0.1,-0.9,0.933333333333333,1,1,1,0.1,1.35714285714286,0,0,0.0660919540229885,0.0445544554455446,1677720700.50048,0,1,0.0901730308339953,0.227272727272727,0
"Speckled Hummingbird",2,0.133333333333333,0.833333333333333,-0.0833333333333333,0.666666666666667,0.928571428571429,0.928571428571429,0.681385143869247,0.416666666666667,1.78571428571429,0,0,0.0488505747126437,0.0352941176470588,2941562359.8741,0.693147180559945,2,0.180346061667991,0.113636363636364,0.591111689041251
"Stripe-throated Hermit",3,0.2,1.08333333333333,0.0277777777777778,0.333333333333333,0.857142857142857,0.857142857142857,0.534522483824849,0.361111111111111,1.78571428571429,0,0,0.0488505747126437,0.0523255813953488,419430397.854167,1.09861228866811,3,0.270519092501986,0.204545454545455,0.449050454601024
"Tawny-bellied Hermit",9,0.6,4.30833333333333,0.367592592592593,0,0.428571428571429,0.428571428571429,0.218217890235992,0.478703703703704,1,0.333333333333333,0.429977770720864,0.0804597701149425,0.0743801652892562,3355443071.16667,2.19722457733622,9,0.811557277505958,0.563131313131313,0.212934183369566
"Violet-tailed Sylph",3,0.2,1.45833333333333,0.152777777777778,0.4,0.857142857142857,0.857142857142857,0.534522483824849,0.486111111111111,1.5,0,0,0.0603448275862069,0.0463917525773196,419430397.854167,1.09861228866811,3,0.270519092501986,0.272727272727273,0.449050454601024
"White-necked Jacobin",1,0.0666666666666667,0.1,-0.9,1,1,1,1,0.1,1.35714285714286,0,0,0.0660919540229885,0.0445544554455446,1677720700.50048,0,1,0.0901730308339953,0.227272727272727,0
"White-whiskered Hermit",4,0.266666666666667,0.808333333333333,-0.0479166666666667,0.266666666666667,0.785714285714286,0.785714285714286,0.443202630213959,0.202083333333333,1.07142857142857,0.189814814814815,0.020323912353128,0.0775862068965517,0.0681818181818182,6710885302.00018,1.38629436111989,4,0.360692123335981,0.568181818181818,0
