"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Booted Racket-tail",2,0.117647058823529,0.583333333333333,-0.208333333333333,0.5,0.9375,0.9375,0.684653196881458,0.291666666666667,1.64285714285714,0.30379746835443,0.247422680412371,0.0664335664335664,0.0317766008666346,2941562359.8741,0.693147180559945,2,0.142374066198711,0.148936170212766,0.301079217333501
"Brown Inca",4,0.235294117647059,2.34285714285714,0.335714285714286,0.285714285714286,0.8125,0.8125,0.450693909432999,0.585714285714286,1.64285714285714,0.00210970464135021,0,0.0710955710955711,0.0345640219952867,6710885302.00018,1.38629436111989,4,0.284748132397423,0.297872340425532,0.457288282289724
"Buff-tailed Coronet",1,0.0588235294117647,0.333333333333333,-0.666666666666667,0.714285714285714,1,1,1,0.333333333333333,2,0,0,0.0536130536130536,0.0264095074226722,1677720700.50048,0,1,0.0711870330993557,0.0638297872340425,0.43542496594642
"Collared Inca",4,0.235294117647059,0.876190476190476,-0.030952380952381,0.357142857142857,0.8125,0.8125,0.450693909432999,0.219047619047619,1.57142857142857,0.010337552742616,0.0979381443298969,0.0745920745920746,0.0458174245053801,6710885302.00018,1.38629436111989,4,0.284748132397423,0.425531914893617,0.0439136841160222
"Fawn-breasted Brilliant",1,0.0588235294117647,0.333333333333333,-0.666666666666667,0.785714285714286,1,1,1,0.333333333333333,2.5,0,0,0.0454545454545455,0.0201035638135851,1677720700.50048,0,1,0.0711870330993557,0.0638297872340425,0.43542496594642
"Gorgeted Sunangel",5,0.294117647058824,2.06666666666667,0.213333333333333,0.142857142857143,0.75,0.75,0.387298334620742,0.413333333333333,1.57142857142857,0.0430379746835443,0,0.0745920745920746,0.0419180692283265,838860790,1.6094379124341,5,0.355935165496779,0.361702127659574,0.31764587038805
"Green-crowned Brilliant",1,0.0588235294117647,0.142857142857143,-0.857142857142857,0.857142857142857,1,1,1,0.142857142857143,1.71428571428571,0,0,0.0675990675990676,0.0291442197297536,1677720700.50048,0,1,0.0711870330993557,0.148936170212766,0
"Green-fronted Lancebill",2,0.117647058823529,0.342857142857143,-0.328571428571429,0.571428571428571,0.9375,0.9375,0.684653196881458,0.171428571428571,1.64285714285714,0.00210970464135021,0,0.0710955710955711,0.0345640219952867,2941562359.8741,0.693147180559945,2,0.142374066198711,0.25531914893617,0
"Purple-bibbed Whitetip",3,0.176470588235294,0.592857142857143,-0.135714285714286,0.428571428571429,0.875,0.875,0.540061724867322,0.197619047619048,1.35714285714286,0.105274261603376,0.0154639175257732,0.0804195804195804,0.0447761194029851,419430397.854167,1.09861228866811,3,0.213561099298067,0.340425531914894,0.0432048012136106
"Sparkling Violetear",1,0.0588235294117647,0.333333333333333,-0.666666666666667,0.928571428571429,1,1,1,0.333333333333333,2.5,0,0,0.0454545454545455,0.0201035638135851,1677720700.50048,0,1,0.0711870330993557,0.0638297872340425,0.43542496594642
"Speckled Hummingbird",5,0.294117647058824,1.36666666666667,0.0733333333333333,0.214285714285714,0.75,0.75,0.387298334620742,0.273333333333333,1.5,0.069620253164557,0.0154639175257732,0.0734265734265734,0.0474734759935263,838860790,1.6094379124341,5,0.355935165496779,0.404255319148936,0.171104872346479
"Stripe-throated Hermit",2,0.117647058823529,1.25,0.125,0.642857142857143,0.9375,0.9375,0.684653196881458,0.625,1.92857142857143,0,0,0.0571095571095571,0.027363184079602,2941562359.8741,0.693147180559945,2,0.142374066198711,0.106382978723404,0.610081956212427
"Tawny-bellied Hermit",6,0.352941176470588,3.09285714285714,0.348809523809524,0.0714285714285714,0.6875,0.6875,0.338501600193165,0.51547619047619,1.5,0.0419831223628692,0.0927835051546392,0.0780885780885781,0.0457111195761333,838860795.708333,1.79175946922805,6,0.427122198596134,0.425531914893617,0.37640574155006
"Violet-tailed Sylph",9,0.529411764705882,2.84285714285714,0.204761904761905,0,0.5,0.5,0.235702260395516,0.315873015873016,1.14285714285714,0.421729957805907,0.530927835051546,0.0909090909090909,0.0538292145828236,3355443071.16667,2.19722457733622,9,0.640683297894202,0.664302600472813,0.107182510549139
"White-sided Flowerpiercer",1,0.0588235294117647,0.5,-0.5,1,1,1,1,0.5,2.07142857142857,0,0,0.0501165501165501,0.0260601753139067,1677720700.50048,0,1,0.0711870330993557,0.0425531914893617,0.643792812891978
