"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","species.specificity.index","resource.range","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.similarity","proportional.generality","d"
"Besleria solanoides",4,0.266666666666667,1.14444444444444,0.0361111111111111,0.1875,0.785714285714286,0.443202630213959,0.785714285714286,1,1.4375,0.180722891566265,0.142405063291139,0.0638841567291312,0.0449438202247191,6710885302.00018,1.38629436111989,4,0.404255319148936,0.340492153201057,0.223289289905999
"Centropogon solanifolius",1,0.0666666666666667,0.166666666666667,-0.833333333333333,0.6875,1,1,1,1,1.75,0,0,0.0528109028960818,0.0281270927896421,1677720700.50048,0,1,0.127659574468085,0.0851230383002643,0.184535123214271
"Columnea medicinalis",1,0.0666666666666667,0.166666666666667,-0.833333333333333,0.75,1,1,1,1,1.75,0,0,0.0528109028960818,0.0281270927896421,1677720700.50048,0,1,0.127659574468085,0.0851230383002643,0.184535123214271
"Gasteranthus quitensis",4,0.266666666666667,0.977777777777778,-0.00555555555555556,0.25,0.785714285714286,0.443202630213959,0.785714285714286,1,1.25,0.23407917383821,0.210443037974684,0.0715502555366269,0.0479908588840221,6710885302.00018,1.38629436111989,4,0.468085106382979,0.340492153201057,0.127123827074631
"Glossoloma oblongicalyx",2,0.133333333333333,1.11111111111111,0.0555555555555556,0.5625,0.928571428571429,0.681385143869247,0.928571428571429,1,1.5,0,0,0.0613287904599659,0.0304458137006162,2941562359.8741,0.693147180559945,2,0.212765957446809,0.170246076600529,0.449176895247627
"Guzmania jaramilloi",2,0.133333333333333,0.277777777777778,-0.361111111111111,0.625,0.928571428571429,0.681385143869247,0.928571428571429,1,1.3125,0.0533562822719449,0.00632911392405063,0.0689948892674617,0.0396933739367846,2941562359.8741,0.693147180559945,2,0.319148936170213,0.170246076600529,0
"Guzmania squarrosa",3,0.2,0.561111111111111,-0.146296296296296,0.3125,0.857142857142857,0.534522483824849,0.857142857142857,1,1.4375,0.00516351118760757,0,0.0638841567291312,0.0435609334485739,419430397.854167,1.09861228866811,3,0.382978723404255,0.255369114900793,0.0724248924210612
"Macleania bullata",5,0.333333333333333,1.36666666666667,0.0733333333333333,0.0625,0.714285714285714,0.377964473009227,0.714285714285714,1,1.3125,0.19578313253012,0.0759493670886076,0.0706984667802385,0.0461651196873473,838860790,1.6094379124341,5,0.446808510638298,0.425615191501321,0.200976256808172
"Macleania stricta",5,0.333333333333333,1.09444444444444,0.0188888888888889,0.125,0.714285714285714,0.377964473009227,0.714285714285714,1,1.375,0.0322719449225473,0.166139240506329,0.0664395229982964,0.0511709760389874,838860790,1.6094379124341,5,0.553191489361702,0.425615191501321,0.0806533326961353
"Meriania tomentosa",3,0.2,1.31111111111111,0.103703703703704,0.375,0.857142857142857,0.534522483824849,0.857142857142857,1,1.375,0.0322719449225473,0.00316455696202532,0.0664395229982964,0.0359931441630166,419430397.854167,1.09861228866811,3,0.319148936170213,0.255369114900793,0.320047235158498
"Mezobromelia capituligera",7,0.466666666666667,2.61111111111111,0.23015873015873,0,0.571428571428571,0.285714285714286,0.571428571428571,1,1.1875,0.23407917383821,0.376582278481013,0.0741056218057922,0.0530898876404494,838860799.928571,1.94591014905531,7,0.56838905775076,0.59586126810185,0.227973171294164
"Psammisia ecuadorensis",1,0.0666666666666667,0.25,-0.75,0.8125,1,1,1,1,1.9375,0,0,0.0468483816013629,0.0263800683927699,1677720700.50048,0,1,0.0851063829787234,0.0851230383002643,0.369070246428543
"Psammisia sodiroi",3,0.2,0.511111111111111,-0.162962962962963,0.4375,0.857142857142857,0.534522483824849,0.857142857142857,1,1.375,0.0322719449225473,0.0189873417721519,0.0664395229982964,0.0437854743426387,419430397.854167,1.09861228866811,3,0.404255319148936,0.255369114900793,0.0325665978965569
"Renealmia sessilifolia",1,0.0666666666666667,0.25,-0.75,0.875,1,1,1,1,1.9375,0,0,0.0468483816013629,0.0263800683927699,1677720700.50048,0,1,0.0851063829787234,0.0851230383002643,0.369070246428543
"Sarcopera anomala",3,0.2,2.5,0.5,0.5,0.857142857142857,0.534522483824849,0.857142857142857,1,2.375,0,0,0.0374787052810903,0.0230200054809537,419430397.854167,1.09861228866811,3,0.0851063829787234,0.255369114900793,0.876188828631281
"Stromanthe stromanthoides",1,0.0666666666666667,0.5,-0.5,0.9375,1,1,1,1,2.1875,0,0,0.0400340715502555,0.0237937871777925,1677720700.50048,0,1,0.0425531914893617,0.0851230383002643,0.684535123214271
"Tillandsia complanata",1,0.0666666666666667,0.2,-0.8,1,1,1,1,1,1.875,0,0,0.0494037478705281,0.0272255834053587,1677720700.50048,0,1,0.106382978723404,0.0851230383002643,0.267513239641036
