"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Booted Racket-tail",1,0.0909090909090909,0.333333333333333,-0.666666666666667,0.444444444444444,1,1,1,0.333333333333333,1,0,0,0.0909090909090909,NA,1677720700.50048,0,1,0.105338259650466,0.157894736842105,0
"Brown Inca",2,0.181818181818182,1.33333333333333,0.166666666666667,0.222222222222222,0.9,0.9,0.670820393249937,0.666666666666667,1.5,0,0,0.136363636363636,0.133333333333333,2941562359.8741,0.693147180559945,2,0.210676519300932,0.210526315789474,0.5
"Collared Inca",2,0.181818181818182,0.666666666666667,-0.166666666666667,0.333333333333333,0.9,0.9,0.670820393249937,0.333333333333333,1.5,0,0,0.136363636363636,0.166666666666667,2941562359.8741,0.693147180559945,2,0.210676519300932,0.315789473684211,0
"Green-crowned Brilliant",1,0.0909090909090909,1,0,0.555555555555556,1,1,1,1,NA,0,0,0,NA,1677720700.50048,0,1,0.105338259650466,0.0526315789473684,1
"Rufous-tailed Hummingbird",1,0.0909090909090909,0.333333333333333,-0.666666666666667,0.666666666666667,1,1,1,0.333333333333333,1.5,0,0,0.136363636363636,0.133333333333333,1677720700.50048,0,1,0.105338259650466,0.157894736842105,0
"Speckled Hummingbird",1,0.0909090909090909,1,0,0.777777777777778,1,1,1,1,NA,0,0,0,NA,1677720700.50048,0,1,0.105338259650466,0.0526315789473684,1
"Stripe-throated Hermit",1,0.0909090909090909,0.333333333333333,-0.666666666666667,0.888888888888889,1,1,1,0.333333333333333,1,0,0,0.0909090909090909,NA,1677720700.50048,0,1,0.105338259650466,0.157894736842105,0
"Tawny-bellied Hermit",4,0.363636363636364,2.66666666666667,0.416666666666667,0.111111111111111,0.7,0.7,0.418330013267038,0.666666666666667,1.5,0,0,0.136363636363636,0.166666666666667,6710885302.00018,1.38629436111989,4,0.421353038601864,0.421052631578947,0.5
"Violet-tailed Sylph",5,0.454545454545455,3,0.4,0,0.6,0.6,0.346410161513775,0.6,1,1,1,0.181818181818182,0.222222222222222,838860790,1.6094379124341,5,0.52669129825233,0.578947368421053,0.25
"White-whiskered Hermit",1,0.0909090909090909,0.333333333333333,-0.666666666666667,1,1,1,1,0.333333333333333,1,0,0,0.0909090909090909,NA,1677720700.50048,0,1,0.105338259650466,0.157894736842105,0
