"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Brown Inca",2,0.222222222222222,0.533333333333333,-0.233333333333333,0.0833333333333333,0.875,0.875,0.661437827766148,0.266666666666667,1.6,0.0434782608695652,0.0434782608695652,0.102564102564103,0.0705467372134039,2941562359.8741,0.693147180559945,2,0.26725675237774,0.4,0.0960306349774337
"Collared Inca",2,0.222222222222222,0.7,-0.15,0.166666666666667,0.875,0.875,0.661437827766148,0.35,1.6,0.195652173913043,0.195652173913043,0.102564102564103,0.0595238095238095,2941562359.8741,0.693147180559945,2,0.26725675237774,0.35,0.231378213159759
"Gorgeted Sunangel",1,0.111111111111111,0.2,-0.8,0.416666666666667,1,1,1,0.2,1.7,0,0,0.0955710955710956,0.0560224089635854,1677720700.50048,0,1,0.13362837618887,0.25,0
"Green-crowned Woodnymph",1,0.111111111111111,0.25,-0.75,0.5,1,1,1,0.25,1.8,0,0,0.0885780885780886,0.054421768707483,1677720700.50048,0,1,0.13362837618887,0.2,0.138646883853214
"Green-fronted Lancebill",1,0.111111111111111,0.2,-0.8,0.583333333333333,1,1,1,0.2,1.7,0,0,0.0955710955710956,0.0560224089635854,1677720700.50048,0,1,0.13362837618887,0.25,0
"Rufous-tailed Hummingbird",1,0.111111111111111,1,0,0.666666666666667,1,1,1,1,NA,0,0,0,NA,1677720700.50048,0,1,0.13362837618887,0.05,1
"Sparkling Violetear",1,0.111111111111111,1,0,0.75,1,1,1,1,NA,0,0,0,NA,1677720700.50048,0,1,0.13362837618887,0.05,1
"Speckled Hummingbird",1,0.111111111111111,0.5,-0.5,0.833333333333333,1,1,1,0.5,2.5,0,0,0.0641025641025641,0.0380952380952381,1677720700.50048,0,1,0.13362837618887,0.1,0.569323441926607
"Stripe-throated Hermit",1,0.111111111111111,0.5,-0.5,0.916666666666667,1,1,1,0.5,2.6,0,0,0.0617715617715618,0.0373482726423903,1677720700.50048,0,1,0.13362837618887,0.1,0.569323441926607
"Tawny-bellied Hermit",4,0.444444444444444,1.78333333333333,0.195833333333333,0,0.625,0.625,0.395284707521047,0.445833333333333,1.2,0.565217391304348,0.565217391304348,0.125874125874126,0.082815734989648,6710885302.00018,1.38629436111989,4,0.53451350475548,0.65,0.144782950613958
"Violet-tailed Sylph",2,0.222222222222222,1.33333333333333,0.166666666666667,0.25,0.875,0.875,0.661437827766148,0.666666666666667,2,0,0,0.0792540792540793,0.0476190476190476,2941562359.8741,0.693147180559945,2,0.26725675237774,0.2,0.633274208657915
"Wedge-billed Hummingbird",1,0.111111111111111,0.25,-0.75,1,1,1,1,0.25,1.8,0,0,0.0885780885780886,0.054421768707483,1677720700.50048,0,1,0.13362837618887,0.2,0.138646883853214
"White-whiskered Hermit",2,0.222222222222222,0.75,-0.125,0.333333333333333,0.875,0.875,0.661437827766148,0.375,1.7,0.195652173913043,0.195652173913043,0.0955710955710956,0.0577200577200577,2941562359.8741,0.693147180559945,2,0.26725675237774,0.3,0.305865360520722
