"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Andean Emerald",1,0.0178571428571429,0.111271676300578,-0.888728323699422,0.782608695652174,1,1,1,0.111271676300578,1.34782608695652,0,0,0.0404542228530873,0.0147949330552063,NA,0,1,0.0242893170740351,0.040257791014221,0.153988024304548
"Booted Racket-tail",18,0.321428571428571,4.93276381456795,0.218486878587108,0.130434782608696,0.947243815227397,0.690909090909091,0.335717707845014,0.42379631310011,1.04347826086957,0.109965099865879,0.176573426573427,0.0479063165365507,0.0673943876778852,NA,2.36421768169158,10.6357150474109,0.25833425509565,0.280768755274603,0.489307897091567
"Brown Inca",29,0.517857142857143,7.32616086175371,0.218143477991507,0.0434782608695652,0.923386080527569,0.490909090909091,0.270158340165081,0.457956646280673,1.08695652173913,0.0698871409714783,0.253496503496503,0.0468417317246274,0.0703875554941627,NA,2.73164471177957,15.3581259494967,0.373038390850292,0.416609722433985,0.44870130550175
"Buff-tailed Coronet",13,0.232142857142857,3.28897968773195,0.176075360594765,0.347826086956522,0.979963361050489,0.781818181818182,0.502201793420327,0.454516144352073,1.04347826086957,0.109965099865879,0.0594405594405594,0.0479063165365507,0.0561659387882746,NA,1.82145659588374,6.18085490400507,0.150128744551984,0.271671222461131,0.493936922905938
"Collared Inca",14,0.25,2.05595438215077,0.0754253130107695,0.260869565217391,0.934488178050961,0.763636363636364,0.332520755683946,0.214965305761953,1.30434782608696,0.0837299659943175,0.00174825174825175,0.0415188076650106,0.0487789664195069,NA,2.28071655707917,9.78368846962478,0.237639111392298,0.310647683350324,0.285986305743247
"Green-crowned Woodnymph",7,0.125,2.56837181067515,0.224053115810736,0.478260869565217,0.957726098191214,0.890909090909091,0.461381860205914,0.476759304499763,1.26086956521739,0.00791979105232117,0,0.042583392476934,0.0329026076278104,NA,1.6085151349622,4.99538824078148,0.121334568888248,0.133711647841893,0.550675974516071
"Fawn-breasted Brilliant",10,0.178571428571429,1.18057832480937,0.0180578324809365,0.434782608695652,0.955356954946558,0.836363636363636,0.378884551642068,0.168384737276018,1.17391304347826,0.0477688623684372,0,0.0447125621007807,0.0204400387342328,NA,2.03313918014023,7.63802590307519,0.185522432979487,0.208454693264921,0.121751148477438
"Gorgeted Sunangel",15,0.267857142857143,3.01848804958961,0.134565869972641,0.173913043478261,0.942843036801584,0.745454545454545,0.337209157334471,0.297276096609857,1.17391304347826,0.119679647071568,0.00524475524475524,0.0447125621007807,0.0555071355142618,NA,2.29319605872841,9.90654905093011,0.240623311007523,0.286678925929645,0.403097408206341
"Green-crowned Brilliant",6,0.107142857142857,0.178263293289658,-0.136956117785057,0.565217391304348,0.971196970683975,0.909090909090909,0.493961357262795,0.043745263013814,1.1304347826087,0.0423484146375713,0,0.045777146912704,0.0105377798715154,NA,1.51057926837147,4.52935374591264,0.110014909274941,0.131817900414147,0
"Green-fronted Lancebill",3,0.0535714285714286,0.389685194716075,-0.203438268427975,0.739130434782609,0.981937017231135,0.963636363636364,0.663834218118978,0.175221504124375,1.52173913043478,0,0,0.0361958836053939,0.0181037707102749,NA,0.867742190013358,2.38152774167061,0.0578456824380483,0.0588306946022133,0.161422560196486
"Green Violetear",1,0.0178571428571429,0.0114613180515759,-0.988538681948424,0.956521739130435,1,1,1,0.0114613180515759,1.78260869565217,0,0,0.0305180979418027,0.00138162082890746,NA,0,1,0.0242893170740351,0.0342371455145877,0.111652378796165
"Hoary Puffleg",4,0.0714285714285714,1.13026911543121,0.0325672788578013,0.652173913043478,0.979374775422206,0.945454545454545,0.656573806389892,0.515003847994078,1.56521739130435,0.00301204819277108,0,0.0351312987934705,0.0116128804517079,NA,0.924183405737435,2.51980975780087,0.0612044581734731,0.0680601941723027,0.50683752922335
"Purple-bibbed Whitetip",6,0.107142857142857,0.340180929945781,-0.109969845009037,0.521739130434783,0.991229132055055,0.909090909090909,0.696297747237396,0.178632331218709,1.17391304347826,0.0435800792639914,0,0.0447125621007807,0.0243982944066147,NA,1.0423268413283,2.83580781833118,0.0688798352604739,0.172293704668512,0.124257701135869
"Rufous-tailed Hummingbird",1,0.0178571428571429,0.019990366088632,-0.980009633911368,0.826086956521739,1,1,1,0.019990366088632,1.34782608695652,0,0,0.0404542228530873,0.00283318722841447,NA,0,1,0.0242893170740351,0.040257791014221,0.0926836674381918
"Sparkling Violetear",3,0.0535714285714286,0.631618007953367,-0.122793997348878,0.695652173913043,0.999195610590959,0.963636363636364,0.957651240576384,0.57731731715594,1.21739130434783,0.0338352174638497,0.0384615384615385,0.0436479772888573,0.0426896773304048,NA,0.187726764914672,1.20650381113649,0.0293051536197261,0.0676532022833326,0.749358663122134
"Speckled Hummingbird",10,0.178571428571429,2.32707086194115,0.132707086194115,0.391304347826087,0.931378451288688,0.836363636363636,0.382476905990261,0.322451598699371,1.34782608695652,0.0226859820233314,0,0.0404542228530873,0.0566097507399326,NA,1.9864285958304,7.28945363358907,0.177055850602723,0.244585911354644,0.455625471858614
"Stripe-throated Hermit",14,0.25,4.80346574842427,0.271676124887448,0.217391304347826,0.928623982436712,0.763636363636364,0.333196054839838,0.453745085754877,1.26086956521739,0.00791979105232117,0,0.042583392476934,0.0503613639888208,NA,2.23325095269279,9.33014870117191,0.226622940150662,0.251941771891964,0.523821768695058
"Tawny-bellied Hermit",32,0.571428571428571,10.5400443682084,0.298126386506513,0,0.90151947100759,0.436363636363636,0.239019696073345,0.538845326533938,1.1304347826087,0.127256675130523,0.300699300699301,0.045777146912704,0.0681268654057946,NA,2.95351936863155,19.173313084135,0.465706680860301,0.424970532344134,0.469996588554011
"Tyrian Metaltail",1,0.0178571428571429,0.00552486187845304,-0.994475138121547,1,1,1,1,0.00552486187845304,1.65217391304348,0,0,0.0330021291696238,0.00102550038387666,NA,0,1,0.0242893170740351,0.052496672105836,0.0251694805600945
"Violet-tailed Sylph",28,0.5,7.49960944258426,0.232128908663724,0.0869565217391304,0.911176417572083,0.509090909090909,0.238064650806684,0.35821395233492,1.04347826086957,0.109965099865879,0.164335664335664,0.0479063165365507,0.0725761368964406,NA,2.90320355186404,18.2324605446901,0.442854015209814,0.52028925656236,0.306962392471854
"Wedge-billed Hummingbird",5,0.0892857142857143,0.340032328312177,-0.131993534337565,0.608695652173913,0.99207355951542,0.927272727272727,0.717118204808037,0.136719282279847,1.21739130434783,0.0181326705423091,0,0.0436479772888573,0.0229510030826155,NA,0.92544637881628,2.52299422021064,0.0612818065906542,0.102223319527222,0.144556618455176
"White-necked Jacobin",1,0.0178571428571429,0.0161368015414258,-0.983863198458574,0.869565217391304,1,1,1,0.0161368015414258,1.34782608695652,0,0,0.0404542228530873,0.00229341336647416,NA,0,1,0.0242893170740351,0.040257791014221,0.0882986444062366
"White-sided Flowerpiercer",1,0.0178571428571429,0.0526315789473684,-0.947368421052632,0.91304347826087,1,1,1,0.0526315789473684,1.91304347826087,0,0,0.0273243435060326,0.00166893919937619,NA,0,1,0.0242893170740351,0.00905329349260076,0.3911771406596
"White-whiskered Hermit",13,0.232142857142857,3.23144717510711,0.171649782700547,0.304347826086957,0.94469515450488,0.781818181818182,0.362073658027706,0.404667318598793,1.1304347826087,0.0423484146375713,0,0.045777146912704,0.0563038130663686,NA,2.08818478919278,8.07025265072601,0.196020925501057,0.260890308649122,0.526618538345693
